R_日期,DR001,DR007,R001,Unnamed: 4,R007_日期,R007,Unnamed: 7,FR007_日期,FR007,Unnamed: 10,GC_日期,GC001:收盘价,GC007:收盘价,Unnamed: 14,货币日期,中国:公开市场操作:货币净投放,中国:公开市场操作:货币投放,中国:公开市场操作:货币回笼
2022-03-18,1.987,2.0616,2.0298,,2022-03-18,2.1826,,2022-03-18,2.13,,2022-03-18,1.935,2.08,,2022-03-22,100.0,200.0,100.0
2022-03-17,1.998,2.0792,2.0465,,2022-03-17,2.2276,,2022-03-17,2.17,,2022-03-17,1.905,2.05,,2022-03-21,200.0,300.0,100.0
2022-03-16,2.0257,2.1121,2.0751,,2022-03-16,2.2749,,2022-03-16,2.2,,2022-03-16,1.77,1.95,,2022-03-18,200.0,300.0,100.0
2022-03-15,2.055,2.1334,2.104,,2022-03-15,2.3003,,2022-03-15,2.2,,2022-03-15,1.825,2.015,,2022-03-17,700.0,800.0,100.0
2022-03-14,2.0641,2.1108,2.1161,,2022-03-14,2.2148,,2022-03-14,2.15,,2022-03-14,2.065,2.22,,2022-03-16,0.0,100.0,100.0
2022-03-11,2.0343,2.1035,2.0746,,2022-03-11,2.1624,,2022-03-11,2.1481,,2022-03-11,2.64,2.415,,2022-03-15,0.0,100.0,100.0
2022-03-10,2.0289,2.0752,2.0703,,2022-03-10,2.1396,,2022-03-10,2.1,,2022-03-10,2.32,2.385,,2022-03-14,0.0,100.0,100.0
2022-03-09,2.0163,2.0515,2.0606,,2022-03-09,2.124,,2022-03-09,2.09,,2022-03-09,2.375,2.635,,2022-03-11,0.0,100.0,100.0
2022-03-08,2.0337,2.0888,2.0808,,2022-03-08,2.1184,,2022-03-08,2.1,,2022-03-08,2.915,2.96,,2022-03-10,0.0,100.0,100.0
2022-03-07,2.0285,2.0603,2.0775,,2022-03-07,2.0847,,2022-03-07,2.06,,2022-03-07,2.73,2.82,,2022-03-09,0.0,100.0,100.0
2022-03-04,1.8925,2.0351,1.9445,,2022-03-04,2.0493,,2022-03-04,2.05,,2022-03-04,2.455,2.665,,2022-03-08,-400.0,100.0,500.0
2022-03-03,1.7374,1.9738,1.7922,,2022-03-03,2.0577,,2022-03-03,2.05,,2022-03-03,2.465,2.625,,2022-03-07,-2900.0,100.0,3000.0
2022-03-02,1.8641,2.0078,1.9228,,2022-03-02,2.1132,,2022-03-02,2.09,,2022-03-02,2.355,2.445,,2022-03-04,-2900.0,100.0,3000.0
2022-03-01,1.7718,1.9855,1.839,,2022-03-01,2.1844,,2022-03-01,2.1,,2022-03-01,2.31,2.375,,2022-03-03,-1900.0,100.0,2000.0
2022-02-28,2.2418,2.2952,2.5436,,2022-02-28,2.4749,,2022-02-28,2.38,,2022-02-28,2.23,2.355,,2022-03-02,-1900.0,100.0,2000.0
2022-02-25,2.1831,2.3429,2.2609,,2022-02-25,2.5308,,2022-02-25,2.5,,2022-02-25,2.25,2.38,,2022-03-01,-500.0,500.0,1000.0
2022-02-24,2.2068,2.1952,2.2724,,2022-02-24,2.4483,,2022-02-24,2.45,,2022-02-24,2.385,2.455,,2022-02-28,2900.0,3050.0,150.0
2022-02-23,2.0491,2.1919,2.0967,,2022-02-23,2.4159,,2022-02-23,2.45,,2022-02-23,2.415,2.41,,2022-02-25,2900.0,3000.0,100.0
2022-02-22,2.0257,2.1882,2.0729,,2022-02-22,2.4481,,2022-02-22,2.4,,2022-02-22,2.095,2.23,,2022-02-24,1900.0,2000.0,100.0
2022-02-21,2.178,2.1154,2.234,,2022-02-21,2.2175,,2022-02-21,2.15,,2022-02-21,2.03,2.17,,2022-02-23,1900.0,2000.0,100.0
2022-02-18,2.1009,2.091,2.1583,,2022-02-18,2.1462,,2022-02-18,2.1,,2022-02-18,1.83,2.075,,2022-02-22,900.0,1000.0,100.0
2022-02-17,1.8603,1.9735,1.9103,,2022-02-17,2.0577,,2022-02-17,2.05,,2022-02-17,1.85,2.115,,2022-02-21,0.0,100.0,100.0
2022-02-16,1.9326,2.0296,1.9813,,2022-02-16,2.0742,,2022-02-16,2.076,,2022-02-16,1.945,2.155,,2022-02-18,-100.0,100.0,200.0
2022-02-15,1.8037,1.9721,1.8554,,2022-02-15,2.0728,,2022-02-15,2.05,,2022-02-15,2.42,2.385,,2022-02-17,-100.0,100.0,200.0
2022-02-14,1.8641,1.9882,1.9109,,2022-02-14,2.0474,,2022-02-14,2.02,,2022-02-14,3.95,2.64,,2022-02-16,-100.0,100.0,200.0
2022-02-11,1.7985,1.9792,1.849,,2022-02-11,2.0119,,2022-02-11,2.0,,2022-02-11,5.39,3.055,,2022-02-15,-100.0,100.0,200.0
2022-02-10,1.6626,1.9328,1.7141,,2022-02-10,2.0067,,2022-02-10,2.0,,2022-02-10,4.325,3.99,,2022-02-14,-2100.0,100.0,2200.0
2022-02-09,1.7098,1.9886,1.7633,,2022-02-09,2.0847,,2022-02-09,2.05,,2022-02-09,5.08,5.21,,2022-02-11,-1800.0,200.0,2000.0
2022-02-08,2.0137,2.0656,2.076,,2022-02-08,2.2149,,2022-02-08,2.16,,2022-02-08,3.565,5.16,,2022-02-10,-1800.0,200.0,2000.0
2022-02-07,2.108,2.0898,2.189,,2022-02-07,2.2913,,2022-02-07,2.18,,2022-02-07,3.235,5.255,,2022-02-09,-1800.0,200.0,2000.0
2022-01-30,2.1697,2.3056,2.1882,,2022-01-30,2.319,,2022-01-30,2.27,,2022-01-30,3.08,4.825,,2022-02-08,-1300.0,200.0,1500.0
2022-01-29,1.2467,2.2508,1.2649,,2022-01-29,2.2869,,2022-01-29,2.3,,2022-01-29,2.255,2.365,,2022-02-07,-1300.0,200.0,1500.0
2022-01-28,1.1799,2.2558,1.2052,,2022-01-28,2.5365,,2022-01-28,2.55,,2022-01-28,2.04,2.37,,2022-01-30,1000.0,1000.0,0.0
2022-01-27,1.5858,2.0385,1.6625,,2022-01-27,2.6391,,2022-01-27,2.58,,2022-01-27,1.965,2.5,,2022-01-29,1000.0,1050.0,50.0
2022-01-26,1.7223,2.0131,1.7875,,2022-01-26,2.2901,,2022-01-26,2.04,,2022-01-26,2.455,2.745,,2022-01-28,1000.0,2000.0,1000.0
2022-01-25,1.9204,1.9918,1.9818,,2022-01-25,2.3267,,2022-01-25,2.0,,2022-01-25,2.48,2.74,,2022-01-27,1000.0,2000.0,1000.0
2022-01-24,1.9286,2.0499,1.9897,,2022-01-24,2.4424,,2022-01-24,2.08,,2022-01-24,2.545,2.655,,2022-01-26,1000.0,2000.0,1000.0
2022-01-21,2.0489,2.1057,2.1353,,2022-01-21,2.3499,,2022-01-21,2.15,,2022-01-21,2.565,2.57,,2022-01-25,500.0,1500.0,1000.0
2022-01-20,2.0446,2.1104,2.1176,,2022-01-20,2.2979,,2022-01-20,2.17,,2022-01-20,2.54,2.525,,2022-01-24,500.0,1500.0,1000.0
2022-01-19,2.04,2.1135,2.098,,2022-01-19,2.2556,,2022-01-19,2.166,,2022-01-19,2.455,2.495,,2022-01-21,900.0,1000.0,100.0
2022-01-18,1.9225,2.0719,1.9724,,2022-01-18,2.2663,,2022-01-18,2.2,,2022-01-18,2.39,2.39,,2022-01-20,900.0,1000.0,100.0
2022-01-17,2.0863,2.166,2.1475,,2022-01-17,2.3232,,2022-01-17,2.22,,2022-01-17,2.225,2.415,,2022-01-19,900.0,1000.0,100.0
2022-01-14,2.2013,2.2068,2.264,,2022-01-14,2.3448,,2022-01-14,2.28,,2022-01-14,2.6,2.52,,2022-01-18,900.0,1000.0,100.0
2022-01-13,2.2142,2.1931,2.3029,,2022-01-13,2.2862,,2022-01-13,2.2,,2022-01-13,2.5,2.425,,2022-01-17,900.0,1000.0,100.0
2022-01-12,1.9816,2.0798,2.0384,,2022-01-12,2.1904,,2022-01-12,2.15,,2022-01-12,2.22,2.265,,2022-01-14,0.0,100.0,100.0
2022-01-11,1.9733,2.0938,2.0332,,2022-01-11,2.1788,,2022-01-11,2.15,,2022-01-11,2.245,2.305,,2022-01-13,0.0,100.0,100.0
2022-01-10,1.8754,2.0471,1.9313,,2022-01-10,2.1681,,2022-01-10,2.11,,2022-01-10,2.17,2.27,,2022-01-12,0.0,100.0,100.0
2022-01-07,1.8261,2.0483,1.8802,,2022-01-07,2.1316,,2022-01-07,2.12,,2022-01-07,2.625,2.38,,2022-01-11,0.0,100.0,100.0
2022-01-06,1.7014,1.931,1.7756,,2022-01-06,2.1689,,2022-01-06,2.14,,2022-01-06,4.265,2.625,,2022-01-10,100.0,100.0,0.0
2022-01-05,1.7515,2.0163,1.8364,,2022-01-05,2.2094,,2022-01-05,2.1748,,2022-01-05,5.1,2.91,,2022-01-07,-1000.0,100.0,1100.0
2022-01-04,1.8733,2.0168,1.9656,,2022-01-04,2.2056,,2022-01-04,2.15,,2022-01-04,2.77,2.595,,2022-01-06,-1000.0,100.0,1100.0
2021-12-31,2.0324,2.2916,2.3732,,2021-12-31,2.5483,,2021-12-31,2.4,,2021-12-31,2.315,2.5,,2022-01-05,-2000.0,100.0,2100.0
2021-12-30,1.2674,2.4739,1.4892,,2021-12-30,4.0261,,2021-12-30,3.0,,2021-12-30,2.375,2.585,,2022-01-04,-2600.0,100.0,2700.0
2021-12-29,1.2814,2.365,1.4007,,2021-12-29,3.8391,,2021-12-29,2.9,,2021-12-29,2.56,2.64,,2021-12-31,900.0,1000.0,100.0
2021-12-28,1.5696,2.287,1.6591,,2021-12-28,3.7549,,2021-12-28,3.0,,2021-12-28,2.585,2.45,,2021-12-30,900.0,1000.0,100.0
2021-12-27,1.7692,2.4156,1.8413,,2021-12-27,3.7735,,2021-12-27,2.3,,2021-12-27,2.585,2.42,,2021-12-29,1900.0,2050.0,150.0
2021-12-24,1.7971,1.8992,1.8793,,2021-12-24,2.0732,,2021-12-24,1.93,,2021-12-24,2.295,2.35,,2021-12-28,1900.0,2000.0,100.0
2021-12-23,1.6145,1.8924,1.687,,2021-12-23,2.1249,,2021-12-23,2.0183,,2021-12-23,2.455,2.34,,2021-12-27,400.0,500.0,100.0
2021-12-22,1.6651,1.9617,1.7313,,2021-12-22,2.2102,,2021-12-22,2.0413,,2021-12-22,2.14,2.255,,2021-12-24,100.0,200.0,100.0
2021-12-21,1.8361,2.0449,1.9038,,2021-12-21,2.298,,2021-12-21,2.1003,,2021-12-21,2.16,2.255,,2021-12-23,100.0,200.0,100.0
2021-12-20,1.9756,2.1025,2.037,,2021-12-20,2.29,,2021-12-20,2.15,,2021-12-20,2.2,2.26,,2021-12-22,100.0,200.0,100.0
2021-12-17,1.8411,2.1143,1.899,,2021-12-17,2.2964,,2021-12-17,2.3,,2021-12-17,2.12,2.235,,2021-12-21,100.0,200.0,100.0
2021-12-16,2.0903,2.1884,2.1591,,2021-12-16,2.3878,,2021-12-16,2.3,,2021-12-16,2.21,2.285,,2021-12-20,100.0,200.0,100.0
2021-12-15,2.1242,2.1904,2.1942,,2021-12-15,2.4009,,2021-12-15,2.25,,2021-12-15,2.23,2.32,,2021-12-17,0.0,100.0,100.0
2021-12-14,2.1716,2.2071,2.245,,2021-12-14,2.4039,,2021-12-14,2.3,,2021-12-14,2.205,2.27,,2021-12-16,0.0,100.0,100.0
2021-12-13,2.1082,2.1768,2.1609,,2021-12-13,2.2865,,2021-12-13,2.21,,2021-12-13,2.145,2.19,,2021-12-15,0.0,100.0,100.0
2021-12-10,1.8031,2.1411,1.8487,,2021-12-10,2.278,,2021-12-10,2.22,,2021-12-10,1.975,2.14,,2021-12-14,0.0,100.0,100.0
2021-12-09,2.1229,2.2099,2.1891,,2021-12-09,2.3951,,2021-12-09,2.2945,,2021-12-09,2.1,2.195,,2021-12-13,0.0,100.0,100.0
2021-12-08,2.1446,2.2046,2.2156,,2021-12-08,2.3783,,2021-12-08,2.2477,,2021-12-08,2.165,2.23,,2021-12-10,0.0,100.0,100.0
2021-12-07,2.1302,2.1519,2.1923,,2021-12-07,2.2468,,2021-12-07,2.17,,2021-12-07,2.215,2.25,,2021-12-09,0.0,100.0,100.0
2021-12-06,1.8155,2.0888,1.8629,,2021-12-06,2.1871,,2021-12-06,2.1595,,2021-12-06,2.36,2.255,,2021-12-08,0.0,100.0,100.0
2021-12-03,1.8993,2.047,1.9468,,2021-12-03,2.1556,,2021-12-03,2.1,,2021-12-03,2.63,2.43,,2021-12-07,-900.0,100.0,1000.0
2021-12-02,1.9615,2.067,2.0177,,2021-12-02,2.1867,,2021-12-02,2.15,,2021-12-02,2.21,2.435,,2021-12-06,-900.0,100.0,1000.0
2021-12-01,1.9999,2.0914,2.0534,,2021-12-01,2.2535,,2021-12-01,2.23,,2021-12-01,2.0,2.45,,2021-12-03,-900.0,100.0,1000.0
2021-11-30,2.1764,2.395,3.355,,2021-11-30,2.8057,,2021-11-30,2.5,,2021-11-30,1.87,2.495,,2021-12-02,-900.0,100.0,1000.0
2021-11-29,1.8615,2.2474,1.9266,,2021-11-29,2.5335,,2021-11-29,2.5,,2021-11-29,1.92,2.505,,2021-12-01,-900.0,100.0,1000.0
2021-11-26,1.6941,2.26,1.7503,,2021-11-26,2.4401,,2021-11-26,2.45,,2021-11-26,1.815,2.13,,2021-11-30,500.0,1050.0,550.0
2021-11-25,1.8253,2.2461,1.8768,,2021-11-25,2.4998,,2021-11-25,2.5,,2021-11-25,1.94,2.295,,2021-11-29,500.0,1000.0,500.0
2021-11-24,1.7798,2.2374,1.833,,2021-11-24,2.4994,,2021-11-24,2.5,,2021-11-24,2.025,2.315,,2021-11-26,500.0,1000.0,500.0
2021-11-23,2.152,2.1573,2.2445,,2021-11-23,2.3332,,2021-11-23,2.1961,,2021-11-23,2.03,2.22,,2021-11-25,500.0,1000.0,500.0
2021-11-22,1.9562,2.0962,2.0113,,2021-11-22,2.2173,,2021-11-22,2.1478,,2021-11-22,2.065,2.185,,2021-11-24,500.0,1000.0,500.0
2021-11-19,1.992,2.1369,2.0374,,2021-11-19,2.219,,2021-11-19,2.2,,2021-11-19,1.825,2.09,,2021-11-23,0.0,500.0,500.0
2021-11-18,1.9359,2.1524,1.9853,,2021-11-18,2.2515,,2021-11-18,2.22,,2021-11-18,1.885,2.155,,2021-11-22,400.0,500.0,100.0
2021-11-17,2.1542,2.1785,2.2134,,2021-11-17,2.2654,,2021-11-17,2.21,,2021-11-17,2.015,2.215,,2021-11-19,-500.0,500.0,1000.0
2021-11-16,1.9264,2.0654,1.9689,,2021-11-16,2.1862,,2021-11-16,2.15,,2021-11-16,2.36,2.335,,2021-11-18,-500.0,500.0,1000.0
2021-11-15,1.7875,2.0705,1.8321,,2021-11-15,2.1755,,2021-11-15,2.15,,2021-11-15,3.785,2.72,,2021-11-17,-500.0,500.0,1000.0
2021-11-12,1.8469,2.0897,1.8855,,2021-11-12,2.1557,,2021-11-12,2.15,,2021-11-12,2.7,2.75,,2021-11-16,-500.0,500.0,1000.0
2021-11-11,1.8683,2.098,1.9139,,2021-11-11,2.1929,,2021-11-11,2.15,,2021-11-11,3.475,3.445,,2021-11-15,-900.0,100.0,1000.0
2021-11-10,1.8319,2.1051,1.8714,,2021-11-10,2.2093,,2021-11-10,2.2,,2021-11-10,3.15,3.785,,2021-11-12,0.0,1000.0,1000.0
2021-11-09,2.1279,2.1819,2.1771,,2021-11-09,2.2825,,2021-11-09,2.2,,2021-11-09,3.05,3.7,,2021-11-11,500.0,1000.0,500.0
2021-11-08,1.9089,2.1026,1.9541,,2021-11-08,2.1845,,2021-11-08,2.12,,2021-11-08,2.62,3.41,,2021-11-10,500.0,1000.0,500.0
2021-11-05,1.8936,2.124,1.9305,,2021-11-05,2.1605,,2021-11-05,2.15,,2021-11-05,2.32,3.055,,2021-11-09,900.0,1000.0,100.0
2021-11-04,1.8881,2.1129,1.9254,,2021-11-04,2.1834,,2021-11-04,2.15,,2021-11-04,2.43,2.535,,2021-11-08,900.0,1000.0,100.0
2021-11-03,1.9851,2.1163,2.026,,2021-11-03,2.1886,,2021-11-03,2.2,,2021-11-03,2.53,2.57,,2021-11-05,-1000.0,1000.0,2000.0
2021-11-02,2.1048,2.1586,2.1498,,2021-11-02,2.2173,,2021-11-02,2.2,,2021-11-02,2.49,2.53,,2021-11-04,-1500.0,500.0,2000.0
2021-11-01,2.0331,2.1146,2.0763,,2021-11-01,2.1974,,2021-11-01,2.2,,2021-11-01,2.36,2.36,,2021-11-03,-1500.0,500.0,2000.0
2021-10-29,2.122,2.34,2.2656,,2021-10-29,2.4249,,2021-10-29,2.35,,2021-10-29,2.32,2.4,,2021-11-02,-1900.0,100.0,2000.0
2021-10-28,1.9355,2.3249,1.9778,,2021-10-28,2.4649,,2021-10-28,2.45,,2021-10-28,2.225,2.325,,2021-11-01,-1900.0,100.0,2000.0
2021-10-27,1.9196,2.2867,1.9544,,2021-10-27,2.452,,2021-10-27,2.5,,2021-10-27,2.185,2.295,,2021-10-29,1000.0,2050.0,1050.0
2021-10-26,1.5433,2.2454,1.5821,,2021-10-26,2.457,,2021-10-26,2.5,,2021-10-26,2.1,2.215,,2021-10-28,1000.0,2000.0,1000.0
2021-10-25,1.6111,2.1945,1.6465,,2021-10-25,2.5041,,2021-10-25,2.323,,2021-10-25,2.17,2.255,,2021-10-27,1000.0,2000.0,1000.0
2021-10-22,1.6653,1.9823,1.699,,2021-10-22,2.0346,,2021-10-22,2.0,,2021-10-22,2.18,2.21,,2021-10-26,1900.0,2000.0,100.0
2021-10-21,1.6707,2.0266,1.7082,,2021-10-21,2.1525,,2021-10-21,2.15,,2021-10-21,2.12,2.235,,2021-10-25,1900.0,2000.0,100.0
2021-10-20,2.084,2.2097,2.1133,,2021-10-20,2.2539,,2021-10-20,2.25,,2021-10-20,2.15,2.235,,2021-10-22,900.0,1000.0,100.0
2021-10-19,2.2149,2.281,2.2621,,2021-10-19,2.294,,2021-10-19,2.29,,2021-10-19,2.29,2.275,,2021-10-21,900.0,1000.0,100.0
2021-10-18,2.1403,2.1649,2.1731,,2021-10-18,2.2026,,2021-10-18,2.17,,2021-10-18,2.53,2.24,,2021-10-20,900.0,1000.0,100.0
2021-10-15,2.0577,2.1174,2.0819,,2021-10-15,2.1467,,2021-10-15,2.14,,2021-10-15,2.56,2.255,,2021-10-19,0.0,100.0,100.0
2021-10-14,2.0923,2.1903,2.1235,,2021-10-14,2.2182,,2021-10-14,2.2,,2021-10-14,3.615,2.7,,2021-10-18,-100.0,100.0,200.0
2021-10-13,2.1436,2.1977,2.1809,,2021-10-13,2.2474,,2021-10-13,2.23,,2021-10-13,2.775,2.57,,2021-10-15,0.0,100.0,100.0
2021-10-12,2.1063,2.1592,2.1437,,2021-10-12,2.2368,,2021-10-12,2.2,,2021-10-12,2.22,2.49,,2021-10-14,-900.0,100.0,1000.0
2021-10-11,2.0871,2.1643,2.1436,,2021-10-11,2.2142,,2021-10-11,2.19,,2021-10-11,2.26,2.475,,2021-10-13,-900.0,100.0,1000.0
2021-10-09,1.5717,1.8266,1.5764,,2021-10-09,1.8748,,2021-10-09,1.87,,2021-10-09,2.295,2.49,,2021-10-12,-900.0,100.0,1000.0
2021-10-08,2.0891,2.1278,2.0958,,2021-10-08,2.2455,,2021-10-08,2.2105,,2021-10-08,2.085,2.23,,2021-10-11,-1900.0,100.0,2000.0
2021-09-30,2.0852,2.2743,2.1983,,2021-09-30,2.4271,,2021-09-30,2.37,,2021-09-30,2.015,2.165,,2021-10-09,100.0,100.0,0.0
2021-09-29,1.4848,2.5459,1.5448,,2021-09-29,3.5288,,2021-09-29,3.1,,2021-09-29,1.99,2.12,,2021-10-08,-3300.0,100.0,3400.0
2021-09-28,1.9107,2.1889,1.9621,,2021-09-28,2.9986,,2021-09-28,2.1,,2021-09-28,1.995,2.08,,2021-09-30,400.0,1000.0,600.0
2021-09-27,1.7235,1.9232,1.7675,,2021-09-27,2.4296,,2021-09-27,1.9,,2021-09-27,1.99,2.095,,2021-09-29,350.0,1000.0,650.0
2021-09-26,1.6792,1.9622,1.6843,,2021-09-26,2.1614,,2021-09-26,1.95,,2021-09-26,2.0,2.16,,2021-09-28,1000.0,1000.0,0.0
2021-09-24,1.6737,2.0722,1.6809,,2021-09-24,2.1944,,2021-09-24,2.2094,,2021-09-24,2.125,2.27,,2021-09-27,1000.0,1000.0,0.0
2021-09-23,2.0065,2.1446,2.0453,,2021-09-23,2.2607,,2021-09-23,2.21,,2021-09-23,2.005,2.14,,2021-09-26,550.0,1050.0,500.0
2021-09-22,2.1505,2.2328,2.1928,,2021-09-22,2.329,,2021-09-22,2.25,,2021-09-22,2.025,2.125,,2021-09-24,700.0,1200.0,500.0
2021-09-18,2.1035,2.2482,2.1079,,2021-09-18,2.2619,,2021-09-18,2.25,,2021-09-18,2.085,2.23,,2021-09-23,1100.0,1200.0,100.0
2021-09-17,2.2106,2.3998,2.2176,,2021-09-17,2.5814,,2021-09-17,2.5,,2021-09-17,2.075,2.225,,2021-09-22,900.0,1200.0,300.0
2021-09-16,2.2289,2.2634,2.2936,,2021-09-16,2.386,,2021-09-16,2.35,,2021-09-16,1.995,2.095,,2021-09-18,1000.0,1000.0,0.0
2021-09-15,2.1449,2.2212,2.1809,,2021-09-15,2.3174,,2021-09-15,2.23,,2021-09-15,1.85,1.985,,2021-09-17,900.0,1000.0,100.0
2021-09-14,2.2843,2.2884,2.3428,,2021-09-14,2.3618,,2021-09-14,2.3,,2021-09-14,1.985,2.035,,2021-09-16,0.0,100.0,100.0
2021-09-13,2.182,2.2195,2.2251,,2021-09-13,2.2553,,2021-09-13,2.2035,,2021-09-13,2.025,2.095,,2021-09-15,0.0,100.0,100.0
2021-09-10,2.1022,2.1761,2.136,,2021-09-10,2.2098,,2021-09-10,2.2,,2021-09-10,2.065,2.125,,2021-09-14,0.0,100.0,100.0
2021-09-09,2.0322,2.1553,2.0669,,2021-09-09,2.2654,,2021-09-09,2.2,,2021-09-09,2.325,2.24,,2021-09-13,0.0,100.0,100.0
2021-09-08,2.1612,2.2008,2.2057,,2021-09-08,2.2336,,2021-09-08,2.25,,2021-09-08,2.66,2.53,,2021-09-10,0.0,100.0,100.0
2021-09-07,2.1846,2.1942,2.2261,,2021-09-07,2.1744,,2021-09-07,2.2,,2021-09-07,2.265,2.54,,2021-09-09,0.0,100.0,100.0
2021-09-06,2.114,2.1385,2.1537,,2021-09-06,2.122,,2021-09-06,2.15,,2021-09-06,2.33,2.63,,2021-09-08,0.0,100.0,100.0
2021-09-03,1.9321,2.0478,1.9679,,2021-09-03,2.1495,,2021-09-03,2.0669,,2021-09-03,2.25,2.49,,2021-09-07,-400.0,100.0,500.0
2021-09-02,2.0843,2.05,2.1218,,2021-09-02,2.1659,,2021-09-02,2.08,,2021-09-02,2.195,2.37,,2021-09-06,-400.0,100.0,500.0
2021-09-01,2.1086,2.0753,2.1542,,2021-09-01,2.4951,,2021-09-01,2.1129,,2021-09-01,2.155,2.235,,2021-09-03,-400.0,100.0,500.0
2021-08-31,2.2401,2.3826,2.6425,,2021-08-31,2.5066,,2021-08-31,2.45,,2021-08-31,2.195,2.25,,2021-09-02,-400.0,100.0,500.0
2021-08-30,1.8231,2.3298,1.8657,,2021-08-30,2.4193,,2021-08-30,2.45,,2021-08-30,2.11,2.22,,2021-09-01,-400.0,100.0,500.0
2021-08-27,2.0551,2.3299,2.0874,,2021-08-27,2.4703,,2021-08-27,2.45,,2021-08-27,2.055,2.2,,2021-08-31,350.0,500.0,150.0
2021-08-26,2.1795,2.3315,2.2281,,2021-08-26,2.5098,,2021-08-26,2.45,,2021-08-26,2.09,2.21,,2021-08-30,400.0,500.0,100.0
2021-08-25,2.2053,2.3265,2.2532,,2021-08-25,2.2943,,2021-08-25,2.5,,2021-08-25,2.085,2.205,,2021-08-27,450.0,550.0,100.0
2021-08-24,2.2682,2.2205,2.3469,,2021-08-24,2.2232,,2021-08-24,2.22,,2021-08-24,2.19,2.255,,2021-08-26,400.0,500.0,100.0
2021-08-23,2.1655,2.1472,2.2153,,2021-08-23,2.1355,,2021-08-23,2.15,,2021-08-23,2.21,2.28,,2021-08-25,400.0,500.0,100.0
2021-08-20,2.0499,2.0857,2.0863,,2021-08-20,2.1054,,2021-08-20,2.1,,2021-08-20,2.15,2.225,,2021-08-24,0.0,100.0,100.0
2021-08-19,1.8443,2.057,1.8807,,2021-08-19,2.092,,2021-08-19,2.1,,2021-08-19,2.2,2.26,,2021-08-23,0.0,100.0,100.0
2021-08-18,1.7228,2.0109,1.7563,,2021-08-18,2.1847,,2021-08-18,2.08,,2021-08-18,1.97,2.05,,2021-08-20,0.0,100.0,100.0
2021-08-17,1.9578,2.1078,1.9909,,2021-08-17,2.2936,,2021-08-17,2.15,,2021-08-17,1.99,2.05,,2021-08-19,0.0,100.0,100.0
2021-08-16,2.0426,2.1736,2.0923,,2021-08-16,2.2078,,2021-08-16,2.22,,2021-08-16,1.92,2.015,,2021-08-18,0.0,100.0,100.0
2021-08-13,2.1609,2.186,2.2013,,2021-08-13,2.1291,,2021-08-13,2.2,,2021-08-13,2.04,2.1,,2021-08-17,0.0,100.0,100.0
2021-08-12,1.9447,2.1196,1.9767,,2021-08-12,2.1632,,2021-08-12,2.1,,2021-08-12,2.535,2.285,,2021-08-16,0.0,100.0,100.0
2021-08-11,2.0244,2.1254,2.062,,2021-08-11,2.4551,,2021-08-11,2.14,,2021-08-11,3.065,2.535,,2021-08-13,0.0,100.0,100.0
2021-08-10,2.2205,2.3561,2.3204,,2021-08-10,2.1602,,2021-08-10,2.4,,2021-08-10,4.78,3.13,,2021-08-12,0.0,100.0,100.0
2021-08-09,2.2575,2.1387,2.3215,,2021-08-09,2.0094,,2021-08-09,2.12,,2021-08-09,4.135,3.505,,2021-08-11,0.0,100.0,100.0
2021-08-06,1.8784,1.9751,1.9162,,2021-08-06,2.0056,,2021-08-06,1.99,,2021-08-06,4.225,3.79,,2021-08-10,0.0,100.0,100.0
2021-08-05,1.7098,1.9415,1.7473,,2021-08-05,2.0201,,2021-08-05,2.0,,2021-08-05,2.745,3.345,,2021-08-09,0.0,100.0,100.0
2021-08-04,1.6909,1.9749,1.7352,,2021-08-04,2.0466,,2021-08-04,2.03,,2021-08-04,2.29,3.295,,2021-08-06,-200.0,100.0,300.0
2021-08-03,1.823,1.9781,1.8655,,2021-08-03,2.1018,,2021-08-03,2.04,,2021-08-03,2.495,2.995,,2021-08-05,-200.0,100.0,300.0
2021-08-02,1.874,2.0228,1.9139,,2021-08-02,2.4135,,2021-08-02,2.1,,2021-08-02,2.555,2.605,,2021-08-04,0.0,100.0,100.0
2021-07-30,2.1524,2.298,2.2916,,2021-07-30,2.5126,,2021-07-30,2.4,,2021-07-30,2.4,2.47,,2021-08-03,0.0,100.0,100.0
2021-07-29,1.623,2.2898,1.6695,,2021-07-29,2.6025,,2021-07-29,2.55,,2021-07-29,2.42,2.395,,2021-08-02,0.0,100.0,100.0
2021-07-28,2.0509,2.3911,2.0876,,2021-07-28,2.5617,,2021-07-28,2.7,,2021-07-28,2.06,2.285,,2021-07-30,200.0,300.0,100.0
2021-07-27,2.2449,2.3228,2.3111,,2021-07-27,2.4441,,2021-07-27,2.5,,2021-07-27,2.04,2.19,,2021-07-29,200.0,350.0,150.0
2021-07-26,2.1261,2.2169,2.1661,,2021-07-26,2.1592,,2021-07-26,2.35,,2021-07-26,2.065,2.22,,2021-07-28,0.0,100.0,100.0
2021-07-23,2.0363,2.1062,2.0718,,2021-07-23,2.2352,,2021-07-23,2.14,,2021-07-23,2.04,2.175,,2021-07-27,0.0,100.0,100.0
2021-07-22,2.11,2.1632,2.1481,,2021-07-22,2.2496,,2021-07-22,2.2,,2021-07-22,1.915,2.075,,2021-07-26,0.0,100.0,100.0
2021-07-21,2.1719,2.2105,2.2154,,2021-07-21,2.2222,,2021-07-21,2.22,,2021-07-21,1.96,2.14,,2021-07-23,0.0,100.0,100.0
