R_日期,DR001,DR007,R001,Unnamed: 4,R007_日期,R007,Unnamed: 7,FR007_日期,FR007,Unnamed: 10,GC_日期,GC001:收盘价,GC007:收盘价,Unnamed: 14,货币日期,中国:公开市场操作:货币净投放,中国:公开市场操作:货币投放,中国:公开市场操作:货币回笼
2023-07-13,1.4453,1.7851,1.5772,,2023-07-13,1.9134,,2023-07-13,1.85,,2023-07-13,2.21,2.24,,2023-07-14,180.0,200.0,20.0
2023-07-12,1.2256,1.7526,1.371,,2023-07-12,1.9102,,2023-07-12,1.85,,2023-07-12,2.1,2.175,,2023-07-13,30.0,50.0,20.0
2023-07-11,1.1839,1.727,1.3333,,2023-07-11,1.9081,,2023-07-11,1.9,,2023-07-11,2.265,2.345,,2023-07-12,0.0,20.0,20.0
2023-07-10,1.1454,1.6978,1.3024,,2023-07-10,1.8894,,2023-07-10,1.86,,2023-07-10,2.195,2.19,,2023-07-11,0.0,20.0,20.0
2023-07-07,1.1168,1.7632,1.2605,,2023-07-07,1.8841,,2023-07-07,1.88,,2023-07-07,1.88,2.01,,2023-07-10,-30.0,20.0,50.0
2023-07-06,1.0446,1.7151,1.2069,,2023-07-06,1.9216,,2023-07-06,1.9,,2023-07-06,1.875,1.97,,2023-07-07,-1010.0,20.0,1030.0
2023-07-05,1.1159,1.7842,1.2704,,2023-07-05,1.97,,2023-07-05,1.95,,2023-07-05,1.96,2.035,,2023-07-06,-1910.0,20.0,1930.0
2023-07-04,1.1801,1.7323,1.3395,,2023-07-04,2.1193,,2023-07-04,2.0,,2023-07-04,1.965,2.005,,2023-07-05,-2120.0,20.0,2140.0
2023-07-03,1.0381,1.7505,1.2657,,2023-07-03,2.1854,,2023-07-03,2.0,,2023-07-03,1.995,1.975,,2023-07-04,-2170.0,20.0,2190.0
2023-06-30,1.4032,2.1816,2.1844,,2023-06-30,3.1273,,2023-06-30,2.6,,2023-06-30,1.87,1.935,,2023-07-03,-4350.0,50.0,4400.0
2023-06-29,1.0622,1.9041,1.3276,,2023-06-29,2.8424,,2023-06-29,2.9,,2023-06-29,1.84,1.875,,2023-06-30,1030.0,1030.0,0.0
2023-06-28,1.0753,1.903,1.2455,,2023-06-28,2.8188,,2023-06-28,2.85,,2023-06-28,1.865,1.88,,2023-06-29,1980.0,1980.0,0.0
2023-06-27,1.0842,1.9027,1.2497,,2023-06-27,2.6653,,2023-06-27,2.8,,2023-06-27,1.92,1.925,,2023-06-28,690.0,2140.0,1450.0
2023-06-26,1.1413,1.9107,1.2931,,2023-06-26,2.59,,2023-06-26,2.35,,2023-06-26,2.01,1.975,,2023-06-27,320.0,2190.0,1870.0
2023-06-25,1.3689,1.9704,1.4039,,2023-06-25,2.0561,,2023-06-25,2.0,,2023-06-25,1.99,1.98,,2023-06-26,1550.0,2440.0,890.0
2023-06-21,1.7908,1.9531,1.8088,,2023-06-21,2.2169,,2023-06-21,2.2,,2023-06-21,2.03,1.905,,2023-06-25,1520.0,1960.0,440.0
2023-06-20,1.9957,2.0607,2.1049,,2023-06-20,2.2558,,2023-06-20,2.1,,2023-06-20,2.3,2.07,,2023-06-21,1430.0,1450.0,20.0
2023-06-19,2.2097,2.0368,2.3341,,2023-06-19,2.1806,,2023-06-19,2.09,,2023-06-19,1.895,2.12,,2023-06-20,1800.0,1820.0,20.0
2023-06-16,1.9317,1.9416,2.0418,,2023-06-16,2.0416,,2023-06-16,1.95,,2023-06-16,2.03,2.255,,2023-06-19,870.0,890.0,20.0
2023-06-15,1.4325,1.8167,1.5561,,2023-06-15,1.9129,,2023-06-15,1.85,,2023-06-15,1.995,2.275,,2023-06-16,400.0,420.0,20.0
2023-06-14,1.3122,1.8253,1.4493,,2023-06-14,1.9466,,2023-06-14,1.85,,2023-06-14,1.91,2.095,,2023-06-15,0.0,20.0,20.0
2023-06-13,1.6615,1.8357,1.7784,,2023-06-13,2.0044,,2023-06-13,1.95,,2023-06-13,1.845,1.905,,2023-06-14,0.0,20.0,20.0
2023-06-12,1.288,1.806,1.4245,,2023-06-12,1.9388,,2023-06-12,1.9,,2023-06-12,1.84,1.925,,2023-06-13,0.0,20.0,20.0
2023-06-09,1.2552,1.813,1.3871,,2023-06-09,1.9175,,2023-06-09,1.85,,2023-06-09,1.885,1.98,,2023-06-12,0.0,20.0,20.0
2023-06-08,1.3332,1.7966,1.4587,,2023-06-08,1.8957,,2023-06-08,1.8,,2023-06-08,1.8,1.98,,2023-06-09,0.0,20.0,20.0
2023-06-07,1.3915,1.825,1.5102,,2023-06-07,1.8808,,2023-06-07,1.84,,2023-06-07,1.87,2.05,,2023-06-08,0.0,20.0,20.0
2023-06-06,1.2775,1.7499,1.4017,,2023-06-06,1.8874,,2023-06-06,1.8,,2023-06-06,1.935,2.06,,2023-06-07,-110.0,20.0,130.0
2023-06-05,1.2311,1.795,1.3618,,2023-06-05,1.909,,2023-06-05,1.85,,2023-06-05,1.995,2.06,,2023-06-06,-350.0,20.0,370.0
2023-06-02,1.3006,1.7783,1.4216,,2023-06-02,1.9319,,2023-06-02,1.9,,2023-06-02,1.935,1.945,,2023-06-05,-230.0,20.0,250.0
2023-06-01,1.7466,1.8343,1.8505,,2023-06-01,1.9286,,2023-06-01,1.85,,2023-06-01,1.68,1.83,,2023-06-02,-30.0,20.0,50.0
2023-05-31,1.7003,2.0845,1.8789,,2023-05-31,2.088,,2023-05-31,2.1,,2023-05-31,1.66,1.805,,2023-06-01,-50.0,20.0,70.0
2023-05-30,1.2803,2.065,1.4186,,2023-05-30,2.1849,,2023-05-30,2.15,,2023-05-30,1.77,1.92,,2023-05-31,110.0,130.0,20.0
2023-05-29,1.3567,1.9551,1.4778,,2023-05-29,2.1378,,2023-05-29,2.15,,2023-05-29,1.94,2.015,,2023-05-30,350.0,370.0,20.0
2023-05-26,1.4008,1.9935,1.5326,,2023-05-26,2.1506,,2023-05-26,2.15,,2023-05-26,2.13,2.115,,2023-05-29,230.0,300.0,70.0
2023-05-25,1.5546,1.9235,1.6729,,2023-05-25,2.1555,,2023-05-25,2.1,,2023-05-25,2.055,2.085,,2023-05-26,30.0,50.0,20.0
2023-05-24,1.2875,1.7497,1.4246,,2023-05-24,1.8512,,2023-05-24,1.8,,2023-05-24,2.12,2.165,,2023-05-25,50.0,70.0,20.0
2023-05-23,1.2233,1.7712,1.3599,,2023-05-23,1.9042,,2023-05-23,1.85,,2023-05-23,1.85,2.165,,2023-05-24,0.0,20.0,20.0
2023-05-22,1.2571,1.8222,1.3919,,2023-05-22,1.9419,,2023-05-22,1.9,,2023-05-22,1.88,2.41,,2023-05-23,0.0,20.0,20.0
2023-05-19,1.4035,1.8743,1.5182,,2023-05-19,1.9483,,2023-05-19,1.91,,2023-05-19,1.935,2.47,,2023-05-22,0.0,20.0,20.0
2023-05-18,1.4443,1.773,1.5693,,2023-05-18,1.9866,,2023-05-18,1.95,,2023-05-18,1.88,2.615,,2023-05-19,0.0,20.0,20.0
2023-05-17,1.5108,1.8557,1.6252,,2023-05-17,2.034,,2023-05-17,2.0,,2023-05-17,2.73,2.7,,2023-05-18,0.0,20.0,20.0
2023-05-16,1.4555,1.7943,1.579,,2023-05-16,2.0118,,2023-05-16,1.95,,2023-05-16,2.37,2.415,,2023-05-17,0.0,20.0,20.0
2023-05-15,1.4799,1.813,1.604,,2023-05-15,1.962,,2023-05-15,1.9,,2023-05-15,2.025,2.14,,2023-05-16,0.0,20.0,20.0
2023-05-12,1.3158,1.8089,1.4438,,2023-05-12,1.9039,,2023-05-12,1.85,,2023-05-12,1.89,2.19,,2023-05-15,-20.0,20.0,40.0
2023-05-11,1.1021,1.7703,1.2583,,2023-05-11,1.9022,,2023-05-11,1.85,,2023-05-11,1.9,2.305,,2023-05-12,-10.0,20.0,30.0
2023-05-10,1.108,1.8444,1.254,,2023-05-10,1.9332,,2023-05-10,1.9,,2023-05-10,2.045,2.335,,2023-05-11,-310.0,20.0,330.0
2023-05-09,1.2342,1.8174,1.3617,,2023-05-09,1.9801,,2023-05-09,1.93,,2023-05-09,1.67,2.03,,2023-05-10,20.0,20.0,0.0
2023-05-08,1.394,1.7955,1.5157,,2023-05-08,2.0044,,2023-05-08,2.0,,2023-05-08,1.83,2.145,,2023-05-09,20.0,20.0,0.0
2023-05-06,1.0804,1.7206,1.1212,,2023-05-06,1.7435,,2023-05-06,1.75,,2023-05-06,1.94,2.18,,2023-05-08,20.0,20.0,0.0
2023-05-05,1.2227,1.7754,1.259,,2023-05-05,1.9639,,2023-05-05,1.95,,2023-05-05,2.035,2.195,,2023-05-06,20.0,20.0,0.0
2023-05-04,1.6478,1.9212,1.7462,,2023-05-04,2.1054,,2023-05-04,2.0145,,2023-05-04,2.1,2.27,,2023-05-05,-1620.0,30.0,1650.0
2023-04-28,2.13,2.3163,2.2306,,2023-04-28,2.3719,,2023-04-28,2.4,,2023-04-28,2.165,2.32,,2023-05-04,-5240.0,380.0,5620.0
2023-04-27,0.8505,2.2494,1.0374,,2023-04-27,2.4807,,2023-04-27,2.5,,2023-04-27,2.295,2.315,,2023-04-28,770.0,1650.0,880.0
2023-04-26,1.199,2.0551,1.3181,,2023-04-26,2.3964,,2023-04-26,2.5,,2023-04-26,4.115,2.855,,2023-04-27,590.0,930.0,340.0
2023-04-25,1.6565,2.0444,1.7548,,2023-04-25,2.4386,,2023-04-25,2.6,,2023-04-25,7.825,3.62,,2023-04-26,630.0,950.0,320.0
2023-04-24,1.6027,2.0708,1.696,,2023-04-24,2.5956,,2023-04-24,2.55,,2023-04-24,5.465,4.195,,2023-04-25,1270.0,1700.0,430.0
2023-04-23,1.7399,2.1688,1.7556,,2023-04-23,2.2528,,2023-04-23,2.1,,2023-04-23,4.845,4.395,,2023-04-24,950.0,1150.0,200.0
2023-04-21,2.2739,2.267,2.2857,,2023-04-21,2.5063,,2023-04-21,2.5,,2023-04-21,3.045,3.99,,2023-04-23,890.0,890.0,0.0
2023-04-20,2.2212,2.1327,2.3133,,2023-04-20,2.2582,,2023-04-20,2.15,,2023-04-20,2.795,4.04,,2023-04-21,730.0,880.0,150.0
2023-04-19,2.1347,2.134,2.2177,,2023-04-19,2.2179,,2023-04-19,2.15,,2023-04-19,2.65,3.47,,2023-04-20,250.0,340.0,90.0
2023-04-18,2.0592,2.1139,2.1555,,2023-04-18,2.273,,2023-04-18,2.25,,2023-04-18,2.115,2.33,,2023-04-19,250.0,320.0,70.0
2023-04-17,1.8095,2.0571,1.9032,,2023-04-17,2.3179,,2023-04-17,2.2,,2023-04-17,2.3,2.41,,2023-04-18,330.0,380.0,50.0
2023-04-14,1.6113,2.0154,1.7128,,2023-04-14,2.1342,,2023-04-14,2.1,,2023-04-14,2.46,2.545,,2023-04-17,20.0,200.0,180.0
2023-04-13,1.3088,1.9935,1.4612,,2023-04-13,2.1847,,2023-04-13,2.1,,2023-04-13,2.39,2.46,,2023-04-14,-20.0,150.0,170.0
2023-04-12,1.3624,1.9881,1.5155,,2023-04-12,2.1742,,2023-04-12,2.1,,2023-04-12,2.42,2.41,,2023-04-13,10.0,90.0,80.0
2023-04-11,1.4214,1.9845,1.5667,,2023-04-11,2.2204,,2023-04-11,2.15,,2023-04-11,2.445,2.42,,2023-04-12,70.0,70.0,0.0
2023-04-10,1.3382,1.9982,1.4817,,2023-04-10,2.2052,,2023-04-10,2.1,,2023-04-10,2.365,2.39,,2023-04-11,30.0,50.0,20.0
2023-04-07,1.3666,1.9965,1.504,,2023-04-07,2.2695,,2023-04-07,2.2,,2023-04-07,2.2,2.415,,2023-04-10,160.0,180.0,20.0
2023-04-06,1.3465,1.9679,1.5185,,2023-04-06,2.2721,,2023-04-06,2.15,,2023-04-06,2.115,2.41,,2023-04-07,-1720.0,170.0,1890.0
2023-04-04,1.1288,1.8605,1.2738,,2023-04-04,2.1788,,2023-04-04,2.0,,2023-04-04,2.115,2.275,,2023-04-06,-4310.0,80.0,4390.0
2023-04-03,1.2973,1.8604,1.46,,2023-04-03,2.1584,,2023-04-03,2.02,,2023-04-03,1.8,2.055,,2023-04-04,-2760.0,20.0,2780.0
2023-03-31,1.8125,2.3877,2.6441,,2023-03-31,3.7081,,2023-03-31,2.7,,2023-03-31,1.89,2.085,,2023-04-03,-2530.0,20.0,2550.0
2023-03-30,0.7552,2.2885,1.0559,,2023-03-30,3.8828,,2023-03-30,3.1,,2023-03-30,1.76,2.065,,2023-03-31,1820.0,1890.0,70.0
2023-03-29,0.8264,2.1369,1.0244,,2023-03-29,3.4461,,2023-03-29,3.49,,2023-03-29,1.76,2.07,,2023-03-30,1750.0,2390.0,640.0
2023-03-28,1.0788,1.9933,1.2353,,2023-03-28,3.3501,,2023-03-28,3.6,,2023-03-28,1.84,2.1,,2023-03-29,1330.0,2050.0,720.0
2023-03-27,1.0092,2.0561,1.1657,,2023-03-27,3.1243,,2023-03-27,2.85,,2023-03-27,1.92,2.13,,2023-03-28,960.0,2780.0,1820.0
2023-03-24,1.2697,1.6982,1.3756,,2023-03-24,1.9984,,2023-03-24,1.9,,2023-03-24,2.26,2.32,,2023-03-27,2250.0,2550.0,300.0
2023-03-23,1.5337,1.9178,1.6278,,2023-03-23,2.2062,,2023-03-23,2.2,,2023-03-23,3.8,2.705,,2023-03-24,-1730.0,70.0,1800.0
2023-03-22,1.9281,2.0863,2.0271,,2023-03-22,2.3989,,2023-03-22,2.3,,2023-03-22,5.17,2.985,,2023-03-23,-450.0,640.0,1090.0
2023-03-21,2.4205,2.2271,2.5259,,2023-03-21,2.4368,,2023-03-21,2.35,,2023-03-21,2.72,2.635,,2023-03-22,-370.0,670.0,1040.0
2023-03-20,2.2852,2.1884,2.3893,,2023-03-20,2.3468,,2023-03-20,2.25,,2023-03-20,2.125,2.515,,2023-03-21,1530.0,1820.0,290.0
2023-03-17,2.2516,2.1127,2.3531,,2023-03-17,2.3629,,2023-03-17,2.3,,2023-03-17,2.12,2.58,,2023-03-20,-110.0,300.0,410.0
2023-03-16,2.2969,2.2066,2.445,,2023-03-16,2.3972,,2023-03-16,2.3,,2023-03-16,2.275,2.575,,2023-03-17,1650.0,1800.0,150.0
2023-03-15,2.1125,2.1218,2.249,,2023-03-15,2.3581,,2023-03-15,2.25,,2023-03-15,2.465,2.57,,2023-03-16,1060.0,1090.0,30.0
2023-03-14,1.826,2.078,1.9141,,2023-03-14,2.3069,,2023-03-14,2.2,,2023-03-14,3.195,2.615,,2023-03-15,1000.0,1040.0,40.0
2023-03-13,1.6131,1.9679,1.7051,,2023-03-13,2.2331,,2023-03-13,2.2,,2023-03-13,2.365,2.34,,2023-03-14,260.0,290.0,30.0
2023-03-10,1.8142,2.0253,1.9025,,2023-03-10,2.1671,,2023-03-10,2.1,,2023-03-10,2.1,2.23,,2023-03-13,340.0,410.0,70.0
2023-03-09,1.3805,1.933,1.4897,,2023-03-09,2.1156,,2023-03-09,2.1,,2023-03-09,1.945,2.23,,2023-03-10,-30.0,150.0,180.0
2023-03-08,1.62,1.92,1.7157,,2023-03-08,2.0836,,2023-03-08,2.0,,2023-03-08,2.065,2.3,,2023-03-09,-700.0,30.0,730.0
2023-03-07,1.4229,1.8823,1.5218,,2023-03-07,2.0693,,2023-03-07,2.0,,2023-03-07,2.065,2.23,,2023-03-08,-1030.0,40.0,1070.0
2023-03-06,1.2274,1.8253,1.3286,,2023-03-06,2.0487,,2023-03-06,2.0,,2023-03-06,2.095,2.285,,2023-03-07,-4780.0,30.0,4810.0
2023-03-03,1.2602,1.9245,1.358,,2023-03-03,2.0274,,2023-03-03,2.0,,2023-03-03,2.72,2.605,,2023-03-06,-3290.0,70.0,3360.0
2023-03-02,1.5863,1.9972,1.6751,,2023-03-02,2.1843,,2023-03-02,2.2,,2023-03-02,2.8,2.59,,2023-03-03,-4520.0,180.0,4700.0
2023-03-01,2.061,2.0887,2.1773,,2023-03-01,2.3005,,2023-03-01,2.12,,2023-03-01,2.195,2.265,,2023-03-02,-2270.0,730.0,3000.0
2023-02-28,2.0957,2.4209,3.7102,,2023-02-28,3.0268,,2023-02-28,2.85,,2023-02-28,1.93,2.005,,2023-03-01,-1930.0,1070.0,3000.0
2023-02-27,1.8317,2.2946,1.9384,,2023-02-27,2.6768,,2023-02-27,2.65,,2023-02-27,1.9,2.025,,2023-02-28,3310.0,4860.0,1550.0
2023-02-24,1.4396,2.2584,1.5424,,2023-02-24,2.5607,,2023-02-24,2.6,,2023-02-24,2.17,2.245,,2023-02-27,660.0,3360.0,2700.0
2023-02-23,1.4264,2.1766,1.5524,,2023-02-23,2.5449,,2023-02-23,2.6,,2023-02-23,2.585,2.3,,2023-02-24,-3650.0,4700.0,8350.0
2023-02-22,1.7398,2.1761,1.8247,,2023-02-22,2.6656,,2023-02-22,2.65,,2023-02-22,2.855,2.435,,2023-02-23,-1870.0,3000.0,4870.0
2023-02-21,2.1769,2.1523,2.2751,,2023-02-21,2.3368,,2023-02-21,2.2007,,2023-02-21,3.005,2.995,,2023-02-22,970.0,3000.0,2030.0
2023-02-20,2.1512,2.1354,2.2925,,2023-02-20,2.3616,,2023-02-20,2.3,,2023-02-20,1.825,2.13,,2023-02-21,590.0,1500.0,910.0
2023-02-17,2.1476,2.2492,2.5557,,2023-02-17,2.7224,,2023-02-17,2.5,,2023-02-17,2.8,3.11,,2023-02-20,2240.0,2700.0,460.0
2023-02-16,2.041,2.1285,2.2404,,2023-02-16,2.2456,,2023-02-16,2.13,,2023-02-16,3.36,3.225,,2023-02-17,6320.0,8350.0,2030.0
2023-02-15,1.923,2.0086,2.024,,2023-02-15,2.2035,,2023-02-15,2.1,,2023-02-15,2.725,2.795,,2023-02-16,340.0,4870.0,4530.0
2023-02-14,1.558,1.9637,1.651,,2023-02-14,2.1786,,2023-02-14,2.13,,2023-02-14,2.33,2.535,,2023-02-15,-4380.0,2030.0,6410.0
2023-02-13,1.4085,1.8994,1.5111,,2023-02-13,2.0855,,2023-02-13,2.0,,2023-02-13,2.13,2.28,,2023-02-14,-3020.0,910.0,3930.0
2023-02-10,1.8026,1.9405,1.8826,,2023-02-10,2.0831,,2023-02-10,2.08,,2023-02-10,2.235,2.405,,2023-02-13,-1040.0,460.0,1500.0
2023-02-09,2.2872,2.21,2.4237,,2023-02-09,2.4722,,2023-02-09,2.4,,2023-02-09,2.28,2.4,,2023-02-10,1800.0,2030.0,230.0
2023-02-08,2.3707,2.2446,2.6008,,2023-02-08,2.612,,2023-02-08,2.45,,2023-02-08,2.08,2.105,,2023-02-09,3870.0,4530.0,660.0
2023-02-07,2.2791,2.1394,2.4682,,2023-02-07,2.4168,,2023-02-07,2.3,,2023-02-07,2.08,2.09,,2023-02-08,4860.0,6410.0,1550.0
2023-02-06,1.8124,2.0039,1.9418,,2023-02-06,2.1422,,2023-02-06,2.03,,2023-02-06,1.99,2.045,,2023-02-07,-780.0,3930.0,4710.0
2023-02-03,1.2661,1.821,1.3786,,2023-02-03,1.9136,,2023-02-03,1.9,,2023-02-03,2.23,2.135,,2023-02-06,-3730.0,1500.0,5230.0
2023-02-02,1.5943,1.9107,1.7056,,2023-02-02,2.0894,,2023-02-02,2.05,,2023-02-02,2.8,2.37,,2023-02-03,-2960.0,230.0,3190.0
2023-02-01,2.1002,2.037,2.2182,,2023-02-01,2.1628,,2023-02-01,2.05,,2023-02-01,3.73,2.59,,2023-02-02,-4010.0,660.0,4670.0
2023-01-31,2.0256,2.1519,2.4254,,2023-01-31,2.2995,,2023-01-31,2.2,,2023-01-31,4.94,4.06,,2023-02-01,-2920.0,1550.0,4470.0
2023-01-30,1.4306,2.0666,1.544,,2023-01-30,2.1655,,2023-01-30,2.14,,2023-01-30,4.935,4.72,,2023-01-31,1700.0,4760.0,3060.0
2023-01-29,1.1421,1.8343,1.1937,,2023-01-29,1.894,,2023-01-29,1.854,,2023-01-29,3.515,4.895,,2023-01-30,990.0,1730.0,740.0
2023-01-28,1.4245,1.8679,1.4475,,2023-01-28,1.9126,,2023-01-28,1.95,,2023-01-28,3.24,5.105,,2023-01-29,1280.0,1280.0,0.0
2023-01-20,1.6934,1.984,1.7185,,2023-01-20,2.0059,,2023-01-20,2.0,,2023-01-20,3.495,4.32,,2023-01-28,-4760.0,2220.0,6980.0
2023-01-19,1.5996,2.3543,1.7274,,2023-01-19,2.3908,,2023-01-19,2.4,,2023-01-19,1.97,2.395,,2023-01-20,3260.0,3810.0,550.0
2023-01-18,1.9286,2.2634,2.0663,,2023-01-18,2.3737,,2023-01-18,2.6,,2023-01-18,2.005,2.385,,2023-01-19,4670.0,5320.0,650.0
2023-01-17,1.8566,2.3221,2.093,,2023-01-17,2.4492,,2023-01-17,2.6,,2023-01-17,2.065,2.4,,2023-01-18,5150.0,5800.0,650.0
2023-01-16,1.5821,2.1849,1.7336,,2023-01-16,2.2622,,2023-01-16,2.15,,2023-01-16,2.205,2.39,,2023-01-17,5040.0,5060.0,20.0
2023-01-13,1.2528,1.8447,1.3906,,2023-01-13,1.9845,,2023-01-13,1.95,,2023-01-13,2.17,2.21,,2023-01-16,1540.0,1560.0,20.0
2023-01-12,1.4526,1.9865,1.5973,,2023-01-12,2.2488,,2023-01-12,2.2,,2023-01-12,1.96,2.065,,2023-01-13,1300.0,1320.0,20.0
2023-01-11,1.4332,2.0207,1.6341,,2023-01-11,2.4348,,2023-01-11,2.3,,2023-01-11,2.005,2.16,,2023-01-12,1150.0,1170.0,20.0
2023-01-10,1.1313,1.9262,1.344,,2023-01-10,2.177,,2023-01-10,1.98,,2023-01-10,1.965,2.19,,2023-01-11,710.0,870.0,160.0
2023-01-09,0.6631,1.703,0.8295,,2023-01-09,1.9881,,2023-01-09,1.85,,2023-01-09,1.99,2.075,,2023-01-10,-620.0,20.0,640.0
2023-01-06,0.5411,1.4736,0.7191,,2023-01-06,1.9086,,2023-01-06,1.75,,2023-01-06,1.9,1.895,,2023-01-09,-410.0,20.0,430.0
2023-01-05,0.5334,1.3597,0.7337,,2023-01-05,1.8246,,2023-01-05,1.7,,2023-01-05,1.73,1.845,,2023-01-06,-3840.0,20.0,3860.0
2023-01-04,0.9156,1.4552,1.1098,,2023-01-04,1.878,,2023-01-04,1.7,,2023-01-04,1.765,1.87,,2023-01-05,-3560.0,20.0,3580.0
2023-01-03,1.3946,1.6448,1.555,,2023-01-03,1.9907,,2023-01-03,1.9243,,2023-01-03,1.765,1.885,,2023-01-04,-3270.0,30.0,3300.0
2022-12-30,2.028,2.3619,2.4153,,2022-12-30,2.788,,2022-12-30,3.0,,2022-12-30,1.745,1.86,,2023-01-03,-5340.0,500.0,5840.0
2022-12-29,0.4204,2.423,0.744,,2022-12-29,3.3101,,2022-12-29,3.5,,2022-12-29,1.86,1.815,,2022-12-31,0.0,0.0,0.0
2022-12-28,0.4759,2.1517,0.7522,,2022-12-28,4.1526,,2022-12-28,4.8,,2022-12-28,1.77,1.85,,2022-12-30,1810.0,1830.0,20.0
2022-12-27,0.5618,1.9531,0.8456,,2022-12-27,4.2408,,2022-12-27,5.0,,2022-12-27,2.6,2.135,,2022-12-29,2010.0,2100.0,90.0
2022-12-26,0.7468,1.8973,0.981,,2022-12-26,3.7635,,2022-12-26,2.0558,,2022-12-26,3.415,2.405,,2022-12-28,1830.0,2020.0,190.0
2022-12-23,0.5474,1.5149,0.8045,,2022-12-23,1.9513,,2022-12-23,1.8,,2022-12-23,1.96,2.165,,2022-12-27,2030.0,2080.0,50.0
2022-12-22,0.7043,1.5345,0.9499,,2022-12-22,2.0131,,2022-12-22,1.8,,2022-12-22,1.905,2.095,,2022-12-26,2070.0,2160.0,90.0
2022-12-21,0.8773,1.6407,1.0793,,2022-12-21,2.0541,,2022-12-21,2.0,,2022-12-21,1.665,2.04,,2022-12-23,1640.0,2050.0,410.0
2022-12-20,1.1223,1.7692,1.2871,,2022-12-20,2.0974,,2022-12-20,1.9,,2022-12-20,1.615,2.055,,2022-12-22,1550.0,1570.0,20.0
2022-12-19,1.1988,1.7772,1.3352,,2022-12-19,2.0632,,2022-12-19,1.83,,2022-12-19,1.72,1.93,,2022-12-21,1580.0,1600.0,20.0
2022-12-16,1.2138,1.7325,1.3499,,2022-12-16,2.1109,,2022-12-16,1.82,,2022-12-16,1.925,2.025,,2022-12-20,1440.0,1460.0,20.0
2022-12-15,1.22,1.4846,1.3662,,2022-12-15,2.0478,,2022-12-15,1.88,,2022-12-15,1.96,1.95,,2022-12-19,830.0,850.0,20.0
2022-12-14,1.1912,1.6756,1.3419,,2022-12-14,2.1841,,2022-12-14,1.8,,2022-12-14,1.965,2.005,,2022-12-16,390.0,410.0,20.0
2022-12-13,1.0406,1.6994,1.1806,,2022-12-13,1.9954,,2022-12-13,1.81,,2022-12-13,2.205,2.205,,2022-12-15,0.0,20.0,20.0
2022-12-12,1.0444,1.5776,1.1813,,2022-12-12,1.8514,,2022-12-12,1.75,,2022-12-12,2.14,2.08,,2022-12-14,0.0,20.0,20.0
2022-12-09,1.0591,1.7293,1.1896,,2022-12-09,1.8484,,2022-12-09,1.76,,2022-12-09,2.005,2.015,,2022-12-13,0.0,20.0,20.0
2022-12-08,1.0712,1.6609,1.1967,,2022-12-08,1.8658,,2022-12-08,1.7,,2022-12-08,1.915,1.92,,2022-12-12,0.0,20.0,20.0
2022-12-07,1.0133,1.6363,1.1368,,2022-12-07,1.795,,2022-12-07,1.68,,2022-12-07,1.785,1.81,,2022-12-09,0.0,20.0,20.0
2022-12-06,1.0256,1.6032,1.1524,,2022-12-06,1.7995,,2022-12-06,1.66,,2022-12-06,1.755,1.815,,2022-12-08,-80.0,20.0,100.0
2022-12-05,1.0714,1.6009,1.186,,2022-12-05,1.7608,,2022-12-05,1.7,,2022-12-05,1.835,1.94,,2022-12-07,-1680.0,20.0,1700.0
2022-12-02,1.1469,1.6189,1.2534,,2022-12-02,1.7779,,2022-12-02,1.7,,2022-12-02,1.825,1.815,,2022-12-06,-780.0,20.0,800.0
2022-12-01,1.446,1.6724,1.545,,2022-12-01,1.8812,,2022-12-01,1.75,,2022-12-01,1.73,1.705,,2022-12-05,-530.0,20.0,550.0
2022-11-30,1.5684,2.0203,2.1685,,2022-11-30,2.2646,,2022-11-30,2.2,,2022-11-30,1.61,1.64,,2022-12-02,-60.0,20.0,80.0
2022-11-29,1.0286,1.8788,1.1634,,2022-11-29,2.0989,,2022-11-29,2.1,,2022-11-29,1.735,1.72,,2022-12-01,20.0,100.0,80.0
2022-11-28,1.0284,1.8366,1.1434,,2022-11-28,2.0469,,2022-11-28,2.05,,2022-11-28,2.005,1.86,,2022-11-30,1680.0,1750.0,70.0
2022-11-25,1.0247,1.7323,1.1481,,2022-11-25,2.0722,,2022-11-25,2.15,,2022-11-25,2.16,1.895,,2022-11-29,780.0,800.0,20.0
2022-11-24,1.0445,1.7394,1.1609,,2022-11-24,2.1857,,2022-11-24,2.1,,2022-11-24,2.09,1.93,,2022-11-28,520.0,550.0,30.0
2022-11-23,1.0452,1.5982,1.1589,,2022-11-23,1.7973,,2022-11-23,1.7,,2022-11-23,1.9,1.98,,2022-11-25,-130.0,80.0,210.0
2022-11-22,0.8705,1.6201,1.0032,,2022-11-22,1.8164,,2022-11-22,1.7111,,2022-11-22,2.105,2.235,,2022-11-24,-1240.0,80.0,1320.0
2022-11-21,1.0776,1.6416,1.2069,,2022-11-21,1.8129,,2022-11-21,1.7,,2022-11-21,2.42,2.71,,2022-11-23,-690.0,20.0,710.0
2022-11-18,1.3195,1.7213,1.4094,,2022-11-18,1.8232,,2022-11-18,1.81,,2022-11-18,1.715,2.145,,2022-11-22,-1700.0,20.0,1720.0
2022-11-17,1.6648,1.863,1.7452,,2022-11-17,2.1139,,2022-11-17,1.95,,2022-11-17,1.665,1.68,,2022-11-21,-20.0,30.0,50.0
