序号,起始日期,截止日期,总发行量(亿元),发行只数,总偿还量(亿元),净融资额(亿元),到期偿还量(亿元),到期只数,提前兑付量(亿元),提前兑付只数,回售量(亿元),回售只数,赎回量(亿元),赎回只数,现金要约金额(亿元),现金要约只数
253,2024-12-09,2024-12-09,150.1,3,450.0,-299.9,450.0,1,0,0,0,0,0,0,0,0
254,2024-12-08,2024-12-08,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
255,2024-12-07,2024-12-07,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
256,2024-12-06,2024-12-06,720.0,3,0.0,720.0,0.0,0,0,0,0,0,0,0,0,0
257,2024-12-05,2024-12-05,190.0,3,670.0,-480.0,670.0,2,0,0,0,0,0,0,0,0
258,2024-12-04,2024-12-04,700.0,3,0.0,700.0,0.0,0,0,0,0,0,0,0,0,0
259,2024-12-03,2024-12-03,80.0,2,30.0,50.0,30.0,1,0,0,0,0,0,0,0,0
260,2024-12-02,2024-12-02,160.0,3,0.0,160.0,0.0,0,0,0,0,0,0,0,0,0
261,2024-12-01,2024-12-01,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
262,2024-11-30,2024-11-30,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
263,2024-11-29,2024-11-29,160.0,2,0.0,160.0,0.0,0,0,0,0,0,0,0,0,0
264,2024-11-28,2024-11-28,450.0,7,0.0,450.0,0.0,0,0,0,0,0,0,0,0,0
265,2024-11-27,2024-11-27,932.0,5,0.0,932.0,0.0,0,0,0,0,0,0,0,0,0
266,2024-11-26,2024-11-26,309.0,4,20.0,289.0,20.0,1,0,0,0,0,0,0,0,0
267,2024-11-25,2024-11-25,222.1,4,300.0,-77.9,300.0,1,0,0,0,0,0,0,0,0
268,2024-11-24,2024-11-24,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
269,2024-11-23,2024-11-23,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
270,2024-11-22,2024-11-22,960.0,5,0.0,960.0,0.0,0,0,0,0,0,0,0,0,0
271,2024-11-21,2024-11-21,390.0,7,0.0,390.0,0.0,0,0,0,0,0,0,0,0,0
272,2024-11-20,2024-11-20,2935.5,7,460.0,2475.5,460.0,1,0,0,0,0,0,0,0,0
273,2024-11-19,2024-11-19,332.8,4,20.0,312.8,20.0,1,0,0,0,0,0,0,0,0
274,2024-11-18,2024-11-18,158.0,3,300.0,-142.0,300.0,1,0,0,0,0,0,0,0,0
275,2024-11-17,2024-11-17,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
276,2024-11-16,2024-11-16,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
277,2024-11-15,2024-11-15,710.0,4,0.0,710.0,0.0,0,0,0,0,0,0,0,0,0
278,2024-11-14,2024-11-14,1622.5,9,0.0,1622.5,0.0,0,0,0,0,0,0,0,0,0
279,2024-11-13,2024-11-13,1153.0,5,0.0,1153.0,0.0,0,0,0,0,0,0,0,0,0
280,2024-11-12,2024-11-12,290.0,4,20.0,270.0,20.0,1,0,0,0,0,0,0,0,0
281,2024-11-11,2024-11-11,150.0,3,2096.4,-1946.4,2096.4,3,0,0,0,0,0,0,0,0
282,2024-11-10,2024-11-10,412.1097,2,290.0,122.1097,290.0,2,0,0,0,0,0,0,0,0
283,2024-11-09,2024-11-09,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
284,2024-11-08,2024-11-08,440.0,3,0.0,440.0,0.0,0,0,0,0,0,0,0,0,0
285,2024-11-07,2024-11-07,440.0,7,550.0,-110.0,550.0,2,0,0,0,0,0,0,0,0
286,2024-11-06,2024-11-06,2033.3,7,230.0,1803.3,230.0,1,0,0,0,0,0,0,0,0
287,2024-11-05,2024-11-05,210.0,4,1116.0,-906.0,1116.0,2,0,0,0,0,0,0,0,0
288,2024-11-04,2024-11-04,150.0,3,350.0,-200.0,350.0,2,0,0,0,0,0,0,0,0
289,2024-11-03,2024-11-03,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
290,2024-11-02,2024-11-02,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
291,2024-11-01,2024-11-01,110.0,2,0.0,110.0,0.0,0,0,0,0,0,0,0,0,0
292,2024-10-31,2024-10-31,330.0,6,0.0,330.0,0.0,0,0,0,0,0,0,0,0,0
293,2024-10-30,2024-10-30,270.0,3,0.0,270.0,0.0,0,0,0,0,0,0,0,0,0
294,2024-10-29,2024-10-29,270.0,4,30.0,240.0,30.0,1,0,0,0,0,0,0,0,0
295,2024-10-28,2024-10-28,170.0,3,300.0,-130.0,300.0,1,0,0,0,0,0,0,0,0
296,2024-10-27,2024-10-27,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
297,2024-10-26,2024-10-26,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
298,2024-10-25,2024-10-25,610.0,3,3428.1,-2818.1,3428.1,1,0,0,0,0,0,0,0,0
299,2024-10-24,2024-10-24,2521.3,8,60.0,2461.3,60.0,1,0,0,0,0,0,0,0,0
300,2024-10-23,2024-10-23,1470.0,5,0.0,1470.0,0.0,0,0,0,0,0,0,0,0,0
301,2024-10-22,2024-10-22,280.0,4,20.0,260.0,20.0,1,0,0,0,0,0,0,0,0
302,2024-10-21,2024-10-21,160.0,3,800.0,-640.0,800.0,2,0,0,0,0,0,0,0,0
303,2024-10-20,2024-10-20,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
304,2024-10-19,2024-10-19,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
305,2024-10-18,2024-10-18,530.0,3,60.0,470.0,60.0,1,0,0,0,0,0,0,0,0
306,2024-10-17,2024-10-17,320.0,6,2223.4,-1903.4,2223.4,1,0,0,0,0,0,0,0,0
307,2024-10-16,2024-10-16,1370.7,6,0.0,1370.7,0.0,0,0,0,0,0,0,0,0,0
308,2024-10-15,2024-10-15,280.0,4,20.0,260.0,20.0,1,0,0,0,0,0,0,0,0
309,2024-10-14,2024-10-14,2355.0,6,300.0,2055.0,300.0,1,0,0,0,0,0,0,0,0
310,2024-10-13,2024-10-13,0.0,0,1046.5,-1046.5,1046.5,1,0,0,0,0,0,0,0,0
311,2024-10-12,2024-10-12,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
312,2024-10-11,2024-10-11,820.0,5,0.0,820.0,0.0,0,0,0,0,0,0,0,0,0
313,2024-10-10,2024-10-10,560.0,7,750.0,-190.0,750.0,4,0,0,0,0,0,0,0,0
314,2024-10-09,2024-10-09,3240.0,7,0.0,3240.0,0.0,0,0,0,0,0,0,0,0,0
315,2024-10-08,2024-10-08,90.0,2,30.0,60.0,30.0,1,0,0,0,0,0,0,0,0
316,2024-10-07,2024-10-07,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
317,2024-10-06,2024-10-06,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
318,2024-10-05,2024-10-05,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
319,2024-10-04,2024-10-04,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
320,2024-10-03,2024-10-03,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
321,2024-10-02,2024-10-02,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
322,2024-10-01,2024-10-01,0.0,0,30.0,-30.0,30.0,1,0,0,0,0,0,0,0,0
323,2024-09-30,2024-09-30,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
324,2024-09-29,2024-09-29,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
325,2024-09-28,2024-09-28,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
326,2024-09-27,2024-09-27,300.0,1,0.0,300.0,0.0,0,0,0,0,0,0,0,0,0
327,2024-09-26,2024-09-26,240.0,4,0.0,240.0,0.0,0,0,0,0,0,0,0,0,0
328,2024-09-25,2024-09-25,290.0,4,781.2,-491.2,781.2,1,0,0,0,0,0,0,0,0
329,2024-09-24,2024-09-24,3710.0,7,0.0,3710.0,0.0,0,0,0,0,0,0,0,0,0
330,2024-09-23,2024-09-23,210.0,4,690.0,-480.0,690.0,2,0,0,0,0,0,0,0,0
331,2024-09-22,2024-09-22,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
332,2024-09-21,2024-09-21,0.0,0,1089.5,-1089.5,1089.5,1,0,0,0,0,0,0,0,0
333,2024-09-20,2024-09-20,1500.0,3,0.0,1500.0,0.0,0,0,0,0,0,0,0,0,0
334,2024-09-19,2024-09-19,590.0,8,0.0,590.0,0.0,0,0,0,0,0,0,0,0,0
335,2024-09-18,2024-09-18,340.0,4,857.9,-517.9,857.9,1,0,0,0,0,0,0,0,0
336,2024-09-17,2024-09-17,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
337,2024-09-16,2024-09-16,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
338,2024-09-15,2024-09-15,0.0,0,2762.4,-2762.4,2762.4,2,0,0,0,0,0,0,0,0
339,2024-09-14,2024-09-14,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
340,2024-09-13,2024-09-13,1730.0,4,0.0,1730.0,0.0,0,0,0,0,0,0,0,0,0
341,2024-09-12,2024-09-12,330.0,6,400.0,-70.0,400.0,1,0,0,0,0,0,0,0,0
342,2024-09-11,2024-09-11,3233.1,6,0.0,3233.1,0.0,0,0,0,0,0,0,0,0,0
343,2024-09-10,2024-09-10,770.0,6,710.0,60.0,710.0,3,0,0,0,0,0,0,0,0
344,2024-09-09,2024-09-09,140.0,3,0.0,140.0,0.0,0,0,0,0,0,0,0,0,0
345,2024-09-08,2024-09-08,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
346,2024-09-07,2024-09-07,0.0,0,1258.0,-1258.0,1258.0,1,0,0,0,0,0,0,0,0
347,2024-09-06,2024-09-06,1942.2,6,0.0,1942.2,0.0,0,0,0,0,0,0,0,0,0
348,2024-09-05,2024-09-05,370.0,6,400.7,-30.7,400.7,2,0,0,0,0,0,0,0,0
349,2024-09-04,2024-09-04,1950.0,5,960.0,990.0,960.0,1,0,0,0,0,0,0,0,0
350,2024-09-03,2024-09-03,400.0,5,40.0,360.0,40.0,1,0,0,0,0,0,0,0,0
351,2024-09-02,2024-09-02,120.0,3,3410.2,-3290.2,3410.2,2,0,0,0,0,0,0,0,0
352,2024-09-01,2024-09-01,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
353,2024-08-31,2024-08-31,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
354,2024-08-30,2024-08-30,110.0,1,0.0,110.0,0.0,0,0,0,0,0,0,0,0,0
355,2024-08-29,2024-08-29,4320.0,6,4000.0,320.0,4000.0,1,0,0,0,0,0,0,0,0
356,2024-08-28,2024-08-28,280.0,4,0.0,280.0,0.0,0,0,0,0,0,0,0,0,0
357,2024-08-27,2024-08-27,360.0,5,40.0,320.0,40.0,1,0,0,0,0,0,0,0,0
358,2024-08-26,2024-08-26,90.0,3,300.5,-210.5,300.5,1,0,0,0,0,0,0,0,0
359,2024-08-25,2024-08-25,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
360,2024-08-24,2024-08-24,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
361,2024-08-23,2024-08-23,2486.4,7,0.0,2486.4,0.0,0,0,0,0,0,0,0,0,0
362,2024-08-22,2024-08-22,320.0,5,0.0,320.0,0.0,0,0,0,0,0,0,0,0,0
363,2024-08-21,2024-08-21,690.0,3,1560.0,-870.0,1560.0,2,0,0,0,0,0,0,0,0
364,2024-08-20,2024-08-20,450.0,5,40.0,410.0,40.0,1,0,0,0,0,0,0,0,0
365,2024-08-19,2024-08-19,100.0,3,300.0,-200.0,300.0,1,0,0,0,0,0,0,0,0
366,2024-08-18,2024-08-18,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
367,2024-08-17,2024-08-17,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
368,2024-08-16,2024-08-16,530.0,4,95.9,434.1,95.9,2,0,0,0,0,0,0,0,0
369,2024-08-15,2024-08-15,390.0,6,674.4,-284.4,674.4,1,0,0,0,0,0,0,0,0
370,2024-08-14,2024-08-14,4295.4,8,1410.0,2885.4,1410.0,1,0,0,0,0,0,0,0,0
371,2024-08-13,2024-08-13,300.0,4,40.0,260.0,40.0,1,0,0,0,0,0,0,0,0
372,2024-08-12,2024-08-12,110.0,3,300.0,-190.0,300.0,1,0,0,0,0,0,0,0,0
373,2024-08-11,2024-08-11,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
374,2024-08-10,2024-08-10,240.0,2,350.0,-110.0,350.0,2,0,0,0,0,0,0,0,0
375,2024-08-09,2024-08-09,1510.0,7,0.0,1510.0,0.0,0,0,0,0,0,0,0,0,0
376,2024-08-08,2024-08-08,390.0,6,200.7,189.3,200.7,1,0,0,0,0,0,0,0,0
377,2024-08-07,2024-08-07,3080.9,6,0.0,3080.9,0.0,0,0,0,0,0,0,0,0,0
378,2024-08-06,2024-08-06,300.0,4,50.0,250.0,50.0,1,0,0,0,0,0,0,0,0
379,2024-08-05,2024-08-05,110.0,3,300.0,-190.0,300.0,1,0,0,0,0,0,0,0,0
380,2024-08-04,2024-08-04,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
381,2024-08-03,2024-08-03,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
382,2024-08-02,2024-08-02,830.0,3,0.0,830.0,0.0,0,0,0,0,0,0,0,0,0
383,2024-08-01,2024-08-01,490.0,7,200.0,290.0,200.0,1,0,0,0,0,0,0,0,0
384,2024-07-31,2024-07-31,240.0,4,720.0,-480.0,720.0,1,0,0,0,0,0,0,0,0
385,2024-07-30,2024-07-30,310.0,4,0.0,310.0,0.0,0,0,0,0,0,0,0,0,0
386,2024-07-29,2024-07-29,150.0,3,600.0,-450.0,600.0,2,0,0,0,0,0,0,0,0
387,2024-07-28,2024-07-28,0.0,0,60.0,-60.0,60.0,1,0,0,0,0,0,0,0,0
388,2024-07-27,2024-07-27,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
389,2024-07-26,2024-07-26,840.0,3,30.0,810.0,30.0,1,0,0,0,0,0,0,0,0
390,2024-07-25,2024-07-25,530.0,7,3062.0,-2532.0,3062.0,1,0,0,0,0,0,0,0,0
391,2024-07-24,2024-07-24,2490.0,5,0.0,2490.0,0.0,0,0,0,0,0,0,0,0,0
392,2024-07-23,2024-07-23,310.0,4,50.0,260.0,50.0,1,0,0,0,0,0,0,0,0
393,2024-07-22,2024-07-22,120.0,3,800.0,-680.0,800.0,2,0,0,0,0,0,0,0,0
394,2024-07-21,2024-07-21,0.0,0,975.7,-975.7,975.7,1,0,0,0,0,0,0,0,0
395,2024-07-20,2024-07-20,0.0,0,80.0,-80.0,80.0,1,0,0,0,0,0,0,0,0
396,2024-07-19,2024-07-19,970.0,5,0.0,970.0,0.0,0,0,0,0,0,0,0,0,0
397,2024-07-18,2024-07-18,490.0,7,0.0,490.0,0.0,0,0,0,0,0,0,0,0,0
398,2024-07-17,2024-07-17,210.0,3,0.0,210.0,0.0,0,0,0,0,0,0,0,0,0
399,2024-07-16,2024-07-16,300.0,4,40.0,260.0,40.0,1,0,0,0,0,0,0,0,0
400,2024-07-15,2024-07-15,120.0,3,0.0,120.0,0.0,0,0,0,0,0,0,0,0,0
401,2024-07-14,2024-07-14,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
402,2024-07-13,2024-07-13,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
403,2024-07-12,2024-07-12,1760.1,4,0.0,1760.1,0.0,0,0,0,0,0,0,0,0,0
404,2024-07-11,2024-07-11,459.9,7,200.0,259.9,200.0,1,0,0,0,0,0,0,0,0
405,2024-07-10,2024-07-10,2671.3,8,350.0,2321.3,350.0,2,0,0,0,0,0,0,0,0
406,2024-07-09,2024-07-09,350.0,5,20.0,330.0,20.0,1,0,0,0,0,0,0,0,0
407,2024-07-08,2024-07-08,130.0,3,501.6,-371.6,501.6,1,0,0,0,0,0,0,0,0
408,2024-07-07,2024-07-07,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
409,2024-07-06,2024-07-06,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
410,2024-07-05,2024-07-05,580.0,1,0.0,580.0,0.0,0,0,0,0,0,0,0,0,0
411,2024-07-04,2024-07-04,440.0,7,201.4,238.6,201.4,1,0,0,0,0,0,0,0,0
412,2024-07-03,2024-07-03,1583.5,6,0.0,1583.5,0.0,0,0,0,0,0,0,0,0,0
413,2024-07-02,2024-07-02,320.0,4,1724.5,-1404.5,1724.5,1,0,0,0,0,0,0,0,0
414,2024-07-01,2024-07-01,130.0,3,0.0,130.0,0.0,0,0,0,0,0,0,0,0,0
415,2024-06-30,2024-06-30,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
416,2024-06-29,2024-06-29,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
417,2024-06-28,2024-06-28,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
418,2024-06-27,2024-06-27,260.0,4,0.0,260.0,0.0,0,0,0,0,0,0,0,0,0
419,2024-06-26,2024-06-26,260.0,3,0.0,260.0,0.0,0,0,0,0,0,0,0,0,0
420,2024-06-25,2024-06-25,310.0,4,2301.7,-1991.7,2301.7,1,0,0,0,0,0,0,0,0
421,2024-06-24,2024-06-24,3035.2,4,929.0,2106.2,929.0,2,0,0,0,0,0,0,0,0
422,2024-06-23,2024-06-23,0.0,0,839.7,-839.7,839.7,1,0,0,0,0,0,0,0,0
423,2024-06-22,2024-06-22,0.0,0,1086.6,-1086.6,1086.6,1,0,0,0,0,0,0,0,0
424,2024-06-21,2024-06-21,1230.0,4,0.0,1230.0,0.0,0,0,0,0,0,0,0,0,0
425,2024-06-20,2024-06-20,410.0,7,300.0,110.0,300.0,1,0,0,0,0,0,0,0,0
426,2024-06-19,2024-06-19,730.0,4,840.1,-110.1,840.1,1,0,0,0,0,0,0,0,0
427,2024-06-18,2024-06-18,310.0,4,0.0,310.0,0.0,0,0,0,0,0,0,0,0,0
428,2024-06-17,2024-06-17,100.0,2,1534.9,-1434.9,1534.9,2,0,0,0,0,0,0,0,0
429,2024-06-16,2024-06-16,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
430,2024-06-15,2024-06-15,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
431,2024-06-14,2024-06-14,1734.8,2,0.0,1734.8,0.0,0,0,0,0,0,0,0,0,0
432,2024-06-13,2024-06-13,410.0,8,0.0,410.0,0.0,0,0,0,0,0,0,0,0,0
433,2024-06-12,2024-06-12,3544.3,7,300.0,3244.3,300.0,1,0,0,0,0,0,0,0,0
434,2024-06-11,2024-06-11,310.0,4,283.0,27.0,283.0,2,0,0,0,0,0,0,0,0
435,2024-06-10,2024-06-10,500.0,2,780.0,-280.0,780.0,3,0,0,0,0,0,0,0,0
436,2024-06-09,2024-06-09,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
437,2024-06-08,2024-06-08,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
438,2024-06-07,2024-06-07,1280.0,5,0.0,1280.0,0.0,0,0,0,0,0,0,0,0,0
439,2024-06-06,2024-06-06,410.0,7,200.6,209.4,200.6,1,0,0,0,0,0,0,0,0
440,2024-06-05,2024-06-05,2062.1,6,830.0,1232.1,830.0,1,0,0,0,0,0,0,0,0
441,2024-06-04,2024-06-04,310.0,4,21.0,289.0,21.0,1,0,0,0,0,0,0,0,0
442,2024-06-03,2024-06-03,160.0,3,921.7,-761.7,921.7,2,0,0,0,0,0,0,0,0
443,2024-06-02,2024-06-02,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
444,2024-06-01,2024-06-01,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
445,2024-05-31,2024-05-31,130.0,2,0.0,130.0,0.0,0,0,0,0,0,0,0,0,0
446,2024-05-30,2024-05-30,380.0,6,0.0,380.0,0.0,0,0,0,0,0,0,0,0,0
447,2024-05-29,2024-05-29,340.0,4,0.0,340.0,0.0,0,0,0,0,0,0,0,0,0
448,2024-05-28,2024-05-28,330.0,6,0.0,330.0,0.0,0,0,0,0,0,0,0,0,0
449,2024-05-27,2024-05-27,190.0,3,300.0,-110.0,300.0,1,0,0,0,0,0,0,0,0
450,2024-05-26,2024-05-26,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
451,2024-05-25,2024-05-25,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
452,2024-05-24,2024-05-24,2200.5,5,0.0,2200.5,0.0,0,0,0,0,0,0,0,0,0
453,2024-05-23,2024-05-23,410.0,5,0.0,410.0,0.0,0,0,0,0,0,0,0,0,0
454,2024-05-22,2024-05-22,2748.9,5,0.0,2748.9,0.0,0,0,0,0,0,0,0,0,0
455,2024-05-21,2024-05-21,360.0,5,0.0,360.0,0.0,0,0,0,0,0,0,0,0,0
456,2024-05-20,2024-05-20,190.0,3,800.5,-610.5,800.5,1,0,0,0,0,0,0,0,0
457,2024-05-19,2024-05-19,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
458,2024-05-18,2024-05-18,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
459,2024-05-17,2024-05-17,840.0,4,1575.0,-735.0,1575.0,1,0,0,0,0,0,0,0,0
460,2024-05-16,2024-05-16,550.0,7,871.7,-321.7,871.7,2,0,0,0,0,0,0,0,0
461,2024-05-15,2024-05-15,320.0,3,990.0,-670.0,990.0,1,0,0,0,0,0,0,0,0
462,2024-05-14,2024-05-14,2727.7,7,0.0,2727.7,0.0,0,0,0,0,0,0,0,0,0
463,2024-05-13,2024-05-13,190.0,3,800.4,-610.4,800.4,1,0,0,0,0,0,0,0,0
464,2024-05-12,2024-05-12,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
465,2024-05-11,2024-05-11,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
466,2024-05-10,2024-05-10,1071.3,7,400.0,671.3,400.0,2,0,0,0,0,0,0,0,0
467,2024-05-09,2024-05-09,588.5,7,500.0,88.5,500.0,2,0,0,0,0,0,0,0,0
468,2024-05-08,2024-05-08,1925.4,6,0.0,1925.4,0.0,0,0,0,0,0,0,0,0,0
469,2024-05-07,2024-05-07,400.0,4,0.0,400.0,0.0,0,0,0,0,0,0,0,0,0
470,2024-05-06,2024-05-06,200.0,3,0.0,200.0,0.0,0,0,0,0,0,0,0,0,0
471,2024-05-05,2024-05-05,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
472,2024-05-04,2024-05-04,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
473,2024-05-03,2024-05-03,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
474,2024-05-02,2024-05-02,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
475,2024-05-01,2024-05-01,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
476,2024-04-30,2024-04-30,290.0,2,0.0,290.0,0.0,0,0,0,0,0,0,0,0,0
477,2024-04-29,2024-04-29,380.0,3,952.2,-572.2,952.2,1,0,0,0,0,0,0,0,0
478,2024-04-28,2024-04-28,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
479,2024-04-27,2024-04-27,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
480,2024-04-26,2024-04-26,700.0,3,0.0,700.0,0.0,0,0,0,0,0,0,0,0,0
481,2024-04-25,2024-04-25,670.0,7,2324.2,-1654.2,2324.2,1,0,0,0,0,0,0,0,0
482,2024-04-24,2024-04-24,1513.1,4,105.0,1408.1,105.0,2,0,0,0,0,0,0,0,0
483,2024-04-23,2024-04-23,420.0,6,26.2,393.8,26.2,1,0,0,0,0,0,0,0,0
484,2024-04-22,2024-04-22,200.0,3,1253.0,-1053.0,1253.0,2,0,0,0,0,0,0,0,0
485,2024-04-21,2024-04-21,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
486,2024-04-20,2024-04-20,0.0,0,121.872,-121.872,121.872,1,0,0,0,0,0,0,0,0
487,2024-04-19,2024-04-19,1161.0,5,0.0,1161.0,0.0,0,0,0,0,0,0,0,0,0
488,2024-04-18,2024-04-18,540.0,7,0.0,540.0,0.0,0,0,0,0,0,0,0,0,0
489,2024-04-17,2024-04-17,860.0,4,0.0,860.0,0.0,0,0,0,0,0,0,0,0,0
490,2024-04-16,2024-04-16,390.0,5,0.0,390.0,0.0,0,0,0,0,0,0,0,0,0
491,2024-04-15,2024-04-15,210.0,3,300.0,-90.0,300.0,1,0,0,0,0,0,0,0,0
492,2024-04-14,2024-04-14,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
493,2024-04-13,2024-04-13,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
494,2024-04-12,2024-04-12,1423.4,4,0.0,1423.4,0.0,0,0,0,0,0,0,0,0,0
495,2024-04-11,2024-04-11,520.0,7,3024.9,-2504.9,3024.9,2,0,0,0,0,0,0,0,0
496,2024-04-10,2024-04-10,3127.7,7,541.5802,2586.1198,541.5802,2,0,0,0,0,0,0,0,0
497,2024-04-09,2024-04-09,360.0,4,0.0,360.0,0.0,0,0,0,0,0,0,0,0,0
498,2024-04-08,2024-04-08,190.0,3,3351.0,-3161.0,3351.0,2,0,0,0,0,0,0,0,0
499,2024-04-07,2024-04-07,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
500,2024-04-06,2024-04-06,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
501,2024-04-05,2024-04-05,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
502,2024-04-04,2024-04-04,0.0,0,200.0,-200.0,200.0,1,0,0,0,0,0,0,0,0
503,2024-04-03,2024-04-03,3125.4,4,890.0,2235.4,890.0,1,0,0,0,0,0,0,0,0
504,2024-04-02,2024-04-02,480.0,6,1003.6,-523.6,1003.6,1,0,0,0,0,0,0,0,0
505,2024-04-01,2024-04-01,430.4,4,235.285,195.115,235.285,1,0,0,0,0,0,0,0,0
506,2024-03-31,2024-03-31,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
507,2024-03-30,2024-03-30,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
508,2024-03-29,2024-03-29,150.0,3,0.0,150.0,0.0,0,0,0,0,0,0,0,0,0
509,2024-03-28,2024-03-28,407.0,6,360.0,47.0,360.0,2,0,0,0,0,0,0,0,0
510,2024-03-27,2024-03-27,180.0,2,0.0,180.0,0.0,0,0,0,0,0,0,0,0,0
511,2024-03-26,2024-03-26,430.0,5,0.0,430.0,0.0,0,0,0,0,0,0,0,0,0
512,2024-03-25,2024-03-25,110.0,2,1456.0,-1346.0,1456.0,2,0,0,0,0,0,0,0,0
513,2024-03-24,2024-03-24,0.0,0,270.0,-270.0,270.0,2,0,0,0,0,0,0,0,0
514,2024-03-23,2024-03-23,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
