时间,中国:日均产量:粗钢,唐山:高炉开工率,中国:江浙地区:开工率:涤纶长丝:下游织机,中国:开工率:汽车轮胎(全钢胎),中国:开工率:汽车轮胎(半钢胎),义乌中国小商品指数:总价格指数,"中国:日均销量(当周,厂家零售):乘用车",中国:票房收入:电影,中国:30大中城市:成交面积:商品房,中国:100大中城市:成交土地占地面积:当周值,中国:开工率:石油沥青装置,中国:水泥价格指数,中国出口集装箱运价指数:综合指数,上海出口集装箱运价指数:综合指数,波罗的海货运指数,中国食用农产品价格指数,中国:平均批发价:猪肉,中国:生产资料价格指数,期货结算价(连续):布伦特原油
2024-04-26,0.0,89.04,0.0,0.0,0.0,0.0,0,3215.09,38.25,0.0,0.0,107.83,1193.64,1940.63,2383.6,105.57,20.48,108.2,89.5
2024-04-25,0.0,0.0,72.35,63.49,80.99,0.0,0,2202.78,37.16,0.0,0.0,107.75,0.0,0.0,0.0,0.0,20.54,0.0,89.01
2024-04-24,0.0,0.0,0.0,0.0,0.0,0.0,0,2283.17,28.04,0.0,23.6,107.76,0.0,0.0,0.0,0.0,20.74,0.0,88.02
2024-04-23,0.0,0.0,0.0,0.0,0.0,0.0,0,2330.32,30.12,0.0,0.0,107.8,0.0,0.0,0.0,0.0,20.55,0.0,88.42
2024-04-22,0.0,0.0,0.0,0.0,0.0,0.0,0,2115.74,24.44,0.0,0.0,107.8,0.0,0.0,0.0,0.0,20.52,0.0,87.0
2024-04-21,0.0,0.0,0.0,0.0,0.0,101.55,48033,6833.22,17.03,1123.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-20,253.32,0.0,0.0,0.0,0.0,0.0,0,8688.89,23.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-19,0.0,90.97,0.0,0.0,0.0,0.0,0,3917.16,31.28,0.0,0.0,107.8,1186.53,1769.54,2353.4,105.68,20.65,107.88,87.29
2024-04-18,0.0,0.0,72.49,68.78,80.53,0.0,0,2378.88,30.35,0.0,0.0,108.07,0.0,0.0,0.0,0.0,20.72,0.0,87.11
2024-04-17,0.0,0.0,0.0,0.0,0.0,0.0,0,2474.31,23.84,0.0,27.2,107.56,0.0,0.0,0.0,0.0,20.64,0.0,87.29
2024-04-16,0.0,0.0,0.0,0.0,0.0,0.0,0,2506.92,33.68,0.0,0.0,107.32,0.0,0.0,0.0,0.0,20.75,0.0,90.02
2024-04-15,0.0,0.0,0.0,0.0,0.0,0.0,0,2582.28,26.22,0.0,0.0,107.2,0.0,0.0,0.0,0.0,20.72,0.0,90.1
2024-04-14,0.0,0.0,0.0,0.0,0.0,102.13,38825,9076.59,14.23,954.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-13,0.0,0.0,0.0,0.0,0.0,0.0,0,12024.96,15.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-12,0.0,91.85,0.0,0.0,0.0,0.0,0,5477.79,38.03,0.0,0.0,106.01,1185.13,1757.04,2498.8,106.42,20.6,107.02,90.45
2024-04-11,0.0,0.0,72.49,66.02,77.86,0.0,0,3650.13,24.07,0.0,0.0,106.01,0.0,0.0,0.0,0.0,20.69,0.0,89.74
2024-04-10,252.66,0.0,0.0,0.0,0.0,0.0,0,3911.36,30.37,0.0,29.4,104.56,0.0,0.0,0.0,0.0,20.45,0.0,90.48
2024-04-09,0.0,0.0,0.0,0.0,0.0,0.0,0,4079.98,28.69,0.0,0.0,104.59,0.0,0.0,0.0,0.0,20.56,0.0,89.42
2024-04-08,0.0,0.0,0.0,0.0,0.0,0.0,0,4513.86,28.76,0.0,0.0,104.7,0.0,0.0,0.0,0.0,20.46,0.0,90.38
2024-04-07,0.0,0.0,72.49,0.0,0.0,101.87,0,6668.44,24.54,567.89,0.0,104.94,0.0,0.0,0.0,0.0,20.44,0.0,0.0
2024-04-06,0.0,0.0,0.0,0.0,0.0,0.0,34273,17634.34,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-05,0.0,90.56,0.0,0.0,0.0,0.0,0,31287.02,7.36,0.0,0.0,0.0,0.0,0.0,2461.75,106.63,0.0,106.7,91.17
2024-04-04,0.0,0.0,0.0,67.96,80.45,0.0,0,35261.15,6.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.65
2024-04-03,0.0,0.0,0.0,0.0,0.0,0.0,0,17190.88,25.07,0.0,26.5,104.91,1191.37,1745.43,0.0,0.0,20.37,0.0,89.35
2024-04-02,0.0,0.0,0.0,0.0,0.0,0.0,0,4057.31,25.28,0.0,0.0,104.63,0.0,0.0,0.0,0.0,20.39,0.0,88.92
2024-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0,4604.79,25.74,0.0,0.0,104.8,0.0,0.0,0.0,0.0,20.49,0.0,87.42
2024-03-31,253.7,0.0,0.0,0.0,0.0,101.65,95829,14129.74,37.91,2233.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-30,0.0,0.0,0.0,0.0,0.0,0.0,0,19101.48,38.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-29,0.0,89.05,0.0,0.0,0.0,0.0,0,12231.87,77.16,0.0,0.0,105.45,1208.42,1730.98,0.0,106.74,20.46,106.27,0.0
2024-03-28,0.0,0.0,72.13,69.46,80.36,0.0,0,2223.8,62.93,0.0,0.0,105.41,0.0,0.0,0.0,0.0,20.41,0.0,87.48
2024-03-27,0.0,0.0,0.0,0.0,0.0,0.0,0,2364.15,44.17,0.0,30.2,105.59,0.0,0.0,0.0,0.0,20.34,0.0,86.09
2024-03-26,0.0,0.0,0.0,0.0,0.0,0.0,0,2402.82,34.5,0.0,0.0,105.61,0.0,0.0,0.0,0.0,20.53,0.0,86.25
2024-03-25,0.0,0.0,0.0,0.0,0.0,0.0,0,2548.42,35.64,0.0,0.0,105.76,0.0,0.0,0.0,0.0,20.26,0.0,86.75
2024-03-24,0.0,0.0,0.0,0.0,0.0,102.2,47128,9475.21,20.9,880.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-23,0.0,0.0,0.0,0.0,0.0,0.0,0,12609.01,23.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-22,0.0,89.05,0.0,0.0,0.0,0.0,0,5864.22,40.25,0.0,0.0,105.84,1244.83,1732.57,2623.6,106.95,20.31,106.91,85.43
2024-03-21,0.0,0.0,71.94,70.13,80.12,0.0,0,2641.62,36.53,0.0,0.0,106.23,0.0,0.0,0.0,0.0,20.21,0.0,85.78
2024-03-20,247.74,0.0,0.0,0.0,0.0,0.0,0,2868.5,36.47,0.0,32.7,106.11,0.0,0.0,0.0,0.0,20.06,0.0,85.95
2024-03-19,0.0,0.0,0.0,0.0,0.0,0.0,0,3054.76,28.04,0.0,0.0,106.14,0.0,0.0,0.0,0.0,20.11,0.0,87.38
2024-03-18,0.0,0.0,0.0,0.0,0.0,0.0,0,3436.6,25.15,0.0,0.0,105.87,0.0,0.0,0.0,0.0,20.08,0.0,86.89
2024-03-17,0.0,0.0,0.0,0.0,0.0,101.72,49045,11969.92,17.12,1294.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-16,0.0,0.0,0.0,0.0,0.0,0.0,0,15901.84,19.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-15,0.0,89.05,0.0,0.0,0.0,0.0,0,6979.41,30.92,0.0,0.0,106.17,1278.28,1772.92,2868.0,107.81,20.27,107.45,85.34
2024-03-14,0.0,0.0,70.6,70.35,79.55,0.0,0,4245.76,24.97,0.0,0.0,106.63,0.0,0.0,0.0,0.0,20.12,0.0,85.42
2024-03-13,0.0,0.0,0.0,0.0,0.0,0.0,0,4583.86,25.5,0.0,28.7,106.62,0.0,0.0,0.0,0.0,20.01,0.0,84.03
2024-03-12,0.0,0.0,0.0,0.0,0.0,0.0,0,5042.0,23.44,0.0,0.0,106.31,0.0,0.0,0.0,0.0,19.96,0.0,81.92
2024-03-11,0.0,0.0,0.0,0.0,0.0,0.0,0,5401.32,22.44,0.0,0.0,106.74,0.0,0.0,0.0,0.0,19.89,0.0,82.21
2024-03-10,248.67,0.0,0.0,0.0,0.0,101.48,35490,17117.09,15.58,1751.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-09,0.0,0.0,0.0,0.0,0.0,0.0,0,23683.62,13.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-08,0.0,89.83,0.0,0.0,0.0,0.0,0,19674.78,22.46,0.0,0.0,106.95,1312.13,1885.74,3069.8,108.13,20.1,107.67,82.08
2024-03-07,0.0,0.0,65.19,69.65,78.56,0.0,0,5090.9,18.87,0.0,0.0,106.95,0.0,0.0,0.0,0.0,20.17,0.0,82.96
2024-03-06,0.0,0.0,0.0,0.0,0.0,0.0,0,5270.89,22.18,0.0,26.9,106.99,0.0,0.0,0.0,0.0,20.14,0.0,82.96
2024-03-05,0.0,0.0,0.0,0.0,0.0,0.0,0,5525.35,18.99,0.0,0.0,107.06,0.0,0.0,0.0,0.0,20.07,0.0,82.04
2024-03-04,0.0,0.0,0.0,0.0,0.0,0.0,0,5654.61,18.18,0.0,0.0,107.41,0.0,0.0,0.0,0.0,20.03,0.0,82.8
2024-03-03,0.0,0.0,0.0,0.0,0.0,0.0,0,16017.85,11.29,1942.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-02,0.0,0.0,0.0,0.0,0.0,0.0,0,21380.35,11.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-01,0.0,92.62,0.0,0.0,0.0,0.0,0,10007.9,22.05,0.0,0.0,107.19,1352.4,1979.12,3299.8,109.0,20.14,107.56,83.55
2024-02-29,245.76,0.0,56.42,70.12,78.1,0.0,57845,7047.87,31.67,0.0,0.0,107.29,0.0,0.0,0.0,0.0,20.36,0.0,83.62
2024-02-28,0.0,0.0,0.0,0.0,0.0,0.0,0,7186.65,40.33,0.0,25.3,107.29,0.0,0.0,0.0,0.0,20.31,0.0,83.68
2024-02-27,0.0,0.0,0.0,0.0,0.0,0.0,0,8122.33,22.63,0.0,0.0,107.01,0.0,0.0,0.0,0.0,20.42,0.0,83.65
2024-02-26,0.0,0.0,0.0,0.0,0.0,0.0,0,9258.66,19.3,0.0,0.0,106.94,0.0,0.0,0.0,0.0,20.67,0.0,82.53
2024-02-25,0.0,0.0,0.0,0.0,0.0,0.0,38862,26071.89,12.22,1810.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-02-24,0.0,0.0,0.0,0.0,0.0,0.0,0,38177.86,12.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-02-23,0.0,92.62,0.0,0.0,0.0,0.0,0,24248.91,17.88,0.0,0.0,106.91,1402.22,2109.91,3351.6,110.89,20.93,107.78,81.62
2024-02-22,0.0,0.0,36.76,43.18,63.06,0.0,0,20235.98,17.39,0.0,0.0,107.13,0.0,0.0,0.0,0.0,21.07,0.0,83.67
2024-02-21,0.0,0.0,0.0,0.0,0.0,0.0,0,21213.91,13.62,0.0,23.2,106.82,0.0,0.0,0.0,0.0,21.08,0.0,83.03
2024-02-20,269.35,0.0,0.0,0.0,0.0,0.0,0,26494.31,14.55,0.0,0.0,106.82,0.0,0.0,0.0,0.0,21.37,0.0,82.34
2024-02-19,0.0,0.0,0.0,0.0,0.0,0.0,0,35423.38,10.85,0.0,0.0,107.12,0.0,0.0,0.0,0.0,22.05,0.0,83.56
2024-02-18,0.0,0.0,0.0,0.0,0.0,0.0,0,48142.77,7.38,363.1,0.0,107.08,0.0,0.0,0.0,0.0,22.37,0.0,0.0
2024-02-17,0.0,0.0,0.0,0.0,0.0,0.0,26323,71451.67,1.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-02-16,0.0,92.62,0.0,0.0,0.0,0.0,0,87400.88,0.5,0.0,0.0,0.0,0.0,0.0,3423.0,114.2,0.0,107.67,83.47
2024-02-15,0.0,0.0,0.0,3.13,21.93,0.0,0,91166.2,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.86
2024-02-14,0.0,0.0,0.0,0.0,0.0,0.0,0,120382.99,0.61,0.0,22.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.6
2024-02-13,0.0,0.0,0.0,0.0,0.0,0.0,0,99160.05,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.77
2024-02-12,0.0,0.0,0.0,0.0,0.0,0.0,0,104645.96,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.0
2024-02-11,0.0,0.0,0.0,0.0,0.0,0.0,0,106572.48,1.25,697.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-02-10,266.19,0.0,0.0,0.0,0.0,0.0,0,134418.94,1.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-02-09,0.0,92.62,0.0,0.0,0.0,0.0,0,1701.77,3.26,0.0,0.0,0.0,1455.19,2166.31,3392.8,0.0,22.96,0.0,82.19
2024-02-08,0.0,0.0,4.68,20.13,41.93,0.0,0,4298.98,11.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.97,0.0,81.63
2024-02-07,0.0,0.0,0.0,0.0,0.0,0.0,0,4540.55,17.21,0.0,23.7,107.34,0.0,0.0,0.0,0.0,22.91,0.0,79.21
2024-02-06,0.0,0.0,0.0,0.0,0.0,0.0,0,4391.78,22.89,0.0,0.0,107.34,0.0,0.0,0.0,0.0,22.79,0.0,78.59
2024-02-05,0.0,0.0,0.0,0.0,0.0,0.0,0,4190.26,17.8,0.0,0.0,107.46,0.0,0.0,0.0,0.0,22.45,0.0,77.99
2024-02-04,0.0,0.0,0.0,0.0,0.0,0.0,54289,4349.23,21.85,1605.71,0.0,107.81,0.0,0.0,0.0,0.0,22.17,0.0,0.0
2024-02-03,0.0,0.0,0.0,0.0,0.0,0.0,0,6258.79,12.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-02-02,0.0,92.62,0.0,0.0,0.0,0.0,0,4427.04,33.12,0.0,0.0,107.82,1464.81,2217.73,3393.2,115.82,21.79,107.56,77.33
2024-02-01,0.0,0.0,22.87,44.64,67.06,0.0,0,4016.08,37.02,0.0,0.0,107.96,0.0,0.0,0.0,0.0,21.55,0.0,78.7
2024-01-31,263.28,0.0,0.0,0.0,0.0,0.0,110803,4096.93,35.75,0.0,27.4,108.49,0.0,0.0,0.0,0.0,21.2,0.0,81.71
2024-01-30,0.0,0.0,0.0,0.0,0.0,0.0,0,4084.51,27.85,0.0,0.0,108.67,0.0,0.0,0.0,0.0,21.19,0.0,82.87
2024-01-29,0.0,0.0,0.0,0.0,0.0,0.0,0,4129.81,29.45,0.0,0.0,108.82,0.0,0.0,0.0,0.0,20.62,0.0,82.4
2024-01-28,0.0,0.0,0.0,0.0,0.0,101.7,68599,8302.02,16.84,1183.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-27,0.0,0.0,0.0,0.0,0.0,0.0,0,9054.75,25.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-26,0.0,90.09,0.0,0.0,0.0,0.0,0,5450.5,27.82,0.0,0.0,108.93,1403.0,2179.09,3411.0,112.01,20.37,107.35,83.55
2024-01-25,0.0,0.0,54.69,59.64,72.01,0.0,0,4560.47,29.1,0.0,0.0,109.44,0.0,0.0,0.0,0.0,20.05,0.0,82.43
2024-01-24,0.0,0.0,68.72,0.0,0.0,0.0,0,4387.93,25.8,0.0,28.9,109.68,0.0,0.0,0.0,0.0,20.11,0.0,80.04
2024-01-23,0.0,0.0,0.0,0.0,0.0,0.0,0,4503.28,26.9,0.0,0.0,109.71,0.0,0.0,0.0,0.0,19.81,0.0,79.55
2024-01-22,0.0,0.0,0.0,0.0,0.0,0.0,0,4617.55,24.6,0.0,0.0,109.74,0.0,0.0,0.0,0.0,19.85,0.0,80.06
2024-01-21,0.0,0.0,0.0,0.0,0.0,101.36,62827,10789.59,18.81,1612.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-20,273.25,0.0,0.0,0.0,0.0,0.0,0,12865.39,23.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-19,0.0,90.09,0.0,0.0,0.0,0.0,0,7700.56,30.0,0.0,0.0,109.79,1287.49,2239.61,3093.6,111.23,19.89,107.57,78.56
2024-01-18,0.0,0.0,61.84,60.08,72.14,0.0,0,4695.27,32.34,0.0,0.0,110.9,0.0,0.0,0.0,0.0,19.97,0.0,79.1
2024-01-17,0.0,0.0,0.0,0.0,0.0,0.0,0,4719.63,35.63,0.0,27.8,111.11,0.0,0.0,0.0,0.0,19.84,0.0,77.88
2024-01-16,0.0,0.0,0.0,0.0,0.0,0.0,0,4842.65,28.4,0.0,0.0,111.31,0.0,0.0,0.0,0.0,19.71,0.0,78.29
2024-01-15,0.0,0.0,0.0,0.0,0.0,0.0,0,4955.49,22.49,0.0,0.0,112.08,0.0,0.0,0.0,0.0,19.78,0.0,78.15
2024-01-14,0.0,0.0,0.0,0.0,0.0,102.46,58513,11918.08,14.32,1156.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-13,0.0,0.0,0.0,0.0,0.0,0.0,0,14388.63,12.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-12,0.0,90.87,0.0,0.0,0.0,0.0,0,7941.59,25.49,0.0,0.0,112.15,1140.31,2206.03,2613.0,111.45,19.62,108.11,78.29
2024-01-11,0.0,0.0,65.51,59.6,71.85,0.0,0,5241.53,25.92,0.0,0.0,112.23,0.0,0.0,0.0,0.0,19.81,0.0,77.41
2024-01-10,265.91,0.0,0.0,0.0,0.0,0.0,0,5361.45,32.79,0.0,31.0,112.4,0.0,0.0,0.0,0.0,19.83,0.0,76.8
2024-01-09,0.0,0.0,0.0,0.0,0.0,0.0,0,5337.48,33.08,0.0,0.0,112.51,0.0,0.0,0.0,0.0,19.83,0.0,77.59
2024-01-08,0.0,0.0,0.0,0.0,0.0,0.0,0,5585.21,31.36,0.0,0.0,113.0,0.0,0.0,0.0,0.0,19.79,0.0,76.12
2024-01-07,0.0,0.0,0.0,0.0,0.0,101.93,54012,14017.94,15.08,947.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-06,0.0,0.0,0.0,0.0,0.0,0.0,0,18007.76,19.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-05,0.0,92.77,0.0,0.0,0.0,0.0,0,9217.35,39.97,0.0,0.0,113.06,936.83,1896.65,2519.0,112.35,20.04,108.76,78.76
2024-01-04,0.0,0.0,66.16,49.04,70.34,0.0,0,0.0,29.0,0.0,0.0,113.14,0.0,0.0,0.0,0.0,20.23,0.0,77.59
2024-01-03,0.0,0.0,0.0,0.0,0.0,0.0,0,7680.25,23.93,0.0,29.4,113.2,0.0,0.0,0.0,0.0,20.28,0.0,78.25
2024-01-02,0.0,0.0,0.0,0.0,0.0,0.0,0,9210.01,32.34,0.0,0.0,113.32,0.0,0.0,0.0,0.0,20.26,0.0,75.89
2024-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0,33116.44,11.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-12-31,222.87,0.0,0.0,0.0,0.0,102.56,119441,73259.87,29.02,3716.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-12-30,0.0,0.0,0.0,0.0,0.0,0.0,0,46997.38,41.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-12-29,0.0,92.77,0.0,0.0,0.0,0.0,0,14182.69,65.74,0.0,0.0,113.37,909.19,1759.58,1365.28,112.35,20.45,108.65,77.04
2023-12-28,0.0,0.0,66.9,49.74,71.62,0.0,0,5845.1,80.49,0.0,0.0,113.38,0.0,0.0,0.0,0.0,20.47,0.0,78.39
2023-12-27,0.0,0.0,0.0,0.0,0.0,0.0,0,5614.45,73.32,0.0,31.3,113.45,0.0,0.0,0.0,0.0,20.3,0.0,79.65
2023-12-26,0.0,0.0,0.0,0.0,0.0,0.0,0,6065.5,54.55,0.0,0.0,113.79,0.0,0.0,0.0,0.0,20.45,0.0,81.07
2023-12-25,0.0,0.0,0.0,0.0,0.0,0.0,0,8453.91,49.96,0.0,0.0,113.42,0.0,0.0,0.0,0.0,20.51,0.0,0.0
2023-12-24,0.0,0.0,0.0,0.0,0.0,102.39,83244,17071.24,34.87,5457.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-12-23,0.0,0.0,0.0,0.0,0.0,0.0,0,18889.07,30.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-12-22,0.0,93.67,0.0,0.0,0.0,0.0,0,9522.56,48.2,0.0,0.0,113.03,879.75,1254.99,1346.2,112.01,20.62,108.65,79.07
2023-12-21,0.0,0.0,67.7,57.64,72.28,0.0,0,6699.2,47.89,0.0,0.0,113.03,0.0,0.0,0.0,0.0,20.54,0.0,79.39
2023-12-20,249.3,0.0,0.0,0.0,0.0,0.0,0,7476.33,61.65,0.0,32.2,113.03,0.0,0.0,0.0,0.0,20.39,0.0,79.7
2023-12-19,0.0,0.0,0.0,0.0,0.0,0.0,0,5723.6,50.41,0.0,0.0,113.06,0.0,0.0,0.0,0.0,20.24,0.0,79.23
2023-12-18,0.0,0.0,0.0,0.0,0.0,0.0,0,5624.37,40.96,0.0,0.0,113.13,0.0,0.0,0.0,0.0,20.12,0.0,77.95
2023-12-17,0.0,0.0,0.0,0.0,0.0,102.37,66770,15333.3,26.22,5492.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-12-16,0.0,0.0,0.0,0.0,0.0,0.0,0,19992.55,29.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-12-15,0.0,88.57,0.0,0.0,0.0,0.0,0,8097.82,46.06,0.0,0.0,113.03,869.34,1093.52,1281.4,111.23,20.06,108.98,76.55
2023-12-14,0.0,0.0,68.08,59.64,72.38,0.0,0,4868.25,41.0,0.0,0.0,112.66,0.0,0.0,0.0,0.0,20.02,0.0,76.61
2023-12-13,0.0,0.0,0.0,0.0,0.0,0.0,0,4729.59,42.81,0.0,32.7,112.71,0.0,0.0,0.0,0.0,19.93,0.0,74.26
2023-12-12,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,40.69,0.0,0.0,112.77,0.0,0.0,0.0,0.0,19.89,0.0,73.24
2023-12-11,0.0,0.0,0.0,0.0,0.0,0.0,0,5437.96,33.56,0.0,0.0,113.65,0.0,0.0,0.0,0.0,19.83,0.0,76.03
2023-12-10,248.46,0.0,0.0,0.0,0.0,101.73,47475,14364.3,31.88,3513.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-12-09,0.0,0.0,0.0,0.0,0.0,0.0,0,18678.77,28.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-12-08,0.0,86.91,0.0,0.0,0.0,0.0,0,9693.06,38.24,0.0,0.0,113.7,858.4,1032.21,1270.0,110.13,20.02,108.87,75.84
2023-12-07,0.0,0.0,68.68,59.72,72.42,0.0,0,3897.22,42.29,0.0,0.0,113.64,0.0,0.0,0.0,0.0,19.96,0.0,74.05
2023-12-06,0.0,0.0,0.0,0.0,0.0,0.0,0,4206.81,37.12,0.0,34.1,113.9,0.0,0.0,0.0,0.0,20.06,0.0,74.3
2023-12-05,0.0,0.0,0.0,0.0,0.0,0.0,0,4429.88,31.49,0.0,0.0,113.64,0.0,0.0,0.0,0.0,20.16,0.0,77.2
2023-12-04,0.0,0.0,0.0,0.0,0.0,0.0,0,4671.45,30.93,0.0,0.0,113.53,0.0,0.0,0.0,0.0,20.14,0.0,78.03
2023-12-03,0.0,0.0,0.0,0.0,0.0,102.04,0,12548.37,19.03,2869.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-12-02,0.0,0.0,0.0,0.0,0.0,0.0,0,17221.32,20.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-12-01,0.0,88.57,0.0,0.0,0.0,0.0,0,9173.13,41.04,0.0,0.0,113.53,857.72,1010.81,1179.13,110.24,20.19,108.87,78.88
2023-11-30,257.65,0.0,68.84,59.56,72.55,0.0,168133,4475.49,74.12,0.0,0.0,113.13,0.0,0.0,0.0,0.0,20.19,0.0,82.83
2023-11-29,0.0,0.0,0.0,0.0,0.0,0.0,0,4348.07,49.59,0.0,36.8,113.04,0.0,0.0,0.0,0.0,20.4,0.0,83.1
2023-11-28,0.0,0.0,0.0,0.0,0.0,0.0,0,4695.18,41.43,0.0,0.0,112.92,0.0,0.0,0.0,0.0,20.41,0.0,81.68
2023-11-27,0.0,0.0,0.0,0.0,0.0,0.0,0,4884.29,30.85,0.0,0.0,111.21,0.0,0.0,0.0,0.0,20.27,0.0,79.98
2023-11-26,0.0,0.0,0.0,0.0,0.0,102.33,59276,12771.49,20.35,584.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-11-25,0.0,0.0,0.0,0.0,0.0,0.0,0,18841.39,23.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-11-24,0.0,92.53,0.0,0.0,0.0,0.0,0,5620.49,41.36,0.0,0.0,110.21,876.74,993.21,1155.99,109.58,19.89,108.87,80.58
2023-11-23,0.0,0.0,68.84,61.4,72.59,0.0,0,2226.24,33.22,0.0,0.0,110.32,0.0,0.0,0.0,0.0,20.16,0.0,81.42
2023-11-22,0.0,0.0,0.0,0.0,0.0,0.0,0,2272.23,36.81,0.0,37.9,110.3,0.0,0.0,0.0,0.0,20.26,0.0,81.96
2023-11-21,0.0,0.0,0.0,0.0,0.0,0.0,0,2080.35,38.15,0.0,0.0,111.0,0.0,0.0,0.0,0.0,20.15,0.0,82.45
2023-11-20,253.34,0.0,0.0,0.0,0.0,0.0,0,2118.23,39.52,0.0,0.0,111.0,0.0,0.0,0.0,0.0,20.43,0.0,82.32
2023-11-19,0.0,0.0,0.0,0.0,0.0,102.17,62291,6452.76,21.57,1656.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-11-18,0.0,0.0,0.0,0.0,0.0,0.0,0,8817.06,19.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-11-17,0.0,92.53,0.0,0.0,0.0,0.0,0,4214.86,46.81,0.0,0.0,110.94,872.11,999.92,1157.36,108.6,20.26,109.2,80.61
2023-11-16,0.0,0.0,65.77,58.19,72.88,0.0,0,2360.0,35.85,0.0,0.0,110.98,0.0,0.0,0.0,0.0,20.07,0.0,77.42
2023-11-15,0.0,0.0,0.0,0.0,0.0,0.0,0,2335.89,35.17,0.0,36.4,110.79,0.0,0.0,0.0,0.0,20.27,0.0,81.18
2023-11-14,0.0,0.0,0.0,0.0,0.0,0.0,0,2367.26,31.03,0.0,0.0,110.64,0.0,0.0,0.0,0.0,20.26,0.0,82.47
