时间,中国:日均产量:粗钢,唐山:高炉开工率,中国:江浙地区:开工率:涤纶长丝:下游织机,中国:开工率:汽车轮胎(全钢胎),中国:开工率:汽车轮胎(半钢胎),义乌中国小商品指数:总价格指数,"中国:日均销量(当周,厂家零售):乘用车",中国:票房收入:电影,中国:30大中城市:成交面积:商品房,中国:100大中城市:成交土地占地面积:当周值,中国:开工率:石油沥青装置,中国:水泥价格指数,中国出口集装箱运价指数:综合指数,上海出口集装箱运价指数:综合指数,波罗的海货运指数,中国食用农产品价格指数,中国:平均批发价:猪肉,中国:生产资料价格指数,期货结算价(连续):布伦特原油
2025-08-14,0.0,0.0,0.0,0.0,0.0,0.0,0,2067.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-08-13,0.0,0.0,0.0,0.0,0.0,0.0,0,14923.06,16.57,0.0,32.9,103.42,0.0,0.0,0.0,0.0,20.25,0.0,65.63
2025-08-12,0.0,0.0,0.0,0.0,0.0,0.0,0,15753.81,18.09,0.0,0.0,103.68,0.0,0.0,0.0,0.0,20.26,0.0,66.12
2025-08-11,0.0,0.0,0.0,0.0,0.0,0.0,0,16839.2,18.1,0.0,0.0,103.81,0.0,0.0,0.0,0.0,20.2,0.0,66.63
2025-08-10,0.0,0.0,0.0,0.0,0.0,0.0,45207,33852.53,15.33,1032.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-08-09,0.0,0.0,0.0,0.0,0.0,0.0,0,33878.09,12.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-08-08,0.0,92.55,0.0,0.0,0.0,0.0,0,23102.01,23.48,0.0,0.0,103.83,1200.73,1489.68,2203.4,0.0,20.41,0.0,66.59
2025-08-07,0.0,0.0,55.75,61.0,74.35,0.0,0,16237.06,19.87,0.0,0.0,103.83,0.0,0.0,0.0,0.0,20.45,0.0,66.43
2025-08-06,0.0,0.0,0.0,0.0,0.0,0.0,0,16959.71,20.11,0.0,31.7,103.84,0.0,0.0,0.0,0.0,20.67,0.0,66.89
2025-08-05,0.0,0.0,0.0,0.0,0.0,0.0,0,18075.82,20.34,0.0,0.0,103.75,0.0,0.0,0.0,0.0,20.33,0.0,67.64
2025-08-04,0.0,0.0,0.0,0.0,0.0,0.0,0,19225.7,17.5,0.0,0.0,103.71,0.0,0.0,0.0,0.0,20.33,0.0,68.76
2025-08-03,0.0,0.0,0.0,0.0,0.0,0.0,0,38033.46,12.34,1526.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-08-02,0.0,0.0,0.0,0.0,0.0,0.0,0,37380.33,13.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-08-01,0.0,93.34,0.0,0.0,0.0,0.0,0,23358.94,18.78,0.0,0.0,104.07,1232.29,1550.74,2330.8,97.67,20.6,99.32,69.67
2025-07-31,256.0,0.0,55.51,61.08,74.45,0.0,97491,21658.5,37.62,0.0,0.0,104.22,0.0,0.0,0.0,0.0,20.45,0.0,72.53
2025-07-30,0.0,0.0,0.0,0.0,0.0,0.0,0,18082.33,28.91,0.0,33.1,104.33,0.0,0.0,0.0,0.0,20.67,0.0,73.24
2025-07-29,0.0,0.0,0.0,0.0,0.0,0.0,0,18559.23,27.0,0.0,0.0,104.34,0.0,0.0,0.0,0.0,20.5,0.0,72.51
2025-07-28,0.0,0.0,0.0,0.0,0.0,0.0,0,17987.68,27.41,0.0,0.0,105.06,0.0,0.0,0.0,0.0,20.51,0.0,70.04
2025-07-27,0.0,0.0,0.0,0.0,0.0,0.0,66611,32435.3,15.47,1201.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-07-26,0.0,0.0,0.0,0.0,0.0,0.0,0,29411.3,16.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-07-25,0.0,92.0,0.0,0.0,0.0,0.0,0,16054.38,25.39,0.0,0.0,105.29,1261.35,1592.59,2369.6,97.87,20.87,99.32,68.44
2025-07-24,0.0,0.0,55.59,65.02,75.87,0.0,0,10376.72,21.2,0.0,0.0,105.67,0.0,0.0,0.0,0.0,20.62,0.0,69.18
2025-07-23,0.0,0.0,0.0,0.0,0.0,0.0,0,10156.3,26.39,0.0,28.8,105.82,0.0,0.0,0.0,0.0,20.57,0.0,68.51
2025-07-22,0.0,0.0,0.0,0.0,0.0,0.0,0,10105.18,20.59,0.0,0.0,106.02,0.0,0.0,0.0,0.0,20.74,0.0,68.59
2025-07-21,0.0,0.0,0.0,0.0,0.0,0.0,0,10336.43,18.17,0.0,0.0,106.63,0.0,0.0,0.0,0.0,20.8,0.0,69.21
2025-07-20,276.0,0.0,0.0,0.0,0.0,0.0,58207,20837.59,23.29,1068.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-07-19,0.0,0.0,0.0,0.0,0.0,0.0,0,20607.65,13.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-07-18,0.0,92.0,0.0,0.0,0.0,0.0,0,13318.23,20.16,0.0,0.0,106.98,1303.54,1646.9,2458.0,97.87,20.66,98.43,69.28
2025-07-17,0.0,0.0,55.83,65.1,75.99,0.0,0,7597.87,18.99,0.0,0.0,107.88,0.0,0.0,0.0,0.0,20.63,0.0,69.52
2025-07-16,0.0,0.0,0.0,0.0,0.0,0.0,0,7041.36,18.32,0.0,32.8,108.12,0.0,0.0,0.0,0.0,20.61,0.0,68.52
2025-07-15,0.0,0.0,0.0,0.0,0.0,0.0,0,6645.2,20.69,0.0,0.0,108.29,0.0,0.0,0.0,0.0,20.74,0.0,68.71
2025-07-14,0.0,0.0,0.0,0.0,0.0,0.0,0,6858.37,19.23,0.0,0.0,108.56,0.0,0.0,0.0,0.0,20.6,0.0,69.21
2025-07-13,0.0,0.0,0.0,0.0,0.0,0.0,47548,14610.07,11.19,920.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-07-12,0.0,0.0,0.0,0.0,0.0,0.0,0,14762.06,11.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-07-11,0.0,91.22,0.0,0.0,0.0,0.0,0,7505.32,22.54,0.0,0.0,108.57,1313.7,1733.29,2541.6,98.26,20.6,98.63,70.36
2025-07-10,271.0,0.0,56.2,64.56,72.92,0.0,0,6006.08,23.96,0.0,0.0,109.52,0.0,0.0,0.0,0.0,20.73,0.0,68.64
2025-07-09,0.0,0.0,0.0,0.0,0.0,0.0,0,5870.52,18.18,0.0,32.7,109.62,0.0,0.0,0.0,0.0,20.53,0.0,70.19
2025-07-08,0.0,0.0,0.0,0.0,0.0,0.0,0,6110.01,25.18,0.0,0.0,110.59,0.0,0.0,0.0,0.0,20.51,0.0,70.15
2025-07-07,0.0,0.0,0.0,0.0,0.0,0.0,0,6568.2,16.97,0.0,0.0,110.73,0.0,0.0,0.0,0.0,20.66,0.0,69.58
2025-07-06,0.0,0.0,0.0,0.0,0.0,0.0,39660,15368.28,19.94,1471.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-07-05,0.0,0.0,0.0,0.0,0.0,0.0,0,17134.72,11.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-07-04,0.0,92.58,0.0,0.0,0.0,0.0,0,9452.43,18.5,0.0,0.0,111.27,1342.99,1763.49,2755.8,98.16,20.58,98.93,68.3
2025-07-03,0.0,0.0,58.09,63.75,70.41,0.0,0,8179.22,20.66,0.0,0.0,111.27,0.0,0.0,0.0,0.0,20.29,0.0,68.8
2025-07-02,0.0,0.0,0.0,0.0,0.0,0.0,0,11089.63,21.38,0.0,31.7,111.35,0.0,0.0,0.0,0.0,20.54,0.0,69.11
2025-07-01,0.0,0.0,0.0,0.0,0.0,0.0,0,6007.18,29.62,0.0,0.0,111.78,0.0,0.0,0.0,0.0,20.2,0.0,67.11
2025-06-30,275.0,0.0,0.0,0.0,0.0,0.0,95374,6471.93,80.6,0.0,0.0,111.78,0.0,0.0,0.0,0.0,20.28,0.0,67.61
2025-06-29,0.0,0.0,0.0,0.0,0.0,102.5,0,12684.43,42.87,1805.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-06-28,0.0,0.0,0.0,0.0,0.0,0.0,0,15343.84,50.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-06-27,0.0,94.23,0.0,0.0,0.0,0.0,0,9797.73,51.66,0.0,0.0,111.95,1369.34,1861.51,2893.6,98.16,20.23,98.34,67.77
2025-06-26,0.0,0.0,59.01,65.64,78.05,0.0,0,3941.38,41.5,0.0,0.0,113.17,0.0,0.0,0.0,0.0,20.31,0.0,67.73
2025-06-25,0.0,0.0,0.0,0.0,0.0,0.0,0,3709.54,41.71,0.0,31.5,113.38,0.0,0.0,0.0,0.0,20.22,0.0,67.68
2025-06-24,0.0,0.0,0.0,0.0,0.0,0.0,0,4016.51,47.97,0.0,0.0,113.38,0.0,0.0,0.0,0.0,20.29,0.0,67.14
2025-06-23,0.0,0.0,0.0,0.0,0.0,0.0,0,4373.97,30.71,0.0,0.0,113.58,0.0,0.0,0.0,0.0,20.08,0.0,71.48
2025-06-22,0.0,0.0,0.0,0.0,0.0,102.41,80525,10628.87,25.81,1336.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-06-21,0.0,0.0,0.0,0.0,0.0,0.0,0,14898.85,24.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-06-20,277.0,94.23,0.0,0.0,0.0,0.0,0,6283.89,43.8,0.0,0.0,114.33,1342.46,1869.59,3603.0,97.96,20.33,98.34,77.01
2025-06-19,0.0,0.0,60.67,65.48,78.29,0.0,0,3354.65,32.93,0.0,0.0,114.51,0.0,0.0,0.0,0.0,20.29,0.0,78.85
2025-06-18,0.0,0.0,0.0,0.0,0.0,0.0,0,3495.86,32.47,0.0,30.4,114.88,0.0,0.0,0.0,0.0,20.24,0.0,76.7
2025-06-17,0.0,0.0,0.0,0.0,0.0,0.0,0,2884.19,25.88,0.0,0.0,115.7,0.0,0.0,0.0,0.0,20.23,0.0,76.45
2025-06-16,0.0,0.0,0.0,0.0,0.0,0.0,0,3107.53,24.19,0.0,0.0,115.79,0.0,0.0,0.0,0.0,20.37,0.0,73.23
2025-06-15,0.0,0.0,0.0,0.0,0.0,102.63,52694,7457.82,17.17,1299.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-06-14,0.0,0.0,0.0,0.0,0.0,0.0,0,8346.65,19.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-06-13,0.0,94.23,0.0,0.0,0.0,0.0,0,4026.26,28.35,0.0,0.0,115.92,1243.05,2088.24,3704.25,98.16,20.26,97.75,74.23
2025-06-12,0.0,0.0,61.02,61.24,77.98,0.0,0,1967.99,28.11,0.0,0.0,115.91,0.0,0.0,0.0,0.0,20.33,0.0,69.36
2025-06-11,0.0,0.0,0.0,0.0,0.0,0.0,0,2078.92,28.53,0.0,31.5,115.72,0.0,0.0,0.0,0.0,20.28,0.0,69.77
2025-06-10,274.0,0.0,0.0,0.0,0.0,0.0,0,2156.8,30.71,0.0,0.0,115.68,0.0,0.0,0.0,0.0,20.3,0.0,66.87
2025-06-09,0.0,0.0,0.0,0.0,0.0,0.0,0,2334.87,24.2,0.0,0.0,115.51,0.0,0.0,0.0,0.0,20.46,0.0,67.04
2025-06-08,0.0,0.0,0.0,0.0,0.0,102.95,42835,6678.45,14.35,921.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-06-07,0.0,0.0,0.0,0.0,0.0,0.0,0,8111.47,18.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-06-06,0.0,95.21,0.0,0.0,0.0,0.0,0,3891.57,31.24,0.0,0.0,115.1,1154.98,2240.35,3397.6,98.65,20.46,97.65,66.47
2025-06-05,0.0,0.0,61.26,63.47,73.86,0.0,0,2411.53,26.63,0.0,0.0,113.79,0.0,0.0,0.0,0.0,20.7,0.0,65.34
2025-06-04,0.0,0.0,0.0,0.0,0.0,0.0,0,2555.05,25.11,0.0,31.3,114.02,0.0,0.0,0.0,0.0,20.75,0.0,64.86
2025-06-03,0.0,0.0,0.0,0.0,0.0,0.0,0,2901.6,20.04,0.0,0.0,115.02,0.0,0.0,0.0,0.0,20.59,0.0,65.63
2025-06-02,0.0,0.0,0.0,0.0,0.0,0.0,0,10533.54,5.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.63
2025-06-01,0.0,0.0,0.0,0.0,0.0,101.32,0,20154.2,11.57,1589.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-05-31,265.0,0.0,0.0,0.0,0.0,0.0,95364,15354.71,28.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-05-30,0.0,93.53,0.0,0.0,0.0,0.0,0,6366.37,42.64,0.0,0.0,115.45,1117.61,2072.71,2230.75,99.25,20.66,97.85,63.9
2025-05-29,0.0,0.0,62.32,64.8,78.25,0.0,0,1443.9,36.17,0.0,0.0,115.45,0.0,0.0,0.0,0.0,20.69,0.0,64.15
2025-05-28,0.0,0.0,0.0,0.0,0.0,0.0,0,1505.07,35.4,0.0,27.7,115.47,0.0,0.0,0.0,0.0,20.84,0.0,64.9
2025-05-27,0.0,0.0,0.0,0.0,0.0,0.0,0,1574.44,32.86,0.0,0.0,116.06,0.0,0.0,0.0,0.0,20.91,0.0,64.09
2025-05-26,0.0,0.0,0.0,0.0,0.0,0.0,0,1635.78,25.18,0.0,0.0,116.41,0.0,0.0,0.0,0.0,20.6,0.0,64.74
2025-05-25,0.0,0.0,0.0,0.0,0.0,100.46,60823,5099.33,22.19,1026.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-05-24,0.0,0.0,0.0,0.0,0.0,0.0,0,6422.0,28.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-05-23,0.0,95.21,0.0,0.0,0.0,0.0,0,3149.35,36.4,0.0,0.0,117.69,1107.4,1586.12,2237.0,99.15,20.95,98.05,64.78
2025-05-22,0.0,0.0,63.44,64.96,78.22,0.0,0,1494.54,36.23,0.0,0.0,117.61,0.0,0.0,0.0,0.0,20.67,0.0,64.44
2025-05-21,0.0,0.0,0.0,0.0,0.0,0.0,0,1954.87,27.74,0.0,30.8,117.72,0.0,0.0,0.0,0.0,20.72,0.0,64.91
2025-05-20,279.0,0.0,0.0,0.0,0.0,0.0,0,4750.04,31.18,0.0,0.0,118.29,0.0,0.0,0.0,0.0,20.76,0.0,65.38
2025-05-19,0.0,0.0,0.0,0.0,0.0,0.0,0,1650.82,23.61,0.0,0.0,119.37,0.0,0.0,0.0,0.0,20.91,0.0,65.54
2025-05-18,0.0,0.0,0.0,0.0,0.0,100.63,51175,4747.14,18.16,1372.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-05-17,0.0,0.0,0.0,0.0,0.0,0.0,0,6028.06,20.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-05-16,0.0,95.21,0.0,0.0,0.0,0.0,0,2617.56,31.99,0.0,0.0,120.04,1104.88,1479.39,2090.35,99.55,20.94,98.64,65.41
2025-05-15,0.0,0.0,63.44,65.09,78.33,0.0,0,1788.92,30.68,0.0,0.0,120.09,0.0,0.0,0.0,0.0,20.9,0.0,64.53
2025-05-14,0.0,0.0,0.0,0.0,0.0,0.0,0,1787.14,28.12,0.0,34.4,120.34,0.0,0.0,0.0,0.0,20.9,0.0,66.09
2025-05-13,0.0,0.0,0.0,0.0,0.0,0.0,0,1896.93,29.27,0.0,0.0,120.69,0.0,0.0,0.0,0.0,20.81,0.0,66.63
2025-05-12,0.0,0.0,0.0,0.0,0.0,0.0,0,2128.12,25.71,0.0,0.0,120.9,0.0,0.0,0.0,0.0,20.85,0.0,64.96
2025-05-11,0.0,0.0,0.0,0.0,0.0,100.47,60896,6315.62,17.16,1099.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-05-10,280.0,0.0,0.0,0.0,0.0,0.0,0,7452.42,27.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-05-09,0.0,94.28,0.0,0.0,0.0,0.0,0,3400.33,31.95,0.0,0.0,121.58,1106.38,1345.17,2046.5,99.95,20.62,98.74,63.91
2025-05-08,0.0,0.0,60.82,44.77,58.35,0.0,0,2562.52,29.1,0.0,0.0,121.86,0.0,0.0,0.0,0.0,20.92,0.0,62.84
2025-05-07,0.0,0.0,0.0,0.0,0.0,0.0,0,2873.01,27.2,0.0,28.8,122.45,0.0,0.0,0.0,0.0,21.02,0.0,61.12
2025-05-06,0.0,0.0,0.0,0.0,0.0,0.0,0,3116.83,22.5,0.0,0.0,122.84,0.0,0.0,0.0,0.0,20.96,0.0,62.15
2025-05-05,0.0,0.0,0.0,0.0,0.0,0.0,41659,9029.7,8.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.23
2025-05-04,0.0,0.0,0.0,0.0,0.0,101.07,0,14206.07,14.08,781.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-05-03,0.0,0.0,0.0,0.0,0.0,0.0,0,15552.13,5.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-05-02,0.0,94.28,0.0,0.0,0.0,0.0,0,17519.04,5.97,0.0,0.0,0.0,0.0,0.0,2014.2,100.65,0.0,99.14,61.29
2025-05-01,0.0,0.0,0.0,56.24,72.43,0.0,0,18466.48,11.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.13
2025-04-30,279.0,0.0,55.09,0.0,0.0,0.0,133389,5737.63,52.09,0.0,28.3,124.55,1121.08,1340.93,0.0,0.0,20.59,0.0,63.12
2025-04-29,0.0,0.0,0.0,0.0,0.0,0.0,0,2179.24,35.04,0.0,0.0,125.12,0.0,0.0,0.0,0.0,20.78,0.0,64.25
2025-04-28,0.0,0.0,0.0,0.0,0.0,0.0,0,1965.18,31.35,0.0,0.0,125.46,0.0,0.0,0.0,0.0,20.87,0.0,65.86
2025-04-27,0.0,0.0,0.0,0.0,0.0,100.69,70531,2179.96,31.2,1171.08,0.0,125.57,0.0,0.0,0.0,0.0,20.61,0.0,0.0
2025-04-26,0.0,0.0,0.0,0.0,0.0,0.0,0,4717.08,21.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-04-25,0.0,94.28,0.0,0.0,0.0,0.0,0,3082.13,28.42,0.0,0.0,125.55,1122.4,1347.84,2042.0,101.36,20.78,99.44,66.87
2025-04-24,0.0,0.0,55.15,62.46,78.11,0.0,0,2179.65,23.82,0.0,0.0,125.33,0.0,0.0,0.0,0.0,20.88,0.0,66.55
2025-04-23,0.0,0.0,0.0,0.0,0.0,0.0,0,2579.62,24.38,0.0,30.7,125.49,0.0,0.0,0.0,0.0,20.99,0.0,66.12
2025-04-22,0.0,0.0,0.0,0.0,0.0,0.0,0,2597.75,23.2,0.0,0.0,125.91,0.0,0.0,0.0,0.0,20.91,0.0,67.44
2025-04-21,0.0,0.0,0.0,0.0,0.0,0.0,0,2716.0,20.16,0.0,0.0,126.07,0.0,0.0,0.0,0.0,20.96,0.0,66.26
2025-04-20,283.0,0.0,0.0,0.0,0.0,103.47,54522,5260.65,20.37,968.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-04-19,0.0,0.0,0.0,0.0,0.0,0.0,0,6679.33,15.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-04-18,0.0,93.3,0.0,0.0,0.0,0.0,0,2901.47,24.57,0.0,0.0,125.83,1110.94,1370.58,2035.5,101.87,20.85,100.04,0.0
2025-04-17,0.0,0.0,55.94,65.43,78.44,0.0,0,1846.07,22.15,0.0,0.0,126.15,0.0,0.0,0.0,0.0,20.65,0.0,67.96
2025-04-16,0.0,0.0,0.0,0.0,0.0,0.0,0,1764.32,22.18,0.0,28.7,126.45,0.0,0.0,0.0,0.0,20.94,0.0,65.85
2025-04-15,0.0,0.0,0.0,0.0,0.0,0.0,0,1812.59,21.78,0.0,0.0,126.53,0.0,0.0,0.0,0.0,20.62,0.0,64.67
2025-04-14,0.0,0.0,0.0,0.0,0.0,0.0,0,1623.84,22.91,0.0,0.0,126.41,0.0,0.0,0.0,0.0,20.79,0.0,64.88
2025-04-13,0.0,0.0,0.0,0.0,0.0,103.87,43704,5548.64,15.69,957.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-04-12,0.0,0.0,0.0,0.0,0.0,0.0,0,6607.02,14.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-04-11,0.0,93.1,0.0,0.0,0.0,0.0,0,2786.93,23.22,0.0,0.0,126.13,1107.28,1394.68,2074.6,102.18,20.84,100.34,64.76
2025-04-10,279.0,0.0,58.25,66.15,78.52,0.0,0,1865.64,27.36,0.0,0.0,126.22,0.0,0.0,0.0,0.0,20.76,0.0,63.33
2025-04-09,0.0,0.0,0.0,0.0,0.0,0.0,0,2036.58,26.71,0.0,27.6,127.22,0.0,0.0,0.0,0.0,20.51,0.0,65.48
2025-04-08,0.0,0.0,0.0,0.0,0.0,0.0,0,2303.01,21.51,0.0,0.0,128.04,0.0,0.0,0.0,0.0,20.61,0.0,62.82
2025-04-07,0.0,0.0,0.0,0.0,0.0,0.0,0,2478.35,20.23,0.0,0.0,128.01,0.0,0.0,0.0,0.0,20.98,0.0,64.21
2025-04-06,0.0,0.0,0.0,0.0,0.0,103.46,34918,8136.69,11.1,1441.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-04-05,0.0,0.0,0.0,0.0,0.0,0.0,0,13820.22,6.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-04-04,0.0,89.31,0.0,0.0,0.0,0.0,0,15874.06,9.53,0.0,0.0,0.0,0.0,0.0,2031.6,102.28,0.0,101.56,65.58
2025-04-03,0.0,0.0,62.48,66.52,81.75,0.0,0,3616.32,25.72,0.0,0.0,127.38,1102.71,1392.78,0.0,0.0,20.91,0.0,70.14
2025-04-02,0.0,0.0,0.0,0.0,0.0,0.0,0,1367.96,22.91,0.0,25.7,127.38,0.0,0.0,0.0,0.0,20.72,0.0,74.95
2025-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0,1514.88,21.67,0.0,0.0,127.32,0.0,0.0,0.0,0.0,20.76,0.0,74.49
2025-03-31,270.0,0.0,0.0,0.0,0.0,0.0,91789,1851.73,61.74,0.0,0.0,127.77,0.0,0.0,0.0,0.0,20.85,0.0,74.74
2025-03-30,0.0,0.0,0.0,0.0,0.0,100.46,0,5401.47,38.15,1446.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-29,0.0,0.0,0.0,0.0,0.0,0.0,0,6907.53,31.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-28,0.0,89.31,0.0,0.0,0.0,0.0,0,2699.98,44.42,0.0,0.0,126.81,1111.71,1356.88,2049.8,102.08,20.94,101.66,73.63
2025-03-27,0.0,0.0,63.6,68.11,82.99,0.0,0,1470.06,50.88,0.0,0.0,126.84,0.0,0.0,0.0,0.0,20.74,0.0,74.03
2025-03-26,0.0,0.0,0.0,0.0,0.0,0.0,0,1498.82,38.4,0.0,26.7,126.94,0.0,0.0,0.0,0.0,20.94,0.0,73.79
2025-03-25,0.0,0.0,0.0,0.0,0.0,0.0,0,1537.74,39.33,0.0,0.0,126.38,0.0,0.0,0.0,0.0,20.68,0.0,73.02
2025-03-24,0.0,0.0,0.0,0.0,0.0,0.0,0,1604.77,33.56,0.0,0.0,126.33,0.0,0.0,0.0,0.0,21.05,0.0,73.0
2025-03-23,0.0,0.0,0.0,0.0,0.0,101.06,54643,6012.56,25.18,1360.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-22,0.0,0.0,0.0,0.0,0.0,0.0,0,8441.15,25.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-21,0.0,89.31,0.0,0.0,0.0,0.0,0,3218.92,34.57,0.0,0.0,127.08,1147.76,1292.75,2094.0,101.77,20.89,101.36,72.16
2025-03-20,275.0,0.0,62.64,69.07,83.11,0.0,0,1756.97,35.88,0.0,0.0,127.18,0.0,0.0,0.0,0.0,20.73,0.0,72.0
2025-03-19,0.0,0.0,0.0,0.0,0.0,0.0,0,1885.86,32.73,0.0,27.2,127.18,0.0,0.0,0.0,0.0,20.58,0.0,70.78
2025-03-18,0.0,0.0,0.0,0.0,0.0,0.0,0,2002.8,31.59,0.0,0.0,126.85,0.0,0.0,0.0,0.0,21.0,0.0,70.56
2025-03-17,0.0,0.0,0.0,0.0,0.0,0.0,0,2205.72,27.3,0.0,0.0,126.77,0.0,0.0,0.0,0.0,20.76,0.0,71.07
2025-03-16,0.0,0.0,0.0,0.0,0.0,100.75,58329,8953.39,13.94,890.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-15,0.0,0.0,0.0,0.0,0.0,0.0,0,12262.15,21.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-14,0.0,87.03,0.0,0.0,0.0,0.0,0,4764.85,31.83,0.0,0.0,126.63,1191.69,1319.34,2221.4,101.87,20.79,101.87,70.58
2025-03-13,0.0,0.0,59.99,69.11,83.17,0.0,0,2622.88,26.59,0.0,0.0,126.49,0.0,0.0,0.0,0.0,20.86,0.0,69.88
2025-03-12,0.0,0.0,0.0,0.0,0.0,0.0,0,2845.33,25.72,0.0,28.2,124.73,0.0,0.0,0.0,0.0,20.73,0.0,70.95
2025-03-11,0.0,0.0,0.0,0.0,0.0,0.0,0,2995.89,24.08,0.0,0.0,124.32,0.0,0.0,0.0,0.0,20.73,0.0,69.56
2025-03-10,271.0,0.0,0.0,0.0,0.0,0.0,0,3204.05,29.1,0.0,0.0,123.43,0.0,0.0,0.0,0.0,20.82,0.0,69.28
2025-03-09,0.0,0.0,0.0,0.0,0.0,101.11,40406,12251.39,14.7,261.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-08,0.0,0.0,0.0,0.0,0.0,0.0,0,22338.16,16.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-07,0.0,84.29,0.0,0.0,0.0,0.0,0,8756.31,28.66,0.0,0.0,123.31,1211.15,1436.3,2422.4,101.57,20.81,101.57,70.36
2025-03-06,0.0,0.0,59.99,68.78,82.78,0.0,0,3784.4,24.94,0.0,0.0,121.53,0.0,0.0,0.0,0.0,20.99,0.0,69.46
2025-03-05,0.0,0.0,0.0,0.0,0.0,0.0,0,3821.2,24.04,0.0,26.5,121.55,0.0,0.0,0.0,0.0,20.83,0.0,69.3
2025-03-04,0.0,0.0,0.0,0.0,0.0,0.0,0,4048.06,20.0,0.0,0.0,120.12,0.0,0.0,0.0,0.0,20.71,0.0,71.04
2025-03-03,0.0,0.0,0.0,0.0,0.0,0.0,0,4447.04,21.55,0.0,0.0,120.11,0.0,0.0,0.0,0.0,20.82,0.0,71.62
