date,yield_10y,macro_day__总发行量(亿元),macro_day__发行只数,macro_day__总偿还量(亿元),macro_day__净融资额(亿元),macro_day__到期偿还量(亿元),macro_day__到期只数,macro_day__提前兑付量(亿元),macro_day__提前兑付只数,macro_day__回售量(亿元),macro_day__回售只数,macro_day__赎回量(亿元),macro_day__赎回只数,macro_day__现金要约金额(亿元),macro_day__现金要约只数,macro_week__中国:日均产量:粗钢,macro_week__唐山:高炉开工率,macro_week__中国:江浙地区:开工率:涤纶长丝:下游织机,macro_week__中国:开工率:汽车轮胎(全钢胎),macro_week__中国:开工率:汽车轮胎(半钢胎),macro_week__义乌中国小商品指数:总价格指数,"macro_week__中国:日均销量(当周,厂家零售):乘用车",macro_week__中国:票房收入:电影,macro_week__中国:30大中城市:成交面积:商品房,macro_week__中国:100大中城市:成交土地占地面积:当周值,macro_week__中国:开工率:石油沥青装置,macro_week__中国:水泥价格指数,macro_week__中国出口集装箱运价指数:综合指数,macro_week__上海出口集装箱运价指数:综合指数,macro_week__波罗的海货运指数,macro_week__中国食用农产品价格指数,macro_week__中国:平均批发价:猪肉,macro_week__中国:生产资料价格指数,macro_week__期货结算价(连续):布伦特原油,trade__net__gov_new,trade__net__gov_old,trade__net__policy_new,trade__net__policy_old,trade__buy__gov_new,trade__buy__gov_old,trade__buy__policy_new,trade__buy__policy_old,trade__sell__gov_new,trade__sell__gov_old,trade__sell__policy_new,trade__sell__policy_old,feat__yield_10y__lag1,feat__yield_10y__lag5,label__yield_10y__t+1,label__yield_10y_chg__t+1
2022-03-23,2.8302,1590.0,4,0.0,1590.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,1148.42,49.47,0.0,27.0,172.17,0.0,0.0,0.0,0.0,18.16,0.0,121.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8302,2.7952,2.8052,-0.02499999999999991
2022-03-24,2.8052,457.0,7,0.0,457.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,64.03,56.55,72.15,0.0,0,1060.23,54.98,0.0,0.0,172.14,0.0,0.0,0.0,0.0,18.4,0.0,119.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8302,2.7876,2.7972,-0.008000000000000007
2022-03-25,2.7972,370.0,3,30.0,340.0,30.0,1,0,0,0,0,0,0,0,0,0.0,71.73,0.0,0.0,0.0,0.0,0,2964.02,39.96,0.0,0.0,172.07,3274.9,4434.07,9429.68,121.57,18.22,129.41,120.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8052,2.7927,2.7903,-0.00690000000000035
2022-03-28,2.7903,80.0,2,902.0,-822.0,902.0,2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,1315.57,42.08,0.0,0.0,172.86,0.0,0.0,0.0,0.0,18.36,0.0,112.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7972,2.8127,2.7853,-0.004999999999999893
2022-03-29,2.7853,310.0,5,0.0,310.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,1192.46,49.48,0.0,0.0,173.09,0.0,0.0,0.0,0.0,18.07,0.0,110.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7903,2.8302,2.7703,-0.01499999999999968
2022-03-30,2.7703,260.0,4,0.0,260.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,1184.05,54.85,0.0,24.8,172.97,0.0,0.0,0.0,0.0,18.11,0.0,113.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7853,2.8302,2.7878,0.017499999999999627
2022-03-31,2.7878,482.0,7,0.0,482.0,0.0,0,0,0,0,0,0,0,0,0,278.75,0.0,61.96,59.23,74.52,0.0,109566,1147.23,59.41,0.0,0.0,172.82,0.0,0.0,0.0,0.0,18.25,0.0,107.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7703,2.8052,2.7743,-0.013499999999999623
2022-04-01,2.7743,100.0,3,152.1886,-52.1886,152.1886,1,0,0,0,0,0,0,0,0,0.0,74.12,0.0,0.0,0.0,0.0,0,1060.58,36.6,0.0,0.0,172.79,3204.83,4348.71,9416.12,123.88,18.23,129.8,104.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7878,2.7972,2.7714,-0.0029000000000003467
2022-04-02,2.7714,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,2183.8,28.71,0.0,0.0,172.51,0.0,0.0,0.0,0.0,18.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7743,2.7903,2.7604,-0.010999999999999677
2022-04-06,2.7604,0.0,0,200.0,-200.0,200.0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,860.52,34.62,0.0,25.6,172.49,0.0,0.0,0.0,0.0,18.29,0.0,101.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7714,2.7853,2.7394,-0.02100000000000035
2022-04-07,2.7394,544.1,6,590.0,-45.9,590.0,2,0,0,0,0,0,0,0,0,0.0,0.0,49.97,49.43,67.11,0.0,0,868.47,35.02,0.0,0.0,172.26,0.0,0.0,0.0,0.0,18.29,0.0,100.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7604,2.7703,2.7529,0.013500000000000068
2022-04-08,2.7529,1020.3,5,0.0,1020.3,0.0,0,0,0,0,0,0,0,0,0,0.0,79.9,0.0,0.0,0.0,0.0,0,2610.4,52.25,0.0,0.0,171.73,3117.75,4263.66,9280.13,123.38,18.22,130.19,102.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7394,2.7878,2.768,0.015099999999999891
2022-04-11,2.768,80.0,2,500.0,-420.0,500.0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,818.94,38.64,0.0,0.0,171.58,0.0,0.0,0.0,0.0,17.83,0.0,98.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7529,2.7743,2.7705,0.002500000000000391
2022-04-12,2.7705,370.0,6,0.0,370.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,730.69,39.35,0.0,0.0,171.97,0.0,0.0,0.0,0.0,18.07,0.0,104.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.768,2.7714,2.7631,-0.007400000000000073
2022-04-13,2.7631,160.0,3,1770.0,-1610.0,1770.0,2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,708.7,31.61,0.0,27.4,171.63,0.0,0.0,0.0,0.0,17.88,0.0,108.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7705,2.7604,2.7656,0.0024999999999999467
2022-04-14,2.7656,1473.5,9,0.0,1473.5,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,51.74,56.71,68.38,0.0,0,697.23,33.03,0.0,0.0,171.47,0.0,0.0,0.0,0.0,18.01,0.0,111.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7631,2.7394,2.7578,-0.007800000000000029
2022-04-15,2.7578,720.0,4,40.0,680.0,40.0,1,0,0,0,0,0,0,0,0,0.0,79.16,0.0,0.0,0.0,0.0,0,1426.69,37.08,0.0,0.0,171.52,3128.45,4228.65,9232.07,122.39,18.3,129.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7656,2.7529,2.8107,0.05290000000000017
2022-04-18,2.8107,90.0,2,300.0,-210.0,300.0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,801.22,33.83,0.0,0.0,171.37,0.0,0.0,0.0,0.0,18.02,0.0,113.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7578,2.768,2.8208,0.010099999999999998
2022-04-19,2.8208,370.0,6,1470.0,-1100.0,1470.0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,788.25,45.44,0.0,0.0,171.6,0.0,0.0,0.0,0.0,18.21,0.0,107.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8107,2.7705,2.833,0.012199999999999989
2022-04-20,2.833,1680.0,4,122.7775,1557.2225,122.7775,1,0,0,0,0,0,0,0,0,288.85,0.0,0.0,0.0,0.0,0.0,0,783.7,52.76,0.0,25.1,171.27,0.0,0.0,0.0,0.0,18.37,0.0,106.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8208,2.7631,2.8259,-0.007100000000000328
2022-04-21,2.8259,523.4,7,915.2,-391.8,915.2,2,0,0,0,0,0,0,0,0,0.0,0.0,50.52,59.11,67.39,0.0,0,767.94,29.59,0.0,0.0,171.17,0.0,0.0,0.0,0.0,18.4,0.0,108.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.833,2.7656,2.8409,0.015000000000000124
2022-04-22,2.8409,1585.6,5,1464.5,121.1,1464.5,1,0,0,0,0,0,0,0,0,0.0,76.59,0.0,0.0,0.0,0.0,0,1376.46,39.66,0.0,0.0,170.77,3109.78,4195.98,9141.87,122.51,18.41,129.15,106.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8259,2.7578,2.8335,-0.007400000000000073
2022-04-24,2.8335,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,101.22,0,1265.73,31.97,2048.55,0.0,170.01,0.0,0.0,0.0,0.0,19.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8409,2.8107,2.816,-0.01750000000000007
2022-04-25,2.816,80.0,2,700.0,-620.0,700.0,2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,785.54,38.04,0.0,0.0,169.76,0.0,0.0,0.0,0.0,19.23,0.0,102.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8335,2.8208,2.826,0.010000000000000231
2022-04-26,2.826,390.0,5,200.0,190.0,200.0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,786.99,35.22,0.0,0.0,169.51,0.0,0.0,0.0,0.0,19.65,0.0,104.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.816,2.833,2.8411,0.015099999999999891
2022-04-27,2.8411,1902.1,5,0.0,1902.1,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,775.27,39.51,0.0,21.6,169.3,0.0,0.0,0.0,0.0,19.75,0.0,105.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.826,2.8259,2.8486,0.00749999999999984
2022-04-28,2.8486,470.0,8,0.0,470.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,48.92,54.99,65.77,0.0,0,773.35,50.62,0.0,0.0,168.13,0.0,0.0,0.0,0.0,19.8,0.0,107.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8411,2.8409,2.8386,-0.009999999999999787
2022-04-29,2.8386,90.0,3,250.0,-160.0,250.0,1,0,0,0,0,0,0,0,0,0.0,77.61,0.0,0.0,0.0,0.0,0,2242.97,42.72,0.0,0.0,168.09,3096.85,4177.3,8955.34,121.41,19.79,128.25,109.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8486,2.8335,2.8282,-0.010400000000000187
2022-05-05,2.8282,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,45.0,40.18,40.64,0.0,0,1101.47,32.09,0.0,0.0,167.83,0.0,0.0,0.0,0.0,20.14,0.0,110.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8386,2.816,2.8273,-0.0008999999999996788
2022-05-06,2.8273,1844.7,10,0.0,1844.7,0.0,0,0,0,0,0,0,0,0,0,0.0,81.15,0.0,0.0,0.0,0.0,0,1086.58,37.41,0.0,0.0,167.55,3056.98,4163.74,8709.7,120.56,20.07,128.51,112.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8282,2.826,2.8263,-0.001000000000000334
2022-05-07,2.8263,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,1846.8,38.32,0.0,0.0,166.85,0.0,0.0,0.0,0.0,20.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8273,2.8411,2.8154,-0.01089999999999991
2022-05-09,2.8154,100.0,2,506.25,-406.25,506.25,2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,961.38,29.77,0.0,0.0,166.37,0.0,0.0,0.0,0.0,20.15,0.0,105.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8263,2.8486,2.8089,-0.00649999999999995
2022-05-10,2.8089,390.0,5,480.0,-90.0,480.0,2,0,0,0,0,0,0,0,0,307.34,0.0,0.0,0.0,0.0,0.0,0,897.01,44.42,0.0,0.0,166.34,0.0,0.0,0.0,0.0,20.22,0.0,102.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8154,2.8386,2.824,0.015099999999999891
2022-05-11,2.824,1603.3,6,40.0,1563.3,40.0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,898.64,38.18,0.0,27.1,165.37,0.0,0.0,0.0,0.0,20.29,0.0,107.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8089,2.8282,2.8055,-0.01849999999999996
2022-05-12,2.8055,500.0,7,0.0,500.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,48.85,55.64,60.49,0.0,0,901.33,42.25,0.0,0.0,165.45,0.0,0.0,0.0,0.0,20.45,0.0,107.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.824,2.8273,2.814,0.008500000000000174
2022-05-13,2.814,840.8,5,50.0,790.8,50.0,1,0,0,0,0,0,0,0,0,0.0,81.94,0.0,0.0,0.0,0.0,0,1346.05,46.02,0.0,0.0,165.26,3088.03,4147.83,8236.19,119.47,20.66,127.48,111.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8055,2.8263,2.8216,0.007600000000000051
2022-05-16,2.8216,80.0,2,300.0,-220.0,300.0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,909.97,35.85,0.0,0.0,164.88,0.0,0.0,0.0,0.0,0.0,0.0,114.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.814,2.8154,2.8178,-0.0038000000000000256
2022-05-17,2.8178,260.0,5,1197.3,-937.3,1197.3,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,839.44,37.54,0.0,0.0,164.3,0.0,0.0,0.0,0.0,20.87,0.0,111.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8216,2.8089,2.7801,-0.03770000000000007
2022-05-18,2.7801,1174.6,4,30.0,1144.6,30.0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,786.03,39.17,0.0,22.6,163.65,0.0,0.0,0.0,0.0,20.81,0.0,109.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8178,2.824,2.7774,-0.0026999999999999247
2022-05-19,2.7774,531.1,7,0.0,531.1,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,49.0,54.53,62.0,0.0,0,824.48,37.46,0.0,0.0,163.58,0.0,0.0,0.0,0.0,20.97,0.0,112.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7801,2.8055,2.79,0.012599999999999945
2022-05-20,2.79,491.3,5,0.0,491.3,0.0,0,0,0,0,0,0,0,0,0,315.26,81.94,0.0,0.0,0.0,0.0,0,5663.56,52.42,0.0,0.0,163.2,3135.78,4162.69,8465.59,119.11,20.9,127.23,112.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7774,2.814,2.7675,-0.022499999999999964
2022-05-23,2.7675,70.0,2,750.0,-680.0,750.0,2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,873.23,36.09,0.0,0.0,163.12,0.0,0.0,0.0,0.0,21.11,0.0,113.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.79,2.8216,2.765,-0.0024999999999999467
2022-05-24,2.765,870.1,6,1432.6,-562.5,1432.6,2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,822.53,39.23,0.0,0.0,162.82,0.0,0.0,0.0,0.0,21.21,0.0,113.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7675,2.8178,2.7575,-0.007500000000000284
2022-05-25,2.7575,110.0,2,0.0,110.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,831.04,46.36,0.0,25.9,162.56,0.0,0.0,0.0,0.0,21.21,0.0,114.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.765,2.7801,2.71,-0.047499999999999876
2022-05-26,2.71,527.2,8,0.0,527.2,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,49.83,56.13,64.17,0.0,0,0.0,45.12,0.0,0.0,162.33,0.0,0.0,0.0,0.0,20.95,0.0,117.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7575,2.7774,2.6974,-0.012599999999999945
2022-05-27,2.6974,294.4,3,0.0,294.4,0.0,0,0,0,0,0,0,0,0,0,0.0,82.67,0.0,0.0,0.0,0.0,0,1229.65,45.05,0.0,0.0,160.96,3190.95,4175.35,7851.06,117.92,21.15,126.98,119.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.71,2.79,2.7225,0.025100000000000122
2022-05-30,2.7225,0.0,0,200.0,-200.0,200.0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,835.16,49.99,0.0,0.0,160.13,0.0,0.0,0.0,0.0,21.23,0.0,121.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6974,2.7675,2.7426,0.020099999999999785
2022-05-31,2.7426,290.0,6,562.5,-272.5,562.5,1,0,0,0,0,0,0,0,0,316.52,0.0,0.0,0.0,0.0,0.0,63743,1010.62,58.44,0.0,0.0,159.1,0.0,0.0,0.0,0.0,21.21,0.0,122.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7225,2.765,2.7551,0.012500000000000178
2022-06-01,2.7551,130.0,2,0.0,130.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,5547.51,35.47,0.0,26.8,157.46,0.0,0.0,0.0,0.0,21.17,0.0,116.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7426,2.7575,2.7601,0.004999999999999893
2022-06-02,2.7601,630.0,8,0.0,630.0,0.0,0,0,0,0,0,0,0,0,0,0.0,83.59,47.68,56.09,64.92,0.0,0,2104.26,39.01,0.0,0.0,156.6,3186.65,4208.01,0.0,0.0,21.2,0.0,117.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7551,2.71,2.7776,0.01750000000000007
2022-06-06,2.7776,120.0,2,1300.0,-1180.0,1300.0,3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,1607.51,38.69,0.0,0.0,154.64,0.0,0.0,0.0,0.0,20.95,0.0,119.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7601,2.6974,2.7576,-0.020000000000000018
2022-06-07,2.7576,314.7,6,0.0,314.7,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,1521.46,50.27,0.0,0.0,154.0,0.0,0.0,0.0,0.0,20.98,0.0,120.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7776,2.7225,2.7661,0.00849999999999973
2022-06-08,2.7661,1191.8,4,0.0,1191.8,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,1373.4,48.77,0.0,24.8,153.2,0.0,0.0,0.0,0.0,21.17,0.0,123.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7576,2.7426,2.7576,-0.00849999999999973
2022-06-09,2.7576,564.0,7,201.1,362.9,201.1,1,0,0,0,0,0,0,0,0,0.0,0.0,48.12,53.03,63.36,0.0,0,1842.69,47.64,0.0,0.0,152.54,0.0,0.0,0.0,0.0,21.04,0.0,123.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7661,2.7551,2.7526,-0.004999999999999893
2022-06-10,2.7526,492.4,4,490.599,1.801,490.599,4,0,0,0,0,0,0,0,0,313.18,85.06,0.0,0.0,0.0,0.0,0,10547.47,61.08,0.0,0.0,152.36,3229.56,4233.31,7260.83,115.34,21.15,128.38,122.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7576,2.7601,2.7652,0.012599999999999945
2022-06-13,2.7652,90.0,2,400.0,-310.0,400.0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,4018.25,53.39,0.0,0.0,151.66,0.0,0.0,0.0,0.0,20.91,0.0,122.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7526,2.7776,2.7702,0.004999999999999893
2022-06-14,2.7702,1403.8,8,30.0,1373.8,30.0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,3497.63,61.74,0.0,0.0,150.83,0.0,0.0,0.0,0.0,21.05,0.0,121.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7652,2.7576,2.7827,0.012500000000000178
2022-06-15,2.7827,170.0,2,0.0,170.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,3221.0,74.12,0.0,27.3,150.43,0.0,0.0,0.0,0.0,20.95,0.0,118.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7702,2.7661,2.7728,-0.00990000000000002
2022-06-16,2.7728,604.2,8,0.0,604.2,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,47.99,58.97,64.71,0.0,0,3073.94,91.96,0.0,0.0,150.05,0.0,0.0,0.0,0.0,21.19,0.0,119.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7827,2.7576,2.7752,0.0023999999999997357
2022-06-17,2.7752,500.6,4,50.0,450.6,50.0,1,0,0,0,0,0,0,0,0,0.0,84.14,0.0,0.0,0.0,0.0,0,4293.23,93.77,0.0,0.0,149.56,3252.5,4221.96,7097.56,115.11,21.28,127.99,113.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7728,2.7526,2.7853,0.010099999999999998
2022-06-20,2.7853,120.0,2,400.0,-280.0,400.0,1,0,0,0,0,0,0,0,0,310.32,0.0,0.0,0.0,0.0,0.0,0,3440.65,75.17,0.0,0.0,148.37,0.0,0.0,0.0,0.0,21.28,0.0,114.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7752,2.7652,2.7853,0.0
2022-06-21,2.7853,334.7,6,30.0,304.7,30.0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,3094.54,75.68,0.0,0.0,148.31,0.0,0.0,0.0,0.0,21.36,0.0,114.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7853,2.7702,2.7773,-0.008000000000000007
2022-06-22,2.7773,1451.6,6,0.0,1451.6,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,2902.27,89.95,0.0,27.7,147.47,0.0,0.0,0.0,0.0,21.55,0.0,111.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7853,2.7827,2.7803,0.0030000000000001137
2022-06-23,2.7803,500.0,7,0.0,500.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,47.99,59.11,63.6,0.0,0,5133.26,75.36,0.0,0.0,147.37,0.0,0.0,0.0,0.0,21.67,0.0,110.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7773,2.7728,2.7978,0.01750000000000007
2022-06-24,2.7978,1011.6,5,40.0,971.6,40.0,1,0,0,0,0,0,0,0,0,0.0,81.03,0.0,0.0,0.0,0.0,0,7237.48,82.24,0.0,0.0,146.62,3244.78,4216.13,7031.74,115.46,21.75,125.56,113.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7803,2.7752,2.8329,0.03509999999999991
2022-06-27,2.8329,134.5,2,800.0,-665.5,800.0,2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,7562.57,92.12,0.0,0.0,146.2,0.0,0.0,0.0,0.0,22.4,0.0,115.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7978,2.7853,2.8414,0.008500000000000174
2022-06-28,2.8414,410.0,6,30.0,380.0,30.0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,8004.77,90.97,0.0,0.0,145.91,0.0,0.0,0.0,0.0,22.87,0.0,117.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8329,2.7853,2.8294,-0.01200000000000001
