date,yield_10y,stage1_pred__liquidity__dr001__t+20,stage1_pred__liquidity__dr007__t+20,stage1_pred__liquidity__r001__t+20,stage1_pred__liquidity__r007__t+20,stage1_pred__liquidity__fr007__t+20,stage1_pred__liquidity__gc001__t+20,stage1_pred__liquidity__gc007__t+20,stage1_pred__liquidity__spread_r007_dr007__t+20,stage1_pred__liquidity__spread_gc007_r007__t+20,stage1_pred__liquidity__spread_fr007_r007__t+20,stage1_pred__demand__银行__t+20,stage1_pred__demand__基金__t+20,stage1_pred__demand__保险__t+20,stage1_pred__demand__券商__t+20,stage1_pred__demand__理财子__t+20,stage1_pred__demand__其他__t+20,omo_net,omo_inject,omo_withdraw,lpr_1y,lpr_5y,feat__yield_10y__lag1,feat__yield_10y__lag5,label__yield_10y__t+20
2021-07-06,3.0854,1.943279,2.0658016,2.0237484,2.1494608,2.095081,2.3868718,2.9480562,0.08662901,0.7784269,-0.04906581,-0.6142492,-0.22459766,-0.03484534,0.55342394,0.045502823,0.41527474,0.0,100.0,100.0,3.85,4.65,3.0754,3.0853,2.8337
2021-07-07,3.0554,1.8078688,2.0245671,1.9307009,2.116094,2.1093066,2.3878648,3.0843308,0.07117137,0.9437252,-0.027582698,0.8479037,-1.141955,-0.054301437,0.44631827,-0.03162642,-0.30627957,0.0,100.0,100.0,3.85,4.65,3.0854,3.0778,2.8338
2021-07-08,2.983,1.8123167,1.9928645,1.870411,2.1310582,2.0740955,2.5595763,3.1371906,0.08721215,1.0070261,-0.036541183,1.3196018,-0.40566918,0.05190101,-0.17746593,0.013505956,-0.08673815,0.0,100.0,100.0,3.85,4.65,3.0554,3.0878,2.7988
2021-07-09,3.0105,1.9484394,2.0111063,2.0024302,2.0288575,2.0438151,3.9291675,3.658899,0.0068949177,1.6928656,0.024321342,1.3110234,-0.57618105,-0.09709479,-1.1927686,0.15279345,0.29511964,0.0,100.0,100.0,3.85,4.65,2.983,3.0803,2.8139
2021-07-12,2.9431,2.1560671,2.1700487,2.1875877,2.1491861,2.1558568,3.6902816,3.383118,-0.027868122,1.2897756,0.04144781,0.8602679,-1.2908913,0.021185309,-0.3024895,0.038462635,0.34147397,0.0,100.0,100.0,3.85,4.65,3.0105,3.0754,2.8615
2021-07-13,2.9256,2.057332,2.2414384,2.1901948,2.2318254,2.2507088,3.7949846,2.7983093,0.016347032,0.5981082,0.06703006,-0.64305377,1.4725013,-0.06258857,-0.060261376,0.010805882,0.5355215,0.0,100.0,100.0,3.85,4.65,2.9431,3.0854,2.8766
2021-07-14,2.9356,2.0166705,2.1207993,2.032362,2.2699997,2.1693904,3.1319134,2.589572,0.21534374,0.29097155,-0.14273508,2.1183221,-0.49181592,-0.047823798,0.59796494,0.03861006,0.09599807,0.0,100.0,100.0,3.85,4.65,2.9256,3.0554,2.8841
2021-07-15,2.9557,1.9600905,2.1272469,2.0078652,2.1819348,2.145965,2.406138,2.296808,0.059948094,0.14740716,-0.051186223,0.0876427,1.3756388,0.05838066,0.007118997,0.011862654,0.14747205,0.0,100.0,100.0,3.85,4.65,2.9356,2.983,2.8566
2021-07-16,2.9432,2.1331267,2.1497018,2.1500309,2.1892877,2.13672,2.0928855,2.1500974,0.035021238,-0.078586906,0.022517625,4.598012,-1.5520707,-0.20769545,-0.6872239,0.40206277,-0.542808,0.0,100.0,100.0,3.85,4.65,2.9557,3.0105,2.8792
2021-07-19,2.9483,2.043702,2.1753397,2.0884326,2.22203,2.173023,2.1514993,2.223835,0.034833945,-0.018257251,-0.037752975,-1.1829892,0.64422697,-0.011421088,-0.17433336,0.038462635,0.2267018,0.0,100.0,100.0,3.85,4.65,2.9432,2.9431,2.8943
2021-07-20,2.9258,2.010107,2.1598933,2.048502,2.2768936,2.189293,2.1300647,2.2012239,0.13997906,-0.060899626,-0.09322999,-2.743612,2.0724726,0.07950042,0.042850584,-0.04192029,0.42870465,0.0,100.0,100.0,3.85,4.65,2.9483,2.9256,2.8819
2021-07-21,2.9184,1.8890656,2.0884252,1.902821,2.22262,2.16282,2.1096215,2.1819656,0.13052075,-0.026798723,-0.07005503,-1.7676582,0.48509893,-0.054301437,0.66770786,-0.030569645,-0.30783626,0.0,100.0,100.0,3.85,4.65,2.9258,2.9356,2.8494
2021-07-22,2.9284,1.8991673,2.091537,1.9492832,2.1832607,2.1596982,2.2965825,2.255671,0.07996365,0.032204147,-0.038025577,-1.2144672,1.4923804,-0.024491057,0.038979135,0.011137662,-0.1446393,0.0,100.0,100.0,3.85,4.65,2.9184,2.9557,2.8395
2021-07-23,2.9134,2.0284176,2.1698549,2.0618415,2.2103443,2.1721532,2.1555176,2.2045717,0.0750732,0.045736317,-0.029544447,-0.46271542,0.56761765,0.01869023,-0.18640201,-0.03413495,0.14133656,0.0,100.0,100.0,3.85,4.65,2.9284,2.9432,2.852
2021-07-26,2.8711,2.064892,2.1342335,2.1118953,2.1571536,2.1570609,2.2275546,2.2743452,0.015272221,0.19418865,-7.41858e-05,-4.5655427,0.67993385,0.0039468203,1.107073,0.15234074,0.30683222,0.0,100.0,100.0,3.85,4.65,2.9134,2.9483,2.8672
2021-07-27,2.911,2.1935997,2.20595,2.23909,2.2732751,2.1898205,2.1255734,2.2419791,0.08145293,0.024347993,-0.035548057,-2.1871479,1.1668695,-0.057576243,0.77396584,0.09437576,-0.3131996,200.0,350.0,150.0,3.85,4.65,2.8711,2.9258,2.8522
2021-07-28,2.9312,2.129895,2.2463086,2.1635816,2.2938237,2.4296124,2.0359602,2.1898844,0.028427474,-0.049426135,0.14241567,-1.6305509,0.42631692,0.09323465,0.2015119,0.16810758,-0.1485046,200.0,300.0,100.0,3.85,4.65,2.911,2.9184,2.8547
2021-07-29,2.884,2.0845983,2.25279,2.105387,2.3284833,2.310592,2.1901612,2.262013,0.12129016,-0.051921062,-0.064187475,-1.6025361,1.9650267,0.05838066,0.038979135,-0.0075639766,0.39214608,0.0,100.0,100.0,3.85,4.65,2.9312,2.9284,2.8848
2021-07-30,2.8363,2.0095806,2.2979574,2.0848129,2.3741262,2.3854282,2.102444,2.234129,0.10938448,-0.07901483,-0.04336275,-1.7756286,1.6668301,-0.10275613,0.103731364,0.09111182,0.55440366,0.0,100.0,100.0,3.85,4.65,2.884,2.9134,2.8698
2021-08-02,2.8212,1.9547565,2.2652042,2.0299072,2.3110578,2.3584673,2.3255978,2.2918472,0.08517866,-0.032300405,-0.0024647494,-5.70939,4.271342,-0.062387284,0.84656423,-0.02791483,0.30683222,0.0,100.0,100.0,3.85,4.65,2.8363,2.8711,2.8505
2021-08-03,2.8337,2.1011944,2.248587,2.3089013,2.351128,2.2607992,2.1992536,2.2541158,0.11895881,-0.026393631,-0.06893561,-2.1594465,1.8128804,0.06542231,-0.9344801,0.003147984,0.19414374,-200.0,100.0,300.0,3.85,4.65,2.8212,2.911,2.845
2021-08-04,2.8338,2.0302987,2.134659,2.0773635,2.380358,2.1392627,2.0607972,2.2654576,0.23805644,-0.1044845,-0.22230312,-1.3804193,0.62139344,-0.07072255,-0.3494934,-0.03928432,-0.16822398,-200.0,100.0,300.0,3.85,4.65,2.8337,2.9312,2.8226
2021-08-05,2.7988,2.0693512,2.0933838,2.1100662,2.171041,2.1079483,2.1758265,2.3663123,0.11034525,0.19131722,-0.076988414,-1.0203284,1.5628409,0.05838066,0.07314042,0.0058480594,0.02984743,0.0,100.0,100.0,3.85,4.65,2.8338,2.884,2.8301
2021-08-06,2.8139,2.0093174,2.0693836,2.0435493,2.131089,2.070117,2.2157288,2.423557,0.0638986,0.26139897,-0.035381634,-1.4540386,1.3624374,-0.05968846,-0.14495106,-0.027458256,0.2736367,0.0,100.0,100.0,3.85,4.65,2.7988,2.8363,2.8327
2021-08-09,2.8615,2.0939102,2.1217697,2.0846322,2.0769806,2.086049,2.266134,2.546051,-0.019757535,0.4577549,0.005847321,-0.8864373,1.0290953,0.021185309,-0.37819317,0.03585497,0.2493071,0.0,100.0,100.0,3.85,4.65,2.8139,2.8212,2.8354
2021-08-10,2.8766,2.1603203,2.163413,2.1838627,2.146249,2.1449165,2.1612797,2.5177789,-0.010157417,0.3404753,0.008322329,-1.2659503,0.9353366,-0.043599766,-0.14140762,-0.084160246,0.2801231,0.0,100.0,100.0,3.85,4.65,2.8615,2.8337,2.8604
2021-08-11,2.8841,2.052876,2.2018788,2.0930612,2.267957,2.2628293,2.5532389,2.5525408,0.053123597,0.19527353,-0.020729426,-0.13807857,0.026828185,-0.054301437,0.9565841,-0.035877384,-0.10242098,0.0,100.0,100.0,3.85,4.65,2.8766,2.8338,2.8705
2021-08-12,2.8566,2.0193763,2.1593819,2.0252826,2.2038262,2.1631815,2.4741564,2.2815053,0.05548847,0.076722234,-0.024173407,1.2987266,0.7735333,-0.009165166,0.07367275,0.0056598783,0.23587385,0.0,100.0,100.0,3.85,4.65,2.8841,2.7988,2.873
2021-08-13,2.8792,2.0378118,2.1729145,2.0617843,2.166164,2.1513991,2.133261,2.2041667,0.03517097,-0.066638745,-0.041127197,-4.6650305,1.2800947,-0.046072792,0.035890307,0.041041855,0.2358999,0.0,100.0,100.0,3.85,4.65,2.8566,2.8139,2.8656
2021-08-16,2.8943,2.0449061,2.1959593,2.0966008,2.2624583,2.2036903,2.015587,2.0623527,0.10453325,-0.16394447,-0.07353253,1.4459559,0.74054265,0.030851379,-0.60977954,0.13328636,0.32943752,0.0,100.0,100.0,3.85,4.65,2.8792,2.8615,2.8908
2021-08-17,2.8819,2.1316094,2.2215533,2.1721396,2.3531842,2.2706938,2.081691,2.03521,0.15665,-0.2965537,-0.041918203,0.7090012,1.0201191,0.097211316,-0.5654199,0.07642169,0.4074465,0.0,100.0,100.0,3.85,4.65,2.8943,2.8766,2.8858
2021-08-18,2.8494,2.0334492,2.1931067,2.0716517,2.3210435,2.2303107,1.945171,2.0268035,0.16847838,-0.27830315,-0.08837785,0.7992077,-0.012551625,-0.19405545,-0.42949364,-0.084444076,-0.050874993,0.0,100.0,100.0,3.85,4.65,2.8819,2.8841,2.9009
2021-08-19,2.8395,2.0851989,2.1741226,2.1374133,2.2563934,2.2456799,1.9926578,2.159831,0.13207144,-0.1985531,-0.036247417,-0.30502647,1.0213666,0.051456723,-0.20707491,-0.028176356,-0.027290275,0.0,100.0,100.0,3.85,4.65,2.8494,2.8566,2.8885
2021-08-20,2.852,2.1066153,2.3060694,2.1046817,2.4162705,2.3884854,2.1064987,2.2213671,0.11745749,-0.19374004,-0.035583675,-1.1725532,1.0367088,-0.05968846,-0.18455468,-0.086460255,0.530803,0.0,100.0,100.0,3.85,4.65,2.8395,2.8792,2.8785
2021-08-23,2.8672,2.0776942,2.1895392,2.0798256,2.2196875,2.23983,2.126149,2.234586,0.07257762,-0.009262633,0.0025414284,1.5206989,0.610059,0.02108981,-0.3961087,0.113038465,0.30823037,400.0,500.0,100.0,3.85,4.65,2.852,2.8943,2.8717
2021-08-24,2.8522,2.1090505,2.1732972,2.1326284,2.2756562,2.20503,2.2171583,2.2720697,0.08489683,-0.07088644,-0.039167944,-2.31138,0.61027485,-0.058185022,1.1507583,-0.008044248,0.3575952,400.0,500.0,100.0,3.85,4.65,2.8672,2.8819,2.8639
2021-08-25,2.8547,2.0258012,2.1579812,2.0603826,2.2456455,2.1662128,1.9070532,2.165019,0.117404796,-0.1349431,-0.053111166,-1.5974927,0.0382473,0.108904295,0.9266905,-0.003667816,-0.23314443,450.0,550.0,100.0,3.85,4.65,2.8522,2.8494,2.8565
2021-08-26,2.8848,1.7880073,2.1343896,1.8288966,2.2866693,2.2022305,2.0055983,2.2115104,0.13937125,-0.14933814,-0.06263737,-1.8846378,0.8852702,0.03762779,1.1558608,-0.01608871,0.3111783,400.0,500.0,100.0,3.85,4.65,2.8547,2.8395,2.8719
2021-08-27,2.8698,1.7973748,2.043837,1.826127,2.2755682,2.128598,2.0030825,2.199165,0.20209508,-0.04832845,-0.1632915,-3.3979049,1.7843493,0.04164781,-0.16623999,0.04381796,0.17451185,350.0,500.0,150.0,3.85,4.65,2.8848,2.852,2.8797
2021-08-30,2.8505,1.8534309,2.0903704,1.9078076,2.3616676,2.0914118,2.06815,2.1831293,0.3397874,-0.2526388,-0.320788,-2.5188665,1.4630533,-0.03959002,-0.40394834,0.01731703,0.29054984,-400.0,100.0,500.0,3.85,4.65,2.8698,2.8672,2.8825
2021-08-31,2.845,1.9358164,2.190833,1.9814321,2.9027252,2.180206,2.1289,2.1595023,0.7202748,-0.78342706,-0.76555836,-3.1155047,1.0531737,-0.5298853,-1.1785183,0.3269657,0.22607392,-400.0,100.0,500.0,3.85,4.65,2.8505,2.8522,2.8769
2021-09-01,2.8226,1.6402704,2.3912811,1.7002814,3.1987247,2.8632996,2.01571,2.1586816,0.82277954,-1.0392084,-0.33431974,-2.8924575,0.25794315,-0.13689166,-0.44774154,-0.09959103,0.09947137,-400.0,100.0,500.0,3.85,4.65,2.845,2.8547,2.8646
2021-09-02,2.8301,1.9780259,2.2461123,2.0459929,2.495989,2.3588536,2.115723,2.248261,0.23035893,-0.19867238,-0.07127223,-1.906344,1.0867268,0.0076724347,-1.3656111,-0.043873694,0.13942438,-400.0,100.0,500.0,3.85,4.65,2.8226,2.8848,2.8776
2021-09-03,2.8327,2.0626757,2.165908,2.0780938,2.3422222,2.2259426,2.1324065,2.26771,0.18074405,-0.11668482,-0.089992896,-3.049531,1.4691844,-0.14624542,-0.99100745,-0.032090753,0.112503536,-400.0,100.0,500.0,3.85,4.65,2.8301,2.8698,2.9131
2021-09-06,2.8354,1.815282,2.0086844,1.8537233,2.0528884,2.0968277,2.2164726,2.3361697,0.06743156,0.33497292,-0.010533398,-2.817275,1.9144839,0.018514417,0.88169897,0.28650612,0.6991924,0.0,100.0,100.0,3.85,4.65,2.8327,2.8505,2.9186
2021-09-07,2.8604,2.0770226,2.1264615,2.1097722,2.1568532,2.1545873,2.249946,2.4918659,0.08264095,0.25699952,-0.024055736,-2.0788028,-0.013618057,0.009865727,1.4507399,-0.32909918,0.9327267,0.0,100.0,100.0,3.85,4.65,2.8354,2.845,2.958
2021-09-08,2.8705,2.0168574,2.1185086,2.081854,2.2077458,2.160773,2.1936975,2.497336,0.06950754,0.3885938,-0.029922646,-3.3665717,-0.053305473,0.014156777,1.1769409,0.13365023,0.92545795,0.0,100.0,100.0,3.85,4.65,2.8604,2.8226,2.9657
2021-09-09,2.873,2.0695992,2.1873481,2.1384192,2.2891858,2.254813,2.5984962,2.355726,0.124960616,0.09625577,-0.030809287,-3.9892635,1.9530451,0.03367767,0.52043205,0.087884426,0.4367368,0.0,100.0,100.0,3.85,4.65,2.8705,2.8301,2.9578
2021-09-10,2.8656,2.054428,2.1684792,2.0780919,2.1831248,2.1893756,3.3464818,2.5223463,0.03321974,0.27255052,-0.013468607,-4.9215713,1.23988,-0.022671416,1.394983,-0.113384396,0.9294356,0.0,100.0,100.0,3.85,4.65,2.873,2.8327,2.9581
2021-09-13,2.8908,2.0280495,2.153132,2.0474026,2.1957793,2.17227,2.2085974,2.2216036,0.044379286,-0.08078839,-0.025365733,-2.1685736,-0.12877873,0.43254247,1.2101748,0.1528809,0.6695486,0.0,100.0,100.0,3.85,4.65,2.8656,2.8354,2.9683
2021-09-14,2.8858,2.0728977,2.1982756,2.1302714,2.241761,2.2165546,2.2066321,2.1469238,0.049601246,-0.054697584,-0.03391428,-3.8077333,-0.07566151,-0.004359522,-0.07045428,0.11002099,0.8998674,0.0,100.0,100.0,3.85,4.65,2.8908,2.8604,3.0426
2021-09-15,2.9009,2.0862417,2.236765,2.09597,2.257616,2.230575,2.2805815,2.287683,0.04186821,0.040844087,-0.008605814,-3.8139055,-1.0342709,-0.16448593,0.65758,0.13209744,0.45598444,900.0,1000.0,100.0,3.85,4.65,2.8858,2.8705,3.0102
2021-09-16,2.8885,2.0395432,2.195316,2.071638,2.2744443,2.2547169,2.2113328,2.272637,0.1030897,0.00070612034,-0.026708763,-3.1347744,-0.9333934,0.23703022,0.48588797,0.12096647,0.8524507,1000.0,1000.0,0.0,3.85,4.65,2.9009,2.873,2.9978
2021-09-17,2.8785,1.7512753,2.0563009,1.7440776,2.1792173,2.1532753,2.1899545,2.2558,0.11333634,0.070828825,-0.022980046,-3.868486,-0.3875097,-0.06006347,1.7893832,0.0986338,1.0164297,900.0,1200.0,300.0,3.85,4.65,2.8885,2.8656,2.9702
2021-09-18,2.8717,1.6681374,2.03635,1.6981083,2.1396694,2.0973744,2.231196,2.3074331,0.07051689,0.11315364,-0.041657053,-9.656768,1.1510338,0.24572743,2.7004275,0.110777214,0.5285871,1100.0,1200.0,100.0,3.85,4.65,2.8785,2.8908,2.9953
2021-09-22,2.8639,1.6991063,2.141186,1.7851675,2.3529744,2.209557,2.159983,2.2906973,0.24072388,-0.040487032,-0.13464786,4.273727,0.028121289,-0.00460925,0.59177256,0.202555,0.12979928,700.0,1200.0,500.0,3.85,4.65,2.8717,2.8858,2.9879
2021-09-23,2.8565,1.7252834,2.183138,1.7097499,2.3358407,2.3744435,2.2335894,2.2975407,0.17466125,0.057713542,-0.0060142423,0.622175,-0.57285416,-0.3576949,1.9044948,0.21951924,0.33036444,550.0,1050.0,500.0,3.85,4.65,2.8639,2.9009,2.978
2021-09-24,2.8719,1.8775717,2.1913111,1.9544541,2.3744414,2.4035435,2.2639084,2.3220923,0.20147605,-0.02314009,-0.00053540285,-0.6378314,-0.75463796,-0.022524104,1.5714531,-0.14484215,0.36400133,1000.0,1000.0,0.0,3.85,4.65,2.8565,2.8885,2.9781
2021-09-26,2.8797,1.899904,2.2442331,1.9426194,2.331335,2.3497248,2.2589808,2.314879,0.14956003,0.044238146,-0.017406901,-0.76590616,-0.13923939,-0.1052505,10.492289,0.14719982,1.0785463,1000.0,1000.0,0.0,3.85,4.65,2.8719,2.8785,2.9682
2021-09-27,2.8825,2.096221,2.3058145,2.2311964,2.3861148,2.352412,2.2563224,2.3649502,0.14205644,-0.02189661,-0.04192175,-1.7895379,1.0545828,-0.25620311,1.6327058,0.16652147,0.6051812,350.0,1000.0,650.0,3.85,4.65,2.8797,2.8717,2.9732
2021-09-28,2.8769,1.958707,2.1586258,2.0439074,2.2920916,2.243228,2.391933,2.3624756,0.15417618,0.09458089,-0.036196843,-1.9063382,0.13488051,0.08330236,1.3036087,0.012401744,0.6596653,400.0,1000.0,600.0,3.85,4.65,2.8825,2.8639,2.9435
2021-09-29,2.8646,2.0582173,2.171783,2.08809,2.250252,2.2400777,2.412864,2.5293362,0.121983215,0.19451539,-0.023090454,-3.0259,4.0152774,0.5436887,-0.6781695,0.32833457,0.3878852,-3300.0,100.0,3400.0,3.85,4.65,2.8769,2.8565,2.9259
2021-09-30,2.8776,1.9659725,2.120984,1.997483,2.2109673,2.2056582,2.555211,2.5663671,0.054447677,0.37791586,-0.014126522,9.905365,-2.461063,0.003607394,-1.612824,-0.14116932,-1.1186644,100.0,100.0,0.0,3.85,4.65,2.8646,2.8719,2.9385
2021-10-08,2.9131,1.8622738,2.1288784,1.9324859,2.2131834,2.185272,2.3991027,2.5577924,0.09971694,0.37120992,-0.038291294,-3.8769877,1.559872,-0.20563117,1.3222485,0.008969289,0.030383812,-1900.0,100.0,2000.0,3.85,4.65,2.8776,2.8797,2.9261
2021-10-09,2.9186,1.8829533,2.1264558,1.939449,2.1402502,2.1090696,2.3903654,3.1458979,0.057731207,0.8909187,-0.078565344,7.8998356,-1.4402481,0.07763978,-1.0825447,0.12683636,-0.31031305,-900.0,100.0,1000.0,3.85,4.65,2.9131,2.8825,2.8911
2021-10-11,2.958,1.9203057,2.1311736,1.9753153,2.2508423,2.1624727,2.6055944,3.3816361,0.11375282,1.1868098,-0.07531524,-2.1390321,-0.82864344,-0.25102413,-0.22481808,0.011257217,-1.0309931,-900.0,100.0,1000.0,3.85,4.65,2.9186,2.8769,2.9013
2021-10-12,2.9657,2.0133295,2.188181,2.0685802,2.3624032,2.2311566,2.971102,3.4778037,0.13561463,1.2234553,-0.1112025,-3.5324032,2.282353,0.046788637,-0.22761527,0.10862224,0.09976517,-900.0,100.0,1000.0,3.85,4.65,2.958,2.8646,2.8988
2021-10-13,2.9578,1.9038341,2.112625,1.9667397,2.1992662,2.1958303,3.0388064,3.6575556,0.09014167,1.3057216,-0.017019194,-0.95546395,1.1639065,0.012013402,1.4938492,0.11804317,-0.21883604,0.0,100.0,100.0,3.85,4.65,2.9657,2.8776,2.9139
2021-10-14,2.9581,1.950473,2.1264617,1.9825506,2.1584957,2.1736014,3.342319,3.4610655,0.05407369,1.1811696,-0.023614727,-2.4030561,1.96175,0.071964316,-0.8364904,0.12103106,-0.38139,-100.0,100.0,200.0,3.85,4.65,2.9578,2.9131,2.9365
2021-10-15,2.9683,1.8660228,2.0941796,1.9183364,2.1575701,2.1633508,2.68882,2.6949506,0.0535889,0.48478717,0.0063161966,-0.7227263,2.2558157,-0.23270878,0.11294616,0.0632127,-0.02799368,0.0,100.0,100.0,3.85,4.65,2.9581,2.9186,2.9391
2021-10-18,3.0426,1.8650452,2.0854316,1.9033079,2.1637926,2.1505985,3.5182967,2.5909812,0.101300836,0.41644782,-0.021345338,-6.308869,1.6501199,0.1816022,2.8974173,0.10662129,0.6522252,900.0,1000.0,100.0,3.85,4.65,2.9683,2.958,2.9269
2021-10-19,3.0102,1.968795,2.0958881,2.0048409,2.2125883,2.1646852,2.360305,2.3366957,0.095224395,0.15946135,-0.030159604,-4.6253004,3.0850756,0.10570871,1.2765427,0.09238485,0.8082962,900.0,1000.0,100.0,3.85,4.65,3.0426,2.9657,2.9244
2021-10-20,2.9978,2.0448534,2.133584,2.1142123,2.2319643,2.1855512,2.1509879,2.2197914,0.103717566,0.035134893,-0.047119964,-6.6462502,2.042041,0.06868351,2.962528,0.08072442,0.5393678,900.0,1000.0,100.0,3.85,4.65,3.0102,2.9578,2.9295
2021-10-21,2.9702,1.9459094,2.1183133,1.9845033,2.2733462,2.211195,1.9871573,2.1724916,0.15694618,-0.011110556,-0.032780956,-3.3700926,1.536248,0.2769527,1.6006703,0.0872157,0.6927256,1900.0,2000.0,100.0,3.85,4.65,2.9978,2.9581,2.9146
2021-10-22,2.9953,1.9773592,2.1303484,2.0070474,2.213829,2.1667511,1.8386782,2.1258204,0.092524804,-0.069160745,-0.033501636,-4.141494,2.5588367,0.21006857,0.32583207,0.056148157,1.5323087,1900.0,2000.0,100.0,3.85,4.65,2.9702,2.9683,2.9302
2021-10-25,2.9879,1.975142,2.1200192,2.0559824,2.3077145,2.2069447,2.1171205,2.250125,0.17758626,-0.09072825,-0.1002419,-0.7083011,1.4875408,0.07551854,0.2778467,0.14247724,0.15526292,1000.0,2000.0,1000.0,3.85,4.65,2.9953,3.0426,2.8876
2021-10-26,2.978,2.0382826,2.1458309,2.1651154,2.3207378,2.2120647,1.9510688,2.2046847,0.19317636,-0.123210706,-0.10602211,-0.15930083,-0.60968685,0.023365438,-1.1559458,0.13799512,0.3186542,1000.0,2000.0,1000.0,3.85,4.65,2.9879,3.0102,2.8875
2021-10-27,2.9781,1.8426503,2.196231,1.8946831,2.4216664,2.4181077,2.0914314,2.3732002,0.25919482,-0.11895709,-0.05965534,1.2442237,0.7444592,0.13046415,0.2555777,0.01300772,0.16955665,1000.0,2050.0,1050.0,3.85,4.65,2.978,2.9978,2.86
2021-10-28,2.9682,1.8370181,2.2182758,1.8660513,2.4801636,2.434242,2.024013,2.3513403,0.2478675,-0.18936993,-0.06096402,0.5913319,0.60220623,0.33649942,0.13458845,-0.33812734,0.13769996,-1900.0,100.0,2000.0,3.85,4.65,2.9781,2.9702,2.855
2021-10-29,2.9732,1.6933527,2.2570276,1.7603853,2.4159613,2.4355657,1.8372922,2.1616232,0.19463134,-0.24692312,-0.004888178,0.5954568,-0.07473621,0.2823742,0.42217875,0.04078383,0.16582349,-1900.0,100.0,2000.0,3.85,4.65,2.9682,2.9953,2.82
2021-11-01,2.9435,1.9411016,2.2333157,2.0521102,2.4863145,2.4098244,2.0239022,2.449953,0.25546595,-0.04142252,-0.060797397,1.5119094,-0.39275166,0.1399894,0.2672275,0.0028135884,0.13274199,-1500.0,500.0,2000.0,3.85,4.65,2.9732,2.9879,2.825
2021-11-02,2.9259,2.0790393,2.293705,2.9023259,2.63058,2.388203,2.040362,2.5230176,0.29507202,-0.20573892,-0.1881432,1.160992,-0.2948,0.2954336,0.013044645,0.10913116,0.11360509,-1500.0,500.0,2000.0,3.85,4.65,2.9435,2.978,2.825
2021-11-03,2.9385,1.9975971,2.1669633,2.0991368,2.4137592,2.287887,2.09112,2.4932547,0.24089193,0.11927825,-0.07777622,0.5240129,-1.006348,0.1036746,0.62641215,0.059041087,-0.22631484,-1000.0,1000.0,2000.0,3.85,4.65,2.9259,2.9781,2.8401
2021-11-04,2.9261,1.9886642,2.1266692,2.064033,2.2585468,2.2143605,2.3005905,2.41518,0.1446715,0.07193322,-0.0709647,2.8411489,-0.74862736,0.10888128,0.79075503,0.045901533,0.9342728,900.0,1000.0,100.0,3.85,4.65,2.9385,2.9682,2.8601
2021-11-05,2.8911,1.943437,2.0588746,1.9719445,2.1644766,2.1329386,2.5643618,2.3820662,0.06314641,0.24043241,-0.04332529,2.242661,-0.15618657,-0.39634258,1.3644476,-0.026360385,0.12704487,900.0,1000.0,100.0,3.85,4.65,2.9261,2.9732,2.8701
2021-11-08,2.9013,1.9036648,2.0869584,1.9438188,2.2250764,2.1825001,2.176894,2.2733324,0.0982957,0.10303583,-0.06041271,3.5664954,-1.1547679,0.5256159,-0.45356676,0.12653416,0.33781675,500.0,1000.0,500.0,3.85,4.65,2.8911,2.9435,2.8176
2021-11-09,2.8988,2.0848734,2.1181886,2.1850328,2.2228749,2.160399,2.1499104,2.2433639,0.09664055,-0.06235377,-0.07898397,1.2897766,-0.81319934,0.12875453,-0.9409434,0.019986454,0.17415783,500.0,1000.0,500.0,3.85,4.65,2.9013,2.9259,2.8451
2021-11-10,2.9139,2.0932918,2.1389818,2.1408734,2.309618,2.1910863,2.1551702,2.2113078,0.1980549,-0.10531003,-0.11211342,-0.6225285,-1.3750943,-0.12721717,-1.0075847,-0.0049512573,-0.2925462,0.0,1000.0,1000.0,3.85,4.65,2.8988,2.9385,2.8551
2021-11-11,2.9365,2.0478094,2.2358181,2.1322865,2.5093691,2.378482,2.2803614,2.396812,0.27435732,-0.1637941,-0.13428959,0.68746936,-0.27642444,0.16472451,-0.010610975,0.11921287,0.056489892,-900.0,100.0,1000.0,3.85,4.65,2.9139,2.9261,2.8526
2021-11-12,2.9391,1.8564256,2.15996,1.9392588,2.313071,2.2330928,2.0940382,2.2190762,0.14260511,-0.027801847,-0.05438958,-0.03499915,-0.05335835,0.017772712,-0.41744468,0.0036620246,0.10596443,-500.0,500.0,1000.0,3.85,4.65,2.9365,2.8911,2.8426
2021-11-15,2.9269,2.0538957,2.1769214,2.1413348,2.3277953,2.216254,2.2151933,2.3298395,0.1642999,0.08196615,-0.10198205,0.36192456,0.19466193,0.116855904,-0.5716807,0.07569479,0.0952716,-500.0,500.0,1000.0,3.85,4.65,2.9391,2.9013,2.8552
2021-11-16,2.9244,2.005918,2.2021625,2.0881112,2.4096465,2.3173223,2.2758884,2.3398685,0.2420032,-0.1037959,-0.09902319,0.4235508,-0.30258396,0.21052109,-0.33569956,0.03696836,0.016041758,-500.0,500.0,1000.0,3.85,4.65,2.9269,2.8988,2.8477
2021-11-17,2.9295,2.0254903,2.1933348,2.1303937,2.4394608,2.2368264,2.271172,2.3141618,0.21306343,-0.12376107,-0.14337666,1.2021518,-0.91153145,-0.072317496,-0.54780394,0.14919655,1.082594,-500.0,500.0,1000.0,3.85,4.65,2.9244,2.9139,2.8502
