date,macro_day__总发行量(亿元),macro_day__发行只数,macro_day__总偿还量(亿元),macro_day__净融资额(亿元),macro_day__到期偿还量(亿元),macro_day__到期只数,macro_day__提前兑付量(亿元),macro_day__提前兑付只数,macro_day__回售量(亿元),macro_day__回售只数,macro_day__赎回量(亿元),macro_day__赎回只数,macro_day__现金要约金额(亿元),macro_day__现金要约只数,macro_week__中国:日均产量:粗钢,macro_week__唐山:高炉开工率,macro_week__中国:江浙地区:开工率:涤纶长丝:下游织机,macro_week__中国:开工率:汽车轮胎(全钢胎),macro_week__中国:开工率:汽车轮胎(半钢胎),macro_week__义乌中国小商品指数:总价格指数,"macro_week__中国:日均销量(当周,厂家零售):乘用车",macro_week__中国:票房收入:电影,macro_week__中国:30大中城市:成交面积:商品房,macro_week__中国:100大中城市:成交土地占地面积:当周值,macro_week__中国:开工率:石油沥青装置,macro_week__中国:水泥价格指数,macro_week__中国出口集装箱运价指数:综合指数,macro_week__上海出口集装箱运价指数:综合指数,macro_week__波罗的海货运指数,macro_week__中国食用农产品价格指数,macro_week__中国:平均批发价:猪肉,macro_week__中国:生产资料价格指数,macro_week__期货结算价(连续):布伦特原油,omo_net,omo_inject,omo_withdraw,lpr_1y,lpr_5y,gov_net_financing,net_financing_total,银行,基金,保险,券商,理财子,其他,label__demand__银行__t+20,label__demand__基金__t+20,label__demand__保险__t+20,label__demand__券商__t+20,label__demand__理财子__t+20,label__demand__其他__t+20
2022-01-04,280.0,3,0.0,280.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,8548.39,37.75,0.0,25.7,181.42,0.0,0.0,0.0,0.0,23.35,0.0,80.0,-1000.0,100.0,1100.0,3.8,4.65,,280.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-05,212.5,4,0.0,212.5,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,7360.87,47.54,0.0,32.3,180.2,0.0,0.0,0.0,0.0,22.98,0.0,80.8,-1000.0,100.0,1100.0,3.8,4.65,,212.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-06,480.0,6,650.9,-170.9,650.9,1,0,0,0,0,0,0,0,0,0.0,0.0,50.99,52.03,60.05,0.0,0,6682.17,61.03,0.0,0.0,180.02,0.0,0.0,0.0,0.0,22.94,0.0,81.99,100.0,100.0,0.0,3.8,4.65,,-170.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-07,80.0,2,0.0,80.0,0.0,0,0,0,0,0,0,0,0,0,0.0,73.25,0.0,0.0,0.0,0.0,0,8358.57,79.88,0.0,0.0,179.44,3432.79,5109.6,9167.44,124.87,22.74,122.06,81.75,0.0,100.0,100.0,3.8,4.65,,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-10,100.0,2,0.0,100.0,0.0,0,0,0,0,0,0,0,0,0,251.76,0.0,0.0,0.0,0.0,0.0,0,5111.21,78.03,0.0,0.0,178.24,0.0,0.0,0.0,0.0,22.84,0.0,80.87,0.0,100.0,100.0,3.8,4.65,,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-11,316.0,6,50.0,266.0,50.0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,4973.47,63.21,0.0,0.0,177.22,0.0,0.0,0.0,0.0,22.2,0.0,83.72,0.0,100.0,100.0,3.8,4.65,,266.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-12,1601.0,5,600.0,1001.0,600.0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,4822.96,65.08,0.0,32.9,176.38,0.0,0.0,0.0,0.0,22.13,0.0,84.67,0.0,100.0,100.0,3.8,4.65,,1001.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-13,570.0,6,0.0,570.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,46.29,59.01,59.36,0.0,0,4752.37,60.69,0.0,0.0,175.38,0.0,0.0,0.0,0.0,21.82,0.0,84.47,900.0,1000.0,100.0,3.8,4.65,,570.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-14,600.0,4,50.0,550.0,50.0,1,0,0,0,0,0,0,0,0,0.0,76.13,0.0,0.0,0.0,0.0,0,6982.32,59.63,0.0,0.0,175.14,3489.94,5094.36,9526.41,124.0,22.26,123.89,86.06,900.0,1000.0,100.0,3.8,4.65,,550.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-17,130.0,2,500.0,-370.0,500.0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,4322.44,41.6,0.0,0.0,174.96,0.0,0.0,0.0,0.0,21.82,0.0,86.48,900.0,1000.0,100.0,3.8,4.65,,-370.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-18,260.0,4,1156.9,-896.9,1156.9,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,4236.79,44.22,0.0,0.0,174.53,0.0,0.0,0.0,0.0,21.76,0.0,87.51,900.0,1000.0,100.0,3.8,4.65,,-896.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-19,1530.0,6,0.0,1530.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,4139.54,60.77,0.0,29.8,173.94,0.0,0.0,0.0,0.0,21.61,0.0,88.44,900.0,1000.0,100.0,3.8,4.65,,1530.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-20,461.0,6,0.0,461.0,0.0,0,0,0,0,0,0,0,0,0,253.4,0.0,41.78,52.13,55.01,0.0,0,4180.61,74.12,0.0,0.0,173.74,0.0,0.0,0.0,0.0,21.81,0.0,88.38,500.0,1500.0,1000.0,3.7,4.6,,461.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-21,489.0,4,1640.0,-1151.0,1640.0,2,0,0,0,0,0,0,0,0,0.0,76.13,0.0,0.0,0.0,0.0,0,4693.84,62.62,0.0,0.0,173.66,3555.24,5053.12,9680.34,125.49,22.05,124.76,87.89,500.0,1500.0,1000.0,3.7,4.6,,-1151.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-24,210.0,4,601.3,-391.3,601.3,2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,3801.23,50.28,0.0,0.0,173.5,0.0,0.0,0.0,0.0,21.83,0.0,86.27,1000.0,2000.0,1000.0,3.7,4.6,,-391.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-25,380.0,5,0.0,380.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,3886.97,56.85,0.0,0.0,172.65,0.0,0.0,0.0,0.0,21.97,0.0,88.2,1000.0,2000.0,1000.0,3.7,4.6,,380.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-26,1319.8,5,1851.2,-531.4,1851.2,2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,3981.16,75.04,0.0,31.7,171.6,0.0,0.0,0.0,0.0,21.8,0.0,89.96,1000.0,2000.0,1000.0,3.7,4.6,,-531.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-27,230.0,2,0.0,230.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,21.51,20.15,39.98,0.0,0,4138.09,52.91,0.0,0.0,170.35,0.0,0.0,0.0,0.0,21.68,0.0,89.34,1000.0,1050.0,50.0,3.7,4.6,,230.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-28,0.0,0,50.0,-50.0,50.0,1,0,0,0,0,0,0,0,0,0.0,73.43,0.0,0.0,0.0,0.0,0,4325.36,56.82,0.0,0.0,170.18,3565.33,5010.36,9806.11,0.0,21.93,0.0,90.03,1000.0,1000.0,0.0,3.7,4.6,,-50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-29,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,4676.41,40.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.77,0.0,0.0,-1300.0,200.0,1500.0,3.7,4.6,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-30,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,4420.29,20.84,2863.86,0.0,0.0,0.0,0.0,0.0,0.0,22.08,0.0,0.0,-1300.0,200.0,1500.0,3.7,4.6,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-02-07,0.0,0,1432.1,-1432.1,1432.1,3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,50975.8,15.76,0.0,0.0,170.16,0.0,0.0,0.0,0.0,22.38,0.0,92.69,-1800.0,200.0,2000.0,3.7,4.6,,-1432.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-02-08,300.0,3,0.0,300.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,39702.17,24.75,0.0,0.0,169.88,0.0,0.0,0.0,0.0,21.88,0.0,90.78,-1800.0,200.0,2000.0,3.7,4.6,,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-02-09,1500.0,4,200.0,1300.0,200.0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,32130.15,30.27,0.0,27.1,169.8,0.0,0.0,0.0,0.0,21.29,0.0,91.55,-1800.0,200.0,2000.0,3.7,4.6,,1300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-02-10,479.9,6,0.0,479.9,0.0,0,0,0,0,0,0,0,0,0,252.1,0.0,31.1,9.25,20.11,0.0,0,26688.52,29.49,0.0,0.0,169.61,0.0,0.0,0.0,0.0,21.15,0.0,91.41,-2100.0,100.0,2200.0,3.7,4.6,,479.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-02-11,723.9,4,719.5,4.4,719.5,1,0,0,0,0,0,0,0,0,0.0,52.51,0.0,0.0,0.0,0.0,0,25326.54,43.86,0.0,0.0,169.44,3587.91,4980.93,9628.21,121.73,20.95,126.13,94.44,-100.0,100.0,200.0,3.7,4.6,,4.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-02-14,150.0,2,501.7,-351.7,501.7,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,52729.8,41.89,0.0,0.0,168.33,0.0,0.0,0.0,0.0,20.22,0.0,96.48,-100.0,100.0,200.0,3.7,4.6,,-351.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-02-15,400.0,5,0.0,400.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,20303.45,45.53,0.0,0.0,168.3,0.0,0.0,0.0,0.0,19.96,0.0,93.28,-100.0,100.0,200.0,3.7,4.6,,400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-02-16,1570.0,4,0.0,1570.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,12610.34,45.88,0.0,25.0,168.14,0.0,0.0,0.0,0.0,19.84,0.0,94.81,-100.0,100.0,200.0,3.7,4.6,,1570.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-02-17,474.0,6,0.0,474.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,49.94,33.05,36.18,0.0,0,9973.02,44.75,0.0,0.0,168.18,0.0,0.0,0.0,0.0,19.97,0.0,92.97,0.0,100.0,100.0,3.7,4.6,,474.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-02-18,700.0,4,0.0,700.0,0.0,0,0,0,0,0,0,0,0,0,0.0,57.57,0.0,0.0,0.0,0.0,0,11082.9,43.47,0.0,0.0,168.31,3500.19,4946.01,9745.23,119.3,19.76,124.87,93.54,900.0,1000.0,100.0,3.7,4.6,,700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-02-21,140.0,2,950.0,-810.0,950.0,2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,5788.73,44.32,0.0,0.0,168.26,0.0,0.0,0.0,0.0,19.69,0.0,95.39,1900.0,2000.0,100.0,3.7,4.6,,-810.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-02-22,440.0,6,0.0,440.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,6491.98,39.04,0.0,0.0,168.09,0.0,0.0,0.0,0.0,19.29,0.0,96.84,1900.0,2000.0,100.0,3.7,4.6,,440.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-02-23,780.0,4,936.1,-156.1,936.1,2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,5606.67,52.49,0.0,23.9,168.18,0.0,0.0,0.0,0.0,18.96,0.0,96.84,2900.0,3000.0,100.0,3.7,4.6,,-156.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-02-24,415.7,5,0.0,415.7,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,59.74,52.78,55.29,0.0,0,5300.33,51.81,0.0,0.0,168.14,0.0,0.0,0.0,0.0,19.08,0.0,99.08,2900.0,3050.0,150.0,3.7,4.6,,415.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-02-25,290.0,3,0.0,290.0,0.0,0,0,0,0,0,0,0,0,0,0.0,67.85,0.0,0.0,0.0,0.0,0,6628.83,59.53,0.0,0.0,168.14,3425.58,4818.47,9789.43,119.66,18.64,124.25,97.93,-500.0,500.0,1000.0,3.7,4.6,,290.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-02-28,80.0,2,501.8,-421.8,501.8,1,0,0,0,0,0,0,0,0,269.06,0.0,0.0,0.0,0.0,0.0,80477,3819.94,60.14,0.0,0.0,168.09,0.0,0.0,0.0,0.0,18.54,0.0,100.99,-1900.0,100.0,2000.0,3.7,4.6,,-421.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-01,370.0,5,0.0,370.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,3511.99,44.2,0.0,0.0,169.25,0.0,0.0,0.0,0.0,18.66,0.0,104.97,-1900.0,100.0,2000.0,3.7,4.6,,370.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-02,170.0,3,0.0,170.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,2982.82,43.01,0.0,26.7,170.08,0.0,0.0,0.0,0.0,18.37,0.0,112.93,-2900.0,100.0,3000.0,3.7,4.6,,170.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-03,497.1,6,0.0,497.1,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,64.05,57.48,60.39,0.0,0,2802.78,40.99,0.0,0.0,170.23,0.0,0.0,0.0,0.0,18.3,0.0,110.46,-2900.0,100.0,3000.0,3.7,4.6,,497.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-04,703.0,4,0.0,703.0,0.0,0,0,0,0,0,0,0,0,0,0.0,66.64,0.0,0.0,0.0,0.0,0,3926.75,43.41,0.0,0.0,170.22,3388.59,4746.98,9757.46,0.0,18.63,0.0,118.11,-400.0,100.0,500.0,3.7,4.6,,703.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-07,90.0,2,3190.7,-3100.7,3190.7,3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,2178.87,34.84,0.0,0.0,170.65,0.0,0.0,0.0,0.0,18.21,0.0,123.21,0.0,100.0,100.0,3.7,4.6,,-3100.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-08,365.1,5,610.0,-244.9,610.0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,4488.13,37.08,0.0,0.0,170.65,0.0,0.0,0.0,0.0,18.32,0.0,127.98,0.0,100.0,100.0,3.7,4.6,,-244.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-09,1590.0,4,0.0,1590.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,1857.78,40.14,0.0,29.2,170.73,0.0,0.0,0.0,0.0,18.56,0.0,111.14,0.0,100.0,100.0,3.7,4.6,,1590.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-10,797.2,9,330.0,467.2,330.0,2,0,0,0,0,0,0,0,0,255.27,0.0,66.66,61.94,72.0,0.0,0,1701.41,42.89,0.0,0.0,170.69,0.0,0.0,0.0,0.0,18.33,0.0,109.33,0.0,100.0,100.0,3.7,4.6,,467.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-11,690.0,4,0.0,690.0,0.0,0,0,0,0,0,0,0,0,0,0.0,52.68,0.0,0.0,0.0,0.0,0,2655.52,46.29,0.0,0.0,171.99,3366.01,4625.06,9777.2,119.3,18.28,126.11,112.67,0.0,100.0,100.0,3.7,4.6,,690.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-14,90.0,2,601.8,-511.8,601.8,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,2117.31,28.05,0.0,0.0,172.36,0.0,0.0,0.0,0.0,18.12,0.0,106.9,0.0,100.0,100.0,3.7,4.6,,-511.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-15,350.0,5,0.0,350.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,1617.53,31.65,0.0,0.0,172.53,0.0,0.0,0.0,0.0,18.14,0.0,99.91,700.0,800.0,100.0,3.7,4.6,,350.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-16,1640.0,5,0.0,1640.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,1433.27,32.1,0.0,24.9,172.72,0.0,0.0,0.0,0.0,18.07,0.0,98.02,200.0,300.0,100.0,3.7,4.6,,1640.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-17,480.0,8,0.0,480.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,66.86,52.04,69.2,0.0,0,1479.62,32.74,0.0,0.0,172.79,0.0,0.0,0.0,0.0,18.22,0.0,106.64,200.0,300.0,100.0,3.7,4.6,,480.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-18,470.0,3,0.0,470.0,0.0,0,0,0,0,0,0,0,0,0,0.0,79.12,0.0,0.0,0.0,0.0,0,3327.64,41.73,0.0,0.0,172.82,3301.1,4540.31,9488.06,120.25,18.0,127.12,107.93,100.0,200.0,100.0,3.7,4.6,,470.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-21,90.0,2,600.0,-510.0,600.0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,1337.72,32.56,0.0,0.0,172.39,0.0,0.0,0.0,0.0,18.03,0.0,115.62,100.0,200.0,100.0,3.7,4.6,,-510.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-22,360.0,5,200.0,160.0,200.0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,1211.03,35.78,0.0,0.0,172.2,0.0,0.0,0.0,0.0,17.99,0.0,115.48,-600.0,200.0,800.0,3.7,4.6,,160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-23,1590.0,4,0.0,1590.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,1148.42,49.47,0.0,27.0,172.17,0.0,0.0,0.0,0.0,18.16,0.0,121.6,700.0,1000.0,300.0,3.7,4.6,,1590.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-24,457.0,7,0.0,457.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,64.03,56.55,72.15,0.0,0,1060.23,54.98,0.0,0.0,172.14,0.0,0.0,0.0,0.0,18.4,0.0,119.03,1200.0,1500.0,300.0,3.7,4.6,,457.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-25,370.0,3,30.0,340.0,30.0,1,0,0,0,0,0,0,0,0,0.0,71.73,0.0,0.0,0.0,0.0,0,2964.02,39.96,0.0,0.0,172.07,3274.9,4434.07,9429.68,121.57,18.22,129.41,120.65,1300.0,1550.0,250.0,3.7,4.6,,340.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-28,80.0,2,902.0,-822.0,902.0,2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,1315.57,42.08,0.0,0.0,172.86,0.0,0.0,0.0,0.0,18.36,0.0,112.48,1300.0,1500.0,200.0,3.7,4.6,,-822.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-29,310.0,5,0.0,310.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,1192.46,49.48,0.0,0.0,173.09,0.0,0.0,0.0,0.0,18.07,0.0,110.23,1300.0,1500.0,200.0,3.7,4.6,,310.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-30,260.0,4,0.0,260.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,1184.05,54.85,0.0,24.8,172.97,0.0,0.0,0.0,0.0,18.11,0.0,113.45,-900.0,100.0,1000.0,3.7,4.6,,260.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-31,482.0,7,0.0,482.0,0.0,0,0,0,0,0,0,0,0,0,278.75,0.0,61.96,59.23,74.52,0.0,109566,1147.23,59.41,0.0,0.0,172.82,0.0,0.0,0.0,0.0,18.25,0.0,107.91,100.0,100.0,0.0,3.7,4.6,,482.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-04-01,100.0,3,152.1886,-52.1886,152.1886,1,0,0,0,0,0,0,0,0,0.0,74.12,0.0,0.0,0.0,0.0,0,1060.58,36.6,0.0,0.0,172.79,3204.83,4348.71,9416.12,123.88,18.23,129.8,104.39,-4400.0,100.0,4500.0,3.7,4.6,,-52.1886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-04-02,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,2183.8,28.71,0.0,0.0,172.51,0.0,0.0,0.0,0.0,18.07,0.0,0.0,-1400.0,100.0,1500.0,3.7,4.6,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-04-06,0.0,0,200.0,-200.0,200.0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,860.52,34.62,0.0,25.6,172.49,0.0,0.0,0.0,0.0,18.29,0.0,101.07,0.0,100.0,100.0,3.7,4.6,,-200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-04-07,544.1,6,590.0,-45.9,590.0,2,0,0,0,0,0,0,0,0,0.0,0.0,49.97,49.43,67.11,0.0,0,868.47,35.02,0.0,0.0,172.26,0.0,0.0,0.0,0.0,18.29,0.0,100.58,0.0,100.0,100.0,3.7,4.6,,-45.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-04-08,1020.3,5,0.0,1020.3,0.0,0,0,0,0,0,0,0,0,0,0.0,79.9,0.0,0.0,0.0,0.0,0,2610.4,52.25,0.0,0.0,171.73,3117.75,4263.66,9280.13,123.38,18.22,130.19,102.78,200.0,200.0,0.0,3.7,4.6,,1020.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-04-11,80.0,2,500.0,-420.0,500.0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,818.94,38.64,0.0,0.0,171.58,0.0,0.0,0.0,0.0,17.83,0.0,98.48,0.0,100.0,100.0,3.7,4.6,,-420.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-04-12,370.0,6,0.0,370.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,730.69,39.35,0.0,0.0,171.97,0.0,0.0,0.0,0.0,18.07,0.0,104.64,0.0,100.0,100.0,3.7,4.6,,370.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-04-13,160.0,3,1770.0,-1610.0,1770.0,2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,708.7,31.61,0.0,27.4,171.63,0.0,0.0,0.0,0.0,17.88,0.0,108.78,0.0,100.0,100.0,3.7,4.6,,-1610.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
