date,dr001,dr007,r001,r007,fr007,gc001,gc007,spread_r007_dr007,spread_gc007_r007,spread_fr007_r007
2021-07-29,1.623,2.2898,1.6695,2.6025,2.55,2.42,2.395,0.3127,-0.20750000000000002,-0.05250000000000021
2021-07-30,2.1524,2.298,2.2916,2.5126,2.4,2.4,2.47,0.2145999999999999,-0.04259999999999975,-0.11260000000000003
2021-08-02,1.874,2.0228,1.9139,2.4135,2.1,2.555,2.605,0.3906999999999998,0.1915,-0.3134999999999999
2021-08-03,1.823,1.9781,1.8655,2.1018,2.04,2.495,2.995,0.12369999999999992,0.8932000000000002,-0.061799999999999855
2021-08-04,1.6909,1.9749,1.7352,2.0466,2.03,2.29,3.295,0.0717000000000001,1.2483999999999997,-0.016600000000000392
2021-08-05,1.7098,1.9415,1.7473,2.0201,2.0,2.745,3.345,0.07859999999999978,1.3249000000000004,-0.020099999999999785
2021-08-06,1.8784,1.9751,1.9162,2.0056,1.99,4.225,3.79,0.03049999999999975,1.7844000000000002,-0.015599999999999836
2021-08-09,2.2575,2.1387,2.3215,2.0094,2.12,4.135,3.505,-0.1293000000000002,1.4956,0.11060000000000025
2021-08-10,2.2205,2.3561,2.3204,2.1602,2.4,4.78,3.13,-0.19589999999999996,0.9697999999999998,0.2397999999999998
2021-08-11,2.0244,2.1254,2.062,2.4551,2.14,3.065,2.535,0.3296999999999999,0.0799000000000003,-0.3150999999999997
2021-08-12,1.9447,2.1196,1.9767,2.1632,2.1,2.535,2.285,0.04359999999999964,0.12180000000000035,-0.0631999999999997
2021-08-13,2.1609,2.186,2.2013,2.1291,2.2,2.04,2.1,-0.05689999999999973,-0.029100000000000126,0.07089999999999996
2021-08-16,2.0426,2.1736,2.0923,2.2078,2.22,1.92,2.015,0.03420000000000023,-0.19280000000000008,0.012199999999999989
2021-08-17,1.9578,2.1078,1.9909,2.2936,2.15,1.99,2.05,0.18579999999999997,-0.24360000000000026,-0.14360000000000017
2021-08-18,1.7228,2.0109,1.7563,2.1847,2.08,1.97,2.05,0.17379999999999995,-0.13470000000000004,-0.1046999999999998
2021-08-19,1.8443,2.057,1.8807,2.092,2.1,2.2,2.26,0.03500000000000014,0.1679999999999997,0.008000000000000007
2021-08-20,2.0499,2.0857,2.0863,2.1054,2.1,2.15,2.225,0.01969999999999983,0.11960000000000015,-0.005399999999999849
2021-08-23,2.1655,2.1472,2.2153,2.1355,2.15,2.21,2.28,-0.011700000000000266,0.14449999999999985,0.014499999999999957
2021-08-24,2.2682,2.2205,2.3469,2.2232,2.22,2.19,2.255,0.0026999999999999247,0.03180000000000005,-0.0031999999999996476
2021-08-25,2.2053,2.3265,2.2532,2.2943,2.5,2.085,2.205,-0.032200000000000006,-0.08929999999999971,0.20570000000000022
2021-08-26,2.1795,2.3315,2.2281,2.5098,2.45,2.09,2.21,0.17829999999999968,-0.29979999999999984,-0.05979999999999963
2021-08-27,2.0551,2.3299,2.0874,2.4703,2.45,2.055,2.2,0.14040000000000008,-0.27029999999999976,-0.020299999999999763
2021-08-30,1.8231,2.3298,1.8657,2.4193,2.45,2.11,2.22,0.08949999999999969,-0.1992999999999996,0.030700000000000394
2021-08-31,2.2401,2.3826,2.6425,2.5066,2.45,2.195,2.25,0.12400000000000011,-0.25660000000000016,-0.056599999999999984
2021-09-01,2.1086,2.0753,2.1542,2.4951,2.1129,2.155,2.235,0.41979999999999995,-0.2601,-0.3822000000000001
2021-09-02,2.0843,2.05,2.1218,2.1659,2.08,2.195,2.37,0.11590000000000034,0.20409999999999995,-0.08590000000000009
2021-09-03,1.9321,2.0478,1.9679,2.1495,2.0669,2.25,2.49,0.10170000000000012,0.3405,-0.08260000000000023
2021-09-06,2.114,2.1385,2.1537,2.122,2.15,2.33,2.63,-0.01650000000000018,0.508,0.028000000000000025
2021-09-07,2.1846,2.1942,2.2261,2.1744,2.2,2.265,2.54,-0.01980000000000004,0.36560000000000015,0.02560000000000029
2021-09-08,2.1612,2.2008,2.2057,2.2336,2.25,2.66,2.53,0.03279999999999994,0.2963999999999998,0.01639999999999997
2021-09-09,2.0322,2.1553,2.0669,2.2654,2.2,2.325,2.24,0.11010000000000009,-0.025399999999999867,-0.0653999999999999
2021-09-10,2.1022,2.1761,2.136,2.2098,2.2,2.065,2.125,0.03370000000000006,-0.08479999999999999,-0.009799999999999809
2021-09-13,2.182,2.2195,2.2251,2.2553,2.2035,2.025,2.095,0.035800000000000054,-0.1602999999999999,-0.05180000000000007
2021-09-14,2.2843,2.2884,2.3428,2.3618,2.3,1.985,2.035,0.07339999999999991,-0.3268,-0.0618000000000003
2021-09-15,2.1449,2.2212,2.1809,2.3174,2.23,1.85,1.985,0.09620000000000006,-0.33240000000000003,-0.08740000000000014
2021-09-16,2.2289,2.2634,2.2936,2.386,2.35,1.995,2.095,0.12260000000000026,-0.2909999999999999,-0.03600000000000003
2021-09-17,2.2106,2.3998,2.2176,2.5814,2.5,2.075,2.225,0.18159999999999998,-0.35639999999999983,-0.08139999999999992
2021-09-18,2.1035,2.2482,2.1079,2.2619,2.25,2.085,2.23,0.013699999999999601,-0.03189999999999982,-0.0118999999999998
2021-09-22,2.1505,2.2328,2.1928,2.329,2.25,2.025,2.125,0.09620000000000006,-0.20400000000000018,-0.07900000000000018
2021-09-23,2.0065,2.1446,2.0453,2.2607,2.21,2.005,2.14,0.11609999999999987,-0.12069999999999981,-0.05069999999999997
2021-09-24,1.6737,2.0722,1.6809,2.1944,2.2094,2.125,2.27,0.12219999999999986,0.07560000000000011,0.015000000000000124
2021-09-26,1.6792,1.9622,1.6843,2.1614,1.95,2.0,2.16,0.19920000000000004,-0.0013999999999998458,-0.21140000000000003
2021-09-27,1.7235,1.9232,1.7675,2.4296,1.9,1.99,2.095,0.5064000000000002,-0.3346,-0.5296000000000003
2021-09-28,1.9107,2.1889,1.9621,2.9986,2.1,1.995,2.08,0.8097000000000003,-0.9186000000000001,-0.8986000000000001
2021-09-29,1.4848,2.5459,1.5448,3.5288,3.1,1.99,2.12,0.9828999999999999,-1.4087999999999998,-0.42879999999999985
2021-09-30,2.0852,2.2743,2.1983,2.4271,2.37,2.015,2.165,0.1527999999999996,-0.2620999999999998,-0.05709999999999971
2021-10-08,2.0891,2.1278,2.0958,2.2455,2.2105,2.085,2.23,0.1176999999999997,-0.015499999999999847,-0.0349999999999997
2021-10-09,1.5717,1.8266,1.5764,1.8748,1.87,2.295,2.49,0.04820000000000002,0.6152000000000002,-0.0047999999999999154
2021-10-11,2.0871,2.1643,2.1436,2.2142,2.19,2.26,2.475,0.049900000000000055,0.26080000000000014,-0.0242
2021-10-12,2.1063,2.1592,2.1437,2.2368,2.2,2.22,2.49,0.07760000000000034,0.2532000000000001,-0.036799999999999944
2021-10-13,2.1436,2.1977,2.1809,2.2474,2.23,2.775,2.57,0.04969999999999963,0.3226,-0.01739999999999986
2021-10-14,2.0923,2.1903,2.1235,2.2182,2.2,3.615,2.7,0.027899999999999814,0.48180000000000023,-0.018199999999999772
2021-10-15,2.0577,2.1174,2.0819,2.1467,2.14,2.56,2.255,0.029300000000000104,0.10829999999999984,-0.006699999999999928
2021-10-18,2.1403,2.1649,2.1731,2.2026,2.17,2.53,2.24,0.03770000000000007,0.03740000000000032,-0.03259999999999996
2021-10-19,2.2149,2.281,2.2621,2.294,2.29,2.29,2.275,0.0129999999999999,-0.019000000000000128,-0.0040000000000000036
2021-10-20,2.084,2.2097,2.1133,2.2539,2.25,2.15,2.235,0.04419999999999957,-0.018899999999999917,-0.0038999999999997925
2021-10-21,1.6707,2.0266,1.7082,2.1525,2.15,2.12,2.235,0.12589999999999968,0.08250000000000002,-0.0024999999999999467
2021-10-22,1.6653,1.9823,1.699,2.0346,2.0,2.18,2.21,0.052300000000000235,0.17539999999999978,-0.034600000000000186
2021-10-25,1.6111,2.1945,1.6465,2.5041,2.323,2.17,2.255,0.3096000000000001,-0.24910000000000032,-0.18110000000000026
2021-10-26,1.5433,2.2454,1.5821,2.457,2.5,2.1,2.215,0.2115999999999998,-0.242,0.04300000000000015
2021-10-27,1.9196,2.2867,1.9544,2.452,2.5,2.185,2.295,0.16529999999999978,-0.15700000000000003,0.04800000000000004
2021-10-28,1.9355,2.3249,1.9778,2.4649,2.45,2.225,2.325,0.14000000000000012,-0.1398999999999999,-0.014899999999999913
2021-10-29,2.122,2.34,2.2656,2.4249,2.35,2.32,2.4,0.0849000000000002,-0.024900000000000144,-0.07489999999999997
2021-11-01,2.0331,2.1146,2.0763,2.1974,2.2,2.36,2.36,0.0828000000000002,0.16259999999999986,0.0026000000000001577
2021-11-02,2.1048,2.1586,2.1498,2.2173,2.2,2.49,2.53,0.058699999999999974,0.3127,-0.01729999999999965
2021-11-03,1.9851,2.1163,2.026,2.1886,2.2,2.53,2.57,0.07230000000000025,0.38139999999999974,0.011400000000000077
2021-11-04,1.8881,2.1129,1.9254,2.1834,2.15,2.43,2.535,0.07050000000000001,0.35160000000000036,-0.033399999999999874
2021-11-05,1.8936,2.124,1.9305,2.1605,2.15,2.32,3.055,0.036499999999999755,0.8945000000000003,-0.010499999999999954
2021-11-08,1.9089,2.1026,1.9541,2.1845,2.12,2.62,3.41,0.08190000000000008,1.2255000000000003,-0.06449999999999978
2021-11-09,2.1279,2.1819,2.1771,2.2825,2.2,3.05,3.7,0.10060000000000002,1.4175,-0.08250000000000002
2021-11-10,1.8319,2.1051,1.8714,2.2093,2.2,3.15,3.785,0.10419999999999963,1.5757000000000003,-0.009299999999999642
2021-11-11,1.8683,2.098,1.9139,2.1929,2.15,3.475,3.445,0.09489999999999998,1.2521,-0.04289999999999994
2021-11-12,1.8469,2.0897,1.8855,2.1557,2.15,2.7,2.75,0.06599999999999984,0.5943,-0.005700000000000038
2021-11-15,1.7875,2.0705,1.8321,2.1755,2.15,3.785,2.72,0.10499999999999998,0.5445000000000002,-0.025500000000000078
2021-11-16,1.9264,2.0654,1.9689,2.1862,2.15,2.36,2.335,0.12080000000000002,0.14880000000000004,-0.03620000000000001
2021-11-17,2.1542,2.1785,2.2134,2.2654,2.21,2.015,2.215,0.08689999999999998,-0.05040000000000022,-0.055400000000000116
2021-11-18,1.9359,2.1524,1.9853,2.2515,2.22,1.885,2.155,0.09909999999999997,-0.09650000000000025,-0.03149999999999986
2021-11-19,1.992,2.1369,2.0374,2.219,2.2,1.825,2.09,0.08210000000000006,-0.129,-0.018999999999999684
2021-11-22,1.9562,2.0962,2.0113,2.2173,2.1478,2.065,2.185,0.12109999999999976,-0.03229999999999977,-0.06949999999999967
2021-11-23,2.152,2.1573,2.2445,2.3332,2.1961,2.03,2.22,0.17589999999999995,-0.11319999999999997,-0.13710000000000022
2021-11-24,1.7798,2.2374,1.833,2.4994,2.5,2.025,2.315,0.262,-0.18440000000000012,0.0005999999999999339
2021-11-25,1.8253,2.2461,1.8768,2.4998,2.5,1.94,2.295,0.2536999999999998,-0.2048000000000001,0.00019999999999997797
2021-11-26,1.6941,2.26,1.7503,2.4401,2.45,1.815,2.13,0.18010000000000037,-0.31010000000000026,0.00990000000000002
2021-11-29,1.8615,2.2474,1.9266,2.5335,2.5,1.92,2.505,0.28610000000000024,-0.028500000000000192,-0.033500000000000085
2021-11-30,2.1764,2.395,3.355,2.8057,2.5,1.87,2.495,0.41069999999999984,-0.31069999999999975,-0.30569999999999986
2021-12-01,1.9999,2.0914,2.0534,2.2535,2.23,2.0,2.45,0.1620999999999997,0.19650000000000034,-0.023499999999999854
2021-12-02,1.9615,2.067,2.0177,2.1867,2.15,2.21,2.435,0.11969999999999992,0.24829999999999997,-0.03670000000000018
2021-12-03,1.8993,2.047,1.9468,2.1556,2.1,2.63,2.43,0.10860000000000003,0.2744,-0.055600000000000094
2021-12-06,1.8155,2.0888,1.8629,2.1871,2.1595,2.36,2.255,0.09830000000000005,0.06789999999999985,-0.02760000000000007
2021-12-07,2.1302,2.1519,2.1923,2.2468,2.17,2.215,2.25,0.09489999999999998,0.0032000000000000917,-0.07679999999999998
2021-12-08,2.1446,2.2046,2.2156,2.3783,2.2477,2.165,2.23,0.17369999999999974,-0.14829999999999988,-0.13059999999999983
2021-12-09,2.1229,2.2099,2.1891,2.3951,2.2945,2.1,2.195,0.1851999999999996,-0.20009999999999994,-0.10059999999999958
2021-12-10,1.8031,2.1411,1.8487,2.278,2.22,1.975,2.14,0.13690000000000024,-0.1379999999999999,-0.05799999999999983
2021-12-13,2.1082,2.1768,2.1609,2.2865,2.21,2.145,2.19,0.10970000000000013,-0.09650000000000025,-0.07650000000000023
2021-12-14,2.1716,2.2071,2.245,2.4039,2.3,2.205,2.27,0.19680000000000009,-0.13390000000000013,-0.10390000000000033
2021-12-15,2.1242,2.1904,2.1942,2.4009,2.25,2.23,2.32,0.21050000000000013,-0.0809000000000002,-0.15090000000000003
2021-12-16,2.0903,2.1884,2.1591,2.3878,2.3,2.21,2.285,0.1993999999999998,-0.10279999999999978,-0.0878000000000001
2021-12-17,1.8411,2.1143,1.899,2.2964,2.3,2.12,2.235,0.18210000000000015,-0.06140000000000034,0.0035999999999996035
2021-12-20,1.9756,2.1025,2.037,2.29,2.15,2.2,2.26,0.1875,-0.03000000000000025,-0.14000000000000012
2021-12-21,1.8361,2.0449,1.9038,2.298,2.1003,2.16,2.255,0.2530999999999999,-0.04300000000000015,-0.1977000000000002
2021-12-22,1.6651,1.9617,1.7313,2.2102,2.0413,2.14,2.255,0.24849999999999994,0.04479999999999995,-0.16889999999999983
2021-12-23,1.6145,1.8924,1.687,2.1249,2.0183,2.455,2.34,0.2324999999999997,0.21510000000000007,-0.1065999999999998
2021-12-24,1.7971,1.8992,1.8793,2.0732,1.93,2.295,2.35,0.17399999999999993,0.27680000000000016,-0.1432
2021-12-27,1.7692,2.4156,1.8413,3.7735,2.3,2.585,2.42,1.3578999999999999,-1.3535,-1.4735
2021-12-28,1.5696,2.287,1.6591,3.7549,3.0,2.585,2.45,1.4679000000000002,-1.3049,-0.7549000000000001
2021-12-29,1.2814,2.365,1.4007,3.8391,2.9,2.56,2.64,1.4741,-1.1991,-0.9391000000000003
2021-12-30,1.2674,2.4739,1.4892,4.0261,3.0,2.375,2.585,1.5521999999999996,-1.4410999999999996,-1.0260999999999996
2021-12-31,2.0324,2.2916,2.3732,2.5483,2.4,2.315,2.5,0.25669999999999993,-0.04829999999999979,-0.14829999999999988
2022-01-04,1.8733,2.0168,1.9656,2.2056,2.15,2.77,2.595,0.18880000000000008,0.3894000000000002,-0.055600000000000094
2022-01-05,1.7515,2.0163,1.8364,2.2094,2.1748,5.1,2.91,0.19309999999999983,0.7006000000000001,-0.034600000000000186
2022-01-06,1.7014,1.931,1.7756,2.1689,2.14,4.265,2.625,0.23789999999999978,0.45610000000000017,-0.028899999999999704
2022-01-07,1.8261,2.0483,1.8802,2.1316,2.12,2.625,2.38,0.08330000000000037,0.24839999999999973,-0.011600000000000055
2022-01-10,1.8754,2.0471,1.9313,2.1681,2.11,2.17,2.27,0.121,0.1019000000000001,-0.05810000000000004
2022-01-11,1.9733,2.0938,2.0332,2.1788,2.15,2.245,2.305,0.08499999999999996,0.1262000000000003,-0.028799999999999937
2022-01-12,1.9816,2.0798,2.0384,2.1904,2.15,2.22,2.265,0.11059999999999981,0.07460000000000022,-0.04039999999999999
2022-01-13,2.2142,2.1931,2.3029,2.2862,2.2,2.5,2.425,0.09310000000000018,0.1387999999999998,-0.08619999999999983
2022-01-14,2.2013,2.2068,2.264,2.3448,2.28,2.6,2.52,0.13800000000000034,0.1751999999999998,-0.06480000000000041
2022-01-17,2.0863,2.166,2.1475,2.3232,2.22,2.225,2.415,0.1572,0.0918000000000001,-0.10319999999999974
2022-01-18,1.9225,2.0719,1.9724,2.2663,2.2,2.39,2.39,0.19440000000000035,0.12369999999999992,-0.06630000000000003
2022-01-19,2.04,2.1135,2.098,2.2556,2.166,2.455,2.495,0.14209999999999967,0.23940000000000028,-0.0895999999999999
2022-01-20,2.0446,2.1104,2.1176,2.2979,2.17,2.54,2.525,0.1875,0.22710000000000008,-0.1278999999999999
2022-01-21,2.0489,2.1057,2.1353,2.3499,2.15,2.565,2.57,0.24419999999999975,0.22009999999999996,-0.19989999999999997
2022-01-24,1.9286,2.0499,1.9897,2.4424,2.08,2.545,2.655,0.39250000000000007,0.21259999999999968,-0.36240000000000006
2022-01-25,1.9204,1.9918,1.9818,2.3267,2.0,2.48,2.74,0.3349000000000002,0.4133,-0.3267000000000002
2022-01-26,1.7223,2.0131,1.7875,2.2901,2.04,2.455,2.745,0.2769999999999997,0.4549000000000003,-0.25009999999999977
2022-01-27,1.5858,2.0385,1.6625,2.6391,2.58,1.965,2.5,0.6006,-0.1391,-0.05909999999999993
2022-01-28,1.1799,2.2558,1.2052,2.5365,2.55,2.04,2.37,0.2807000000000004,-0.1665000000000001,0.013499999999999623
2022-01-29,1.2467,2.2508,1.2649,2.2869,2.3,2.255,2.365,0.03610000000000024,0.07810000000000006,0.013099999999999667
2022-01-30,2.1697,2.3056,2.1882,2.319,2.27,3.08,4.825,0.013399999999999856,2.5060000000000002,-0.04899999999999993
2022-02-07,2.108,2.0898,2.189,2.2913,2.18,3.235,5.255,0.20150000000000023,2.9637,-0.11129999999999995
2022-02-08,2.0137,2.0656,2.076,2.2149,2.16,3.565,5.16,0.1493000000000002,2.9451,-0.05489999999999995
2022-02-09,1.7098,1.9886,1.7633,2.0847,2.05,5.08,5.21,0.0961000000000003,3.1252999999999997,-0.0347000000000004
2022-02-10,1.6626,1.9328,1.7141,2.0067,2.0,4.325,3.99,0.07389999999999985,1.9833000000000003,-0.006699999999999928
2022-02-11,1.7985,1.9792,1.849,2.0119,2.0,5.39,3.055,0.03269999999999973,1.0431000000000004,-0.0118999999999998
2022-02-14,1.8641,1.9882,1.9109,2.0474,2.02,3.95,2.64,0.05920000000000014,0.5926,-0.02740000000000009
2022-02-15,1.8037,1.9721,1.8554,2.0728,2.05,2.42,2.385,0.10070000000000001,0.3121999999999998,-0.022800000000000153
2022-02-16,1.9326,2.0296,1.9813,2.0742,2.076,1.945,2.155,0.04459999999999997,0.08079999999999998,0.0018000000000002458
2022-02-17,1.8603,1.9735,1.9103,2.0577,2.05,1.85,2.115,0.08420000000000005,0.05730000000000013,-0.007700000000000262
2022-02-18,2.1009,2.091,2.1583,2.1462,2.1,1.83,2.075,0.055199999999999694,-0.07119999999999971,-0.0461999999999998
2022-02-21,2.178,2.1154,2.234,2.2175,2.15,2.03,2.17,0.10209999999999964,-0.047499999999999876,-0.0674999999999999
2022-02-22,2.0257,2.1882,2.0729,2.4481,2.4,2.095,2.23,0.2599,-0.21810000000000018,-0.048100000000000254
2022-02-23,2.0491,2.1919,2.0967,2.4159,2.45,2.415,2.41,0.2240000000000002,-0.005900000000000016,0.03410000000000002
2022-02-24,2.2068,2.1952,2.2724,2.4483,2.45,2.385,2.455,0.2531000000000003,0.006699999999999928,0.0017000000000000348
2022-02-25,2.1831,2.3429,2.2609,2.5308,2.5,2.25,2.38,0.18789999999999996,-0.15080000000000027,-0.03080000000000016
2022-02-28,2.2418,2.2952,2.5436,2.4749,2.38,2.23,2.355,0.17969999999999997,-0.1198999999999999,-0.09489999999999998
2022-03-01,1.7718,1.9855,1.839,2.1844,2.1,2.31,2.375,0.19890000000000008,0.19059999999999988,-0.08440000000000003
2022-03-02,1.8641,2.0078,1.9228,2.1132,2.09,2.355,2.445,0.10539999999999994,0.3317999999999999,-0.02320000000000011
2022-03-03,1.7374,1.9738,1.7922,2.0577,2.05,2.465,2.625,0.08390000000000009,0.5672999999999999,-0.007700000000000262
2022-03-04,1.8925,2.0351,1.9445,2.0493,2.05,2.455,2.665,0.014200000000000212,0.6156999999999999,0.0006999999999997009
2022-03-07,2.0285,2.0603,2.0775,2.0847,2.06,2.73,2.82,0.02440000000000042,0.7352999999999996,-0.024700000000000166
2022-03-08,2.0337,2.0888,2.0808,2.1184,2.1,2.915,2.96,0.02959999999999985,0.8416000000000001,-0.01839999999999975
2022-03-09,2.0163,2.0515,2.0606,2.124,2.09,2.375,2.635,0.07250000000000023,0.5109999999999997,-0.03400000000000025
2022-03-10,2.0289,2.0752,2.0703,2.1396,2.1,2.32,2.385,0.06440000000000001,0.24539999999999962,-0.03960000000000008
2022-03-11,2.0343,2.1035,2.0746,2.1624,2.1481,2.64,2.415,0.05889999999999995,0.25260000000000016,-0.01429999999999998
2022-03-14,2.0641,2.1108,2.1161,2.2148,2.15,2.065,2.22,0.10400000000000009,0.0052000000000003155,-0.06479999999999997
2022-03-15,2.055,2.1334,2.104,2.3003,2.2,1.825,2.015,0.16690000000000005,-0.2852999999999999,-0.10029999999999983
2022-03-16,2.0257,2.1121,2.0751,2.2749,2.2,1.77,1.95,0.16280000000000028,-0.3249000000000002,-0.07489999999999997
2022-03-17,1.998,2.0792,2.0465,2.2276,2.17,1.905,2.05,0.14839999999999964,-0.17759999999999998,-0.057599999999999874
2022-03-18,1.987,2.0616,2.0298,2.1826,2.13,1.935,2.08,0.121,-0.1025999999999998,-0.05259999999999998
2022-03-21,1.9964,2.0949,2.0532,2.224,2.17,1.915,2.045,0.12910000000000021,-0.17900000000000027,-0.05400000000000027
2022-03-22,1.9504,2.0564,2.0007,2.2139,2.18,1.96,2.05,0.1575000000000002,-0.16390000000000038,-0.03390000000000004
2022-03-23,2.0008,2.0551,2.0525,2.2106,2.15,1.95,2.055,0.15549999999999997,-0.15559999999999974,-0.06059999999999999
2022-03-24,2.006,2.0366,2.0614,2.1769,2.09,2.045,2.165,0.14029999999999987,-0.0118999999999998,-0.08689999999999998
2022-03-25,1.9796,2.216,2.0366,2.8835,2.6,2.095,2.37,0.6675,-0.5135000000000001,-0.2835000000000001
2022-03-28,1.903,2.1891,1.9731,3.0039,2.41,2.185,2.41,0.8148,-0.5938999999999997,-0.5938999999999997
2022-03-29,1.6931,2.1816,1.7672,3.1069,3.1,2.38,2.46,0.9253,-0.6469,-0.006899999999999906
2022-03-30,1.5033,2.2284,1.6049,3.1266,3.1,2.55,2.54,0.8981999999999997,-0.5865999999999998,-0.026599999999999735
2022-03-31,1.9489,2.2449,2.5051,2.7457,2.525,3.03,2.5,0.5007999999999999,-0.2456999999999998,-0.2206999999999999
2022-04-01,1.6122,1.9607,1.6312,2.1615,2.1,2.82,2.395,0.2008000000000001,0.23349999999999982,-0.06150000000000011
2022-04-02,1.2857,1.7927,1.3027,1.8321,1.82,2.305,2.24,0.0394000000000001,0.40790000000000015,-0.0121
2022-04-06,1.8282,1.9733,1.8874,2.1756,2.1,2.165,2.19,0.20230000000000015,0.014399999999999746,-0.07560000000000011
2022-04-07,1.8131,2.0223,1.8729,2.1368,2.1,1.845,2.07,0.11450000000000005,-0.06680000000000019,-0.036799999999999944
2022-04-08,1.7353,1.9397,1.786,2.0127,2.0,1.835,2.035,0.07300000000000018,0.022299999999999986,-0.012700000000000156
2022-04-11,1.8395,1.9075,1.8912,2.0123,2.0,1.915,2.14,0.10480000000000023,0.12769999999999992,-0.0123000000000002
2022-04-12,1.7511,1.9728,1.8058,2.0064,2.0,1.935,2.11,0.033600000000000074,0.10359999999999969,-0.006400000000000183
2022-04-13,1.6403,1.915,1.6912,1.991,1.96,2.08,2.145,0.07600000000000007,0.15399999999999991,-0.03100000000000014
2022-04-14,1.5096,1.8605,1.5754,1.9655,1.95,2.075,2.165,0.10499999999999998,0.1995,-0.01550000000000007
2022-04-15,1.3444,1.7295,1.3996,1.8744,1.86,2.165,2.23,0.14490000000000003,0.3555999999999999,-0.014399999999999968
2022-04-18,1.3818,1.7921,1.4408,1.9049,1.9,2.23,2.37,0.11280000000000001,0.46510000000000007,-0.0049000000000001265
2022-04-19,1.2947,1.7357,1.3513,1.8699,1.85,2.075,2.33,0.13419999999999987,0.4601000000000002,-0.019899999999999807
2022-04-20,1.3028,1.7857,1.3599,1.8446,1.85,2.085,2.29,0.05889999999999995,0.4454,0.005400000000000071
2022-04-21,1.2891,1.7018,1.3529,1.7979,1.77,1.975,2.235,0.09610000000000007,0.4370999999999998,-0.027900000000000036
2022-04-22,1.258,1.5401,1.2696,1.7185,1.7,2.06,2.265,0.1783999999999999,0.5465000000000002,-0.01849999999999996
2022-04-24,1.3026,1.7518,1.3131,1.7786,1.8,2.11,2.31,0.026799999999999935,0.5314000000000001,0.021400000000000086
2022-04-25,1.3056,1.6323,1.3656,1.9089,1.75,2.085,2.27,0.27659999999999996,0.3611,-0.15890000000000004
2022-04-26,1.3063,1.6111,1.3711,1.8798,1.9,2.185,2.335,0.26869999999999994,0.45520000000000005,0.020199999999999996
2022-04-27,1.3007,1.6658,1.3684,1.9135,2.0,2.185,3.11,0.24770000000000003,1.1965,0.08650000000000002
2022-04-28,1.2938,1.9023,1.3639,2.0467,2.0,2.33,3.245,0.14439999999999986,1.1983000000000001,-0.046699999999999964
2022-04-29,1.7882,2.0053,1.875,2.0304,2.02,2.76,3.6,0.025100000000000122,1.5695999999999999,-0.010400000000000187
2022-05-05,1.7391,1.8454,1.8049,1.8754,1.8568,3.375,3.685,0.030000000000000027,1.8096,-0.01859999999999995
2022-05-06,1.3275,1.6492,1.3414,1.8286,1.8314,5.21,3.66,0.1794,1.8314000000000001,0.0027999999999999137
2022-05-07,1.2887,1.5509,1.3006,1.6434,1.6,2.385,2.59,0.09250000000000003,0.9465999999999999,-0.04339999999999988
2022-05-09,1.3031,1.6499,1.3644,1.8036,1.78,2.315,2.305,0.15370000000000017,0.5014000000000001,-0.023600000000000065
2022-05-10,1.3033,1.5366,1.3635,1.7104,1.65,2.245,2.23,0.17379999999999995,0.5196000000000001,-0.06040000000000001
2022-05-11,1.3189,1.5581,1.3816,1.6573,1.65,1.87,2.02,0.09919999999999995,0.3627,-0.007300000000000084
2022-05-12,1.3078,1.5735,1.3697,1.6464,1.6,1.865,2.055,0.07290000000000019,0.4086000000000001,-0.0464
2022-05-13,1.3115,1.5496,1.3711,1.6313,1.6,1.8,1.985,0.08169999999999988,0.3537000000000001,-0.031299999999999883
2022-05-16,1.3108,1.5849,1.3696,1.6508,1.65,1.725,1.99,0.06590000000000007,0.33919999999999995,-0.0008000000000001339
2022-05-17,1.3221,1.5257,1.3832,1.6555,1.6,1.7,1.99,0.12979999999999992,0.3345,-0.05549999999999988
2022-05-18,1.3267,1.555,1.3894,1.665,1.62,1.685,1.82,0.1100000000000001,0.15500000000000003,-0.04499999999999993
2022-05-19,1.3952,1.5848,1.4648,1.6781,1.6,1.71,1.875,0.09329999999999994,0.19690000000000007,-0.07809999999999984
2022-05-20,1.3209,1.5839,1.3835,1.686,1.65,1.73,1.92,0.10209999999999986,0.23399999999999999,-0.03600000000000003
2022-05-23,1.3214,1.5796,1.3845,1.6675,1.6,1.635,1.785,0.08790000000000009,0.11749999999999994,-0.0674999999999999
2022-05-24,1.328,1.5435,1.3935,1.6566,1.64,1.585,1.785,0.11309999999999998,0.12839999999999985,-0.01660000000000017
2022-05-25,1.3451,1.697,1.4107,1.8656,1.82,1.55,1.695,0.16859999999999986,-0.17059999999999986,-0.04559999999999986
2022-05-26,1.3598,1.6686,1.4263,1.8791,1.87,1.68,2.005,0.2104999999999999,0.1258999999999999,-0.009099999999999886
2022-05-27,1.375,1.7138,1.4359,1.8246,1.85,1.68,2.01,0.11080000000000001,0.1853999999999998,0.02540000000000009
2022-05-30,1.3939,1.7894,1.463,1.8823,1.85,1.68,1.99,0.09289999999999998,0.1076999999999999,-0.032299999999999995
2022-05-31,1.5684,1.8406,1.6992,1.8408,1.86,1.81,2.075,0.00019999999999997797,0.23420000000000019,0.019200000000000106
2022-06-01,1.4077,1.5889,1.4731,1.6861,1.64,1.575,1.77,0.09719999999999995,0.08390000000000009,-0.04610000000000003
