date,macro_day__总发行量(亿元),macro_day__发行只数,macro_day__总偿还量(亿元),macro_day__净融资额(亿元),macro_day__到期偿还量(亿元),macro_day__到期只数,macro_day__提前兑付量(亿元),macro_day__提前兑付只数,macro_day__回售量(亿元),macro_day__回售只数,macro_day__赎回量(亿元),macro_day__赎回只数,macro_day__现金要约金额(亿元),macro_day__现金要约只数,macro_week__中国:日均产量:粗钢,macro_week__唐山:高炉开工率,macro_week__中国:江浙地区:开工率:涤纶长丝:下游织机,macro_week__中国:开工率:汽车轮胎(全钢胎),macro_week__中国:开工率:汽车轮胎(半钢胎),macro_week__义乌中国小商品指数:总价格指数,"macro_week__中国:日均销量(当周,厂家零售):乘用车",macro_week__中国:票房收入:电影,macro_week__中国:30大中城市:成交面积:商品房,macro_week__中国:100大中城市:成交土地占地面积:当周值,macro_week__中国:开工率:石油沥青装置,macro_week__中国:水泥价格指数,macro_week__中国出口集装箱运价指数:综合指数,macro_week__上海出口集装箱运价指数:综合指数,macro_week__波罗的海货运指数,macro_week__中国食用农产品价格指数,macro_week__中国:平均批发价:猪肉,macro_week__中国:生产资料价格指数,macro_week__期货结算价(连续):布伦特原油
2020-08-14,625.7,4,0.0,625.7,0.0,0,0,0,0,0,0,0,0,0,0.0,77.12,0.0,0.0,0.0,0.0,0,6315.31,71.13,0.0,0.0,137.75,880.53,1167.91,1847.91,138.72,48.25,88.53,44.8
2020-08-17,187.3,3,200.6,-13.3,200.6,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,7584.69,53.08,0.0,0.0,137.65,0.0,0.0,0.0,0.0,48.41,0.0,45.37
2020-08-18,249.5,6,0.0,249.5,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,7367.83,60.62,0.0,0.0,138.16,0.0,0.0,0.0,0.0,48.08,0.0,45.46
2020-08-19,891.8,4,0.0,891.8,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,7776.76,68.23,0.0,57.7,138.26,0.0,0.0,0.0,0.0,48.18,0.0,45.37
2020-08-20,521.4,7,0.0,521.4,0.0,0,0,0,0,0,0,0,0,0,298.16,0.0,66.63,74.31,69.92,0.0,0,8005.8,69.4,0.0,0.0,138.74,0.0,0.0,0.0,0.0,48.1,0.0,44.9
2020-08-21,357.3,4,0.0,357.3,0.0,0,0,0,0,0,0,0,0,0,0.0,75.08,0.0,0.0,0.0,0.0,0,15804.4,71.99,0.0,0.0,138.51,885.46,1183.7,1912.56,139.27,48.4,88.97,44.35
2020-08-24,144.3,2,200.2,-55.9,200.2,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,17188.98,60.52,0.0,0.0,139.32,0.0,0.0,0.0,0.0,48.07,0.0,45.13
2020-08-25,210.0,5,0.0,210.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,52167.01,68.55,0.0,0.0,139.58,0.0,0.0,0.0,0.0,48.4,0.0,45.86
2020-08-26,225.0,4,200.0,25.0,200.0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,21044.44,68.21,0.0,57.0,139.66,0.0,0.0,0.0,0.0,48.03,0.0,45.64
2020-08-27,520.0,7,0.0,520.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,68.42,74.48,69.72,0.0,0,17343.59,68.94,0.0,0.0,140.33,0.0,0.0,0.0,0.0,48.57,0.0,45.09
2020-08-28,240.5,3,590.0,-349.5,590.0,1,0,0,0,0,0,0,0,0,0.0,74.27,0.0,0.0,0.0,0.0,0,17811.8,78.36,0.0,0.0,140.6,905.23,1263.26,1945.87,139.83,48.41,89.15,45.05
2020-08-31,133.3,3,100.3,33.0,100.3,1,0,0,0,0,0,0,0,0,297.81,0.0,0.0,0.0,0.0,0.0,88529,11274.92,64.43,0.0,0.0,140.56,0.0,0.0,0.0,0.0,48.42,0.0,45.28
2020-09-01,255.6,6,0.0,255.6,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,8007.59,70.64,0.0,0.0,140.6,0.0,0.0,0.0,0.0,48.22,0.0,45.58
2020-09-02,1552.2,4,300.0,1252.2,300.0,2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,6542.64,69.76,0.0,57.6,140.58,0.0,0.0,0.0,0.0,48.28,0.0,44.43
2020-09-03,499.2,7,0.0,499.2,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,59.36,74.45,70.13,0.0,0,6822.87,74.15,0.0,0.0,140.99,0.0,0.0,0.0,0.0,48.47,0.0,44.07
2020-09-04,938.8,4,0.0,938.8,0.0,0,0,0,0,0,0,0,0,0,0.0,71.16,0.0,0.0,0.0,0.0,0,12458.33,73.69,0.0,0.0,141.08,922.0,1320.8,2032.42,139.97,47.95,89.6,42.66
2020-09-07,118.0,3,250.0,-132.0,250.0,2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,6057.56,62.68,0.0,0.0,141.36,0.0,0.0,0.0,0.0,48.03,0.0,42.01
2020-09-08,239.0,6,911.0,-672.0,911.0,2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,5376.16,60.5,0.0,0.0,141.36,0.0,0.0,0.0,0.0,48.17,0.0,39.78
2020-09-09,1825.9,7,0.0,1825.9,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,5007.93,64.99,0.0,56.9,141.54,0.0,0.0,0.0,0.0,48.36,0.0,40.79
2020-09-10,1010.0,9,520.2,489.8,520.2,3,0,0,0,0,0,0,0,0,296.13,0.0,69.89,74.52,70.29,0.0,0,5753.75,70.43,0.0,0.0,142.05,0.0,0.0,0.0,0.0,48.37,0.0,40.06
2020-09-11,1038.6,4,1274.38,-235.78,1274.38,1,0,0,0,0,0,0,0,0,0.0,70.24,0.0,0.0,0.0,0.0,0,12116.96,66.9,0.0,0.0,142.6,949.48,1355.04,2111.88,139.83,47.85,89.96,39.83
2020-09-14,90.2,2,101.9,-11.7,101.9,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,5439.18,55.22,0.0,0.0,143.03,0.0,0.0,0.0,0.0,47.43,0.0,39.61
2020-09-15,283.0,6,100.0,183.0,100.0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,5126.38,63.1,0.0,0.0,142.56,0.0,0.0,0.0,0.0,47.71,0.0,40.53
2020-09-16,1508.2,5,282.6,1225.6,282.6,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,4685.71,65.97,0.0,58.1,144.1,0.0,0.0,0.0,0.0,47.68,0.0,42.22
2020-09-17,469.4,6,0.0,469.4,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,71.21,74.27,70.53,0.0,0,4551.45,76.72,0.0,0.0,144.5,0.0,0.0,0.0,0.0,47.67,0.0,43.3
2020-09-18,1053.3,8,0.0,1053.3,0.0,0,0,0,0,0,0,0,0,0,0.0,70.14,0.0,0.0,0.0,0.0,0,6368.99,87.24,0.0,0.0,144.5,985.44,1409.57,2174.12,139.27,47.28,89.96,43.15
2020-09-21,83.4,2,101.3,-17.9,101.3,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,3742.61,56.76,0.0,0.0,144.74,0.0,0.0,0.0,0.0,47.29,0.0,41.44
2020-09-22,289.9,6,0.0,289.9,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,3519.91,70.71,0.0,0.0,144.58,0.0,0.0,0.0,0.0,47.27,0.0,41.72
2020-09-23,152.0,3,0.0,152.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,3373.07,68.36,0.0,58.4,144.57,0.0,0.0,0.0,0.0,46.77,0.0,41.77
2020-09-24,455.4,6,640.0,-184.6,640.0,2,0,0,0,0,0,0,0,0,0.0,0.0,71.12,74.52,70.33,0.0,0,3239.77,96.07,0.0,0.0,144.54,0.0,0.0,0.0,0.0,47.09,0.0,41.94
2020-09-25,829.5,4,572.4,257.1,572.4,1,0,0,0,0,0,0,0,0,0.0,69.12,0.0,0.0,0.0,0.0,0,8653.76,79.56,0.0,0.0,145.77,1007.44,1421.75,2246.85,138.57,46.57,89.24,41.92
2020-09-27,0.0,0,174.6,-174.6,174.6,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,100.72,0,6781.73,85.18,3190.52,0.0,0.0,0.0,0.0,0.0,0.0,46.07,0.0,0.0
2020-09-28,226.5,4,30.0,196.5,30.0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,4852.33,75.85,0.0,0.0,146.36,0.0,0.0,0.0,0.0,45.74,0.0,42.43
2020-09-29,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,4926.01,95.08,0.0,0.0,146.33,0.0,0.0,0.0,0.0,46.03,0.0,41.03
2020-09-30,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,308.71,69.46,72.73,73.39,70.71,0.0,136287,12793.37,105.82,0.0,58.2,146.33,1023.02,1443.54,0.0,0.0,45.41,0.0,40.95
2020-10-09,850.9,2,0.0,850.9,0.0,0,0,0,0,0,0,0,0,0,0.0,70.83,0.0,0.0,0.0,0.0,0,11119.28,44.73,0.0,0.0,146.38,1050.32,1438.22,2242.07,137.05,44.55,89.42,42.85
2020-10-10,488.3544,2,311.9623,176.3921,311.9623,2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,17047.73,69.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.96,0.0,0.0
2020-10-12,124.3,3,132.6,-8.3,132.6,2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,7462.72,49.44,0.0,0.0,147.03,0.0,0.0,0.0,0.0,43.26,0.0,41.72
2020-10-13,301.4,6,0.0,301.4,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,6595.45,73.89,0.0,0.0,147.41,0.0,0.0,0.0,0.0,42.77,0.0,42.45
2020-10-14,1705.9,6,0.0,1705.9,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,6097.56,68.64,0.0,56.1,147.85,0.0,0.0,0.0,0.0,43.17,0.0,43.32
2020-10-15,456.1,5,0.0,456.1,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,81.2,69.75,67.57,0.0,0,6390.94,79.04,0.0,0.0,148.77,0.0,0.0,0.0,0.0,42.63,0.0,43.16
2020-10-16,602.6,3,50.0,552.6,50.0,1,0,0,0,0,0,0,0,0,0.0,69.28,0.0,0.0,0.0,0.0,0,10509.59,80.3,0.0,0.0,149.19,1053.8,1448.87,2232.23,134.58,42.41,89.78,42.93
2020-10-19,139.6,3,100.9,38.7,100.9,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,5118.36,62.55,0.0,0.0,150.55,0.0,0.0,0.0,0.0,42.52,0.0,42.62
2020-10-20,264.0,6,0.0,264.0,0.0,0,0,0,0,0,0,0,0,0,302.91,0.0,0.0,0.0,0.0,0.0,0,4717.22,73.33,0.0,0.0,150.56,0.0,0.0,0.0,0.0,41.53,0.0,43.16
2020-10-21,1722.0,4,0.0,1722.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,4516.47,68.88,0.0,55.3,150.51,0.0,0.0,0.0,0.0,41.13,0.0,41.73
2020-10-22,425.0,6,30.0,395.0,30.0,1,0,0,0,0,0,0,0,0,0.0,0.0,82.95,75.32,70.81,0.0,0,4301.82,76.2,0.0,0.0,150.4,0.0,0.0,0.0,0.0,40.97,0.0,42.46
2020-10-23,1426.1,8,0.0,1426.1,0.0,0,0,0,0,0,0,0,0,0,0.0,69.97,0.0,0.0,0.0,0.0,0,14148.81,86.37,0.0,0.0,150.41,1054.34,1469.03,2229.72,132.7,40.44,90.05,41.77
2020-10-26,97.9,2,1042.2,-944.3,1042.2,2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,6851.98,67.84,0.0,0.0,150.64,0.0,0.0,0.0,0.0,39.75,0.0,40.46
2020-10-27,270.5,6,0.0,270.5,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,6204.22,78.93,0.0,0.0,150.51,0.0,0.0,0.0,0.0,39.75,0.0,41.2
2020-10-28,1304.9,5,939.9,365.0,939.9,3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,5630.17,74.34,0.0,58.6,150.52,0.0,0.0,0.0,0.0,40.09,0.0,39.12
2020-10-29,405.3,5,30.0,375.3,30.0,1,0,0,0,0,0,0,0,0,0.0,0.0,83.2,75.3,71.01,0.0,0,5319.32,74.67,0.0,0.0,150.71,0.0,0.0,0.0,0.0,39.1,0.0,37.65
2020-10-30,590.6,3,0.0,590.6,0.0,0,0,0,0,0,0,0,0,0,0.0,67.73,0.0,0.0,0.0,0.0,0,9956.26,101.89,0.0,0.0,150.88,1074.19,1529.99,2230.94,131.51,38.85,89.96,37.46
2020-11-02,50.0,2,200.0,-150.0,200.0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,4424.57,48.98,0.0,0.0,151.57,0.0,0.0,0.0,0.0,39.54,0.0,38.97
2020-11-03,175.0,5,0.0,175.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,3899.14,63.07,0.0,0.0,151.69,0.0,0.0,0.0,0.0,39.34,0.0,39.71
2020-11-04,1718.4,5,159.1,1559.3,159.1,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,3650.98,63.47,0.0,55.8,151.85,0.0,0.0,0.0,0.0,39.4,0.0,41.23
2020-11-05,470.0,6,0.0,470.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,82.44,75.39,71.23,0.0,0,3494.46,79.21,0.0,0.0,151.9,0.0,0.0,0.0,0.0,39.18,0.0,40.93
2020-11-06,392.5,3,50.0,342.5,50.0,1,0,0,0,0,0,0,0,0,0.0,66.72,0.0,0.0,0.0,0.0,0,6014.08,76.36,0.0,0.0,152.11,1110.7,1664.56,2263.97,131.12,39.37,90.23,39.45
2020-11-09,0.0,0,530.0,-530.0,530.0,3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,3547.26,55.03,0.0,0.0,152.5,0.0,0.0,0.0,0.0,39.38,0.0,42.4
2020-11-10,725.4,7,352.3347,373.0653,352.3347,2,0,0,0,0,0,0,0,0,300.49,0.0,0.0,0.0,0.0,0.0,0,3044.38,74.89,0.0,0.0,152.56,0.0,0.0,0.0,0.0,39.26,0.0,43.61
2020-11-11,1538.2,5,0.0,1538.2,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,3096.42,61.93,0.0,52.9,152.85,0.0,0.0,0.0,0.0,39.32,0.0,43.8
2020-11-12,396.9,6,0.0,396.9,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,80.31,75.26,71.03,0.0,0,2824.06,69.84,0.0,0.0,153.11,0.0,0.0,0.0,0.0,39.73,0.0,43.53
2020-11-13,1161.2,4,0.0,1161.2,0.0,0,0,0,0,0,0,0,0,0,0.0,66.37,0.0,0.0,0.0,0.0,0,5173.65,70.75,0.0,0.0,153.12,1107.28,1857.33,2290.95,131.12,39.26,90.95,42.78
2020-11-16,90.0,1,680.3,-590.3,680.3,2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,2761.46,61.55,0.0,0.0,153.74,0.0,0.0,0.0,0.0,39.65,0.0,43.82
2020-11-17,95.0,3,30.0,65.0,30.0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,2640.74,59.64,0.0,0.0,153.93,0.0,0.0,0.0,0.0,39.23,0.0,43.75
2020-11-18,1440.2,2,0.0,1440.2,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,2501.88,65.08,0.0,55.4,153.88,0.0,0.0,0.0,0.0,39.27,0.0,44.34
2020-11-19,360.0,6,0.0,360.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,79.72,73.52,70.58,0.0,0,2481.11,62.98,0.0,0.0,154.21,0.0,0.0,0.0,0.0,39.41,0.0,44.2
2020-11-20,880.4,4,0.0,880.4,0.0,0,0,0,0,0,0,0,0,0,290.0,67.59,0.0,0.0,0.0,0.0,0,8596.94,76.81,0.0,0.0,154.67,1145.67,1938.32,2374.91,131.12,39.36,91.95,44.96
2020-11-23,0.0,0,330.5,-330.5,330.5,3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,4537.26,60.25,0.0,0.0,154.83,0.0,0.0,0.0,0.0,39.41,0.0,46.06
2020-11-24,111.3,3,0.0,111.3,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,4032.38,72.03,0.0,0.0,154.82,0.0,0.0,0.0,0.0,39.36,0.0,47.86
2020-11-25,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,3733.68,69.62,0.0,52.6,154.83,0.0,0.0,0.0,0.0,39.35,0.0,48.6
2020-11-26,492.0,6,0.0,492.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,78.47,75.35,71.3,0.0,0,3721.51,72.49,0.0,0.0,154.88,0.0,0.0,0.0,0.0,39.55,0.0,47.8
2020-11-27,603.3,3,0.0,603.3,0.0,0,0,0,0,0,0,0,0,0,0.0,66.73,0.0,0.0,0.0,0.0,0,7688.46,79.46,0.0,0.0,154.79,1198.72,2048.27,2442.84,132.17,39.1,92.78,48.18
2020-11-30,0.0,0,100.0,-100.0,100.0,1,0,0,0,0,0,0,0,0,289.25,0.0,0.0,0.0,0.0,0.0,107107,4173.68,71.12,0.0,0.0,154.8,0.0,0.0,0.0,0.0,39.96,0.0,47.59
2020-12-01,135.0,3,80.0,55.0,80.0,2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,3823.53,66.34,0.0,0.0,154.95,0.0,0.0,0.0,0.0,40.85,0.0,47.42
2020-12-02,1362.8,2,0.0,1362.8,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,3474.58,81.54,0.0,45.6,154.9,0.0,0.0,0.0,0.0,40.97,0.0,48.25
2020-12-03,310.0,4,0.0,310.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,75.83,75.21,71.25,0.0,0,2732.51,73.09,0.0,0.0,154.88,0.0,0.0,0.0,0.0,41.41,0.0,48.71
2020-12-04,845.6,5,30.0,815.6,30.0,1,0,0,0,0,0,0,0,0,0.0,65.06,0.0,0.0,0.0,0.0,0,14356.48,72.2,0.0,0.0,154.99,1323.83,2129.26,2652.1,135.47,41.79,93.8,49.25
2020-12-07,0.0,0,502.3,-502.3,502.3,2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,5075.83,64.04,0.0,0.0,154.96,0.0,0.0,0.0,0.0,42.2,0.0,48.79
2020-12-08,265.0,6,0.0,265.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,4580.7,63.67,0.0,0.0,155.04,0.0,0.0,0.0,0.0,42.49,0.0,48.84
2020-12-09,1449.4,2,0.0,1449.4,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,4044.55,62.34,0.0,44.6,155.04,0.0,0.0,0.0,0.0,42.7,0.0,48.86
2020-12-10,291.9,4,0.0,291.9,0.0,0,0,0,0,0,0,0,0,0,290.69,0.0,77.67,73.18,69.32,0.0,0,3952.75,86.43,0.0,0.0,155.02,0.0,0.0,0.0,0.0,43.06,0.0,50.25
2020-12-11,810.1,3,40.0,770.1,40.0,1,0,0,0,0,0,0,0,0,0.0,66.41,0.0,0.0,0.0,0.0,0,9189.37,79.31,0.0,0.0,155.02,1411.98,2311.71,2781.99,137.5,42.84,94.27,49.97
2020-12-14,0.0,0,301.8,-301.8,301.8,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,4712.44,59.92,0.0,0.0,155.05,0.0,0.0,0.0,0.0,43.46,0.0,50.29
2020-12-15,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,4367.75,66.56,0.0,0.0,155.11,0.0,0.0,0.0,0.0,43.39,0.0,50.76
2020-12-16,1269.3,2,307.8,961.5,307.8,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,4066.67,68.85,0.0,42.7,155.31,0.0,0.0,0.0,0.0,43.43,0.0,51.08
2020-12-17,100.0,2,0.0,100.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,76.88,61.79,60.45,0.0,0,4857.32,76.67,0.0,0.0,155.26,0.0,0.0,0.0,0.0,43.71,0.0,51.5
2020-12-18,897.4,2,40.0,857.4,40.0,1,0,0,0,0,0,0,0,0,0.0,67.79,0.0,0.0,0.0,0.0,0,13045.03,78.28,0.0,0.0,155.27,1488.72,2411.82,3003.96,140.39,43.83,95.31,52.26
2020-12-21,60.0,1,301.9,-241.9,301.9,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,5753.66,59.1,0.0,0.0,155.19,0.0,0.0,0.0,0.0,43.94,0.0,50.91
2020-12-22,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,5848.99,71.05,0.0,0.0,155.05,0.0,0.0,0.0,0.0,43.87,0.0,50.08
2020-12-23,503.6,1,0.0,503.6,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,5718.84,80.08,0.0,41.4,155.07,0.0,0.0,0.0,0.0,43.83,0.0,51.2
2020-12-24,94.1,2,50.0,44.1,50.0,1,0,0,0,0,0,0,0,0,0.0,0.0,76.42,57.05,56.98,0.0,0,17721.79,95.21,0.0,0.0,154.99,0.0,0.0,0.0,0.0,43.84,0.0,51.29
2020-12-25,1302.1,3,40.0,1262.1,40.0,1,0,0,0,0,0,0,0,0,0.0,67.5,0.0,0.0,0.0,0.0,0,26180.16,96.16,0.0,0.0,154.9,1577.2,2641.87,3142.63,141.93,44.12,96.26,0.0
2020-12-28,0.0,0,300.6,-300.6,300.6,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,10589.94,70.82,0.0,0.0,154.72,0.0,0.0,0.0,0.0,44.36,0.0,50.86
2020-12-29,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,9060.73,85.77,0.0,0.0,154.65,0.0,0.0,0.0,0.0,44.83,0.0,51.09
2020-12-30,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,9242.57,89.28,0.0,42.7,154.6,0.0,0.0,0.0,0.0,44.88,0.0,51.34
2020-12-31,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,286.74,68.19,75.65,54.89,54.91,0.0,122080,53485.39,107.15,0.0,0.0,154.6,1658.58,2783.03,0.0,0.0,45.4,0.0,51.8
2021-01-04,231.2,4,20.0,211.2,20.0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,10824.7,64.82,0.0,0.0,154.14,0.0,0.0,0.0,0.0,45.95,0.0,51.09
2021-01-05,364.4,6,0.0,364.4,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,8838.2,73.63,0.0,0.0,153.87,0.0,0.0,0.0,0.0,46.07,0.0,53.6
2021-01-06,1628.0,5,840.0,788.0,840.0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,7364.07,79.51,0.0,46.9,153.79,0.0,0.0,0.0,0.0,46.06,0.0,54.3
2021-01-07,550.3,6,0.0,550.3,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,70.76,66.5,65.85,0.0,0,6330.99,79.51,0.0,0.0,153.74,0.0,0.0,0.0,0.0,46.24,0.0,54.38
2021-01-08,759.7,5,0.0,759.7,0.0,0,0,0,0,0,0,0,0,0,0.0,68.22,0.0,0.0,0.0,0.0,0,8834.39,86.42,0.0,0.0,153.63,1753.85,2870.34,3854.35,148.1,46.26,96.64,55.99
2021-01-11,265.5,3,500.0,-234.5,500.0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,5077.32,65.34,0.0,0.0,153.42,0.0,0.0,0.0,0.0,46.81,0.0,55.66
2021-01-12,349.3,5,0.0,349.3,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,4642.77,64.03,0.0,0.0,153.36,0.0,0.0,0.0,0.0,46.7,0.0,56.58
2021-01-13,1509.9,5,0.0,1509.9,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,4545.81,71.17,0.0,44.9,153.23,0.0,0.0,0.0,0.0,47.11,0.0,56.06
2021-01-14,528.3,6,2167.8,-1639.5,2167.8,3,0,0,0,0,0,0,0,0,0.0,0.0,66.29,70.05,66.95,0.0,0,4444.75,70.42,0.0,0.0,153.03,0.0,0.0,0.0,0.0,47.2,0.0,56.42
2021-01-15,887.8,7,0.0,887.8,0.0,0,0,0,0,0,0,0,0,0,0.0,66.8,0.0,0.0,0.0,0.0,0,7658.59,79.52,0.0,0.0,152.94,1863.84,2885.0,4277.38,151.06,47.58,96.35,55.1
2021-01-18,271.1,3,662.6,-391.5,662.6,3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,4538.62,52.66,0.0,0.0,152.44,0.0,0.0,0.0,0.0,47.64,0.0,54.75
2021-01-19,395.2,5,0.0,395.2,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,4415.02,55.0,0.0,0.0,152.34,0.0,0.0,0.0,0.0,47.54,0.0,55.9
2021-01-20,1523.3,6,670.6,852.7,670.6,2,0,0,0,0,0,0,0,0,285.17,0.0,0.0,0.0,0.0,0.0,0,4362.83,67.78,0.0,45.7,152.25,0.0,0.0,0.0,0.0,47.35,0.0,56.08
2021-01-21,603.9,6,0.0,603.9,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,50.35,67.95,65.95,0.0,0,4320.34,65.43,0.0,0.0,152.21,0.0,0.0,0.0,0.0,47.35,0.0,56.1
2021-01-22,442.0,4,354.3,87.7,354.3,1,0,0,0,0,0,0,0,0,0.0,65.36,0.0,0.0,0.0,0.0,0,6146.64,56.44,0.0,0.0,152.28,1966.64,2868.95,4204.2,151.82,47.0,96.83,55.41
2021-01-25,164.7,2,904.1,-739.4,904.1,2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,4404.38,61.05,0.0,0.0,151.94,0.0,0.0,0.0,0.0,47.08,0.0,55.88
